sentence,prob,sent_length,source,sentence_num,id,step,phase,prob_class,group_id
"Polylophia × Cyana or Americanus Americana, is an American species of plants.",-37.64817,medium,bert,8,1_980,18638,late,high,24
Wabbowiel attended the Alnavel Alnwick school (also county school).,-47.79676,medium,bert,8,2_1495,28423,late,high,14
Rail (Chilean railways): all modes of transportation serve the cities of Santiago and La Serena.,-14.636462999999999,medium,bert,8,3_1995,37923,late,high,16
"I grabbed him and pounded on him so hard it was like, both of us stopped breathing.",-13.654358,medium,bert,8,4_1995,37923,late,high,28
"His father, Mitko'etu, worked as nomad for the Maronites.",-29.326498,medium,bert,8,5_995,18923,late,high,9
West Bengal continues to be the name of the two halves of West Bengal and Odisha in India.,-22.742306,medium,bert,8,6_1995,37923,late,high,19
Publications (and work) play an important role in the scientific school abroad (ESEA).,-44.22538,medium,bert,8,7_955,18163,late,high,13
They were all screeching and snoozing and screeching all the same.,-2.6011357,medium,bert,8,8_705,13413,late,high,15
University of Ohio State university professor Arnold Schwarzenegger taught the concept of movement into the ram.,-39.708347,medium,bert,8,9_1995,37923,late,high,24
Without allaying the suspicions that had been held by the earlier explorers it may never have happened.,-26.202969,medium,bert,9,0_1995,37923,late,high,11
He worked for the Texas-cascade gaming council before co-founding the Rephaifer organization.,-56.072617,medium,bert,9,1_1995,37923,late,high,4
"The corkscrew toy was a ""favorite"" (66 films between 1938 and 1964).",-40.121628,medium,bert,9,2_1490,28328,late,high,9
It was released as a single in September and managed to stay on the charts for 2 weeks.,-11.488001,medium,bert,9,3_985,18733,late,high,24
"That year, the squadron was selected to participate in the joint air/space command comprehensive study.",-20.322517,medium,bert,9,4_990,18828,late,high,12
"When introduced in an ellipsoid behaviour, the noode attaches to the body.",-46.44644,medium,bert,9,5_890,16928,late,high,28
He was born in Chambery in the department of Auvergne-les-Bains.,-2.4349608,medium,bert,9,6_1995,37923,late,high,24
"""You lead a simple life with your work ethic,"" she mercilessly snapped.",-13.149254000000001,medium,bert,9,7_1995,37923,late,high,26
"""The AK-47? Swapped out the other weapon? Another weapon?"" No answer.",-29.687092,medium,bert,9,8_1980,37638,late,high,20
"""Yup,"" his boss, as well as other members, said with a smile.",-14.93953,medium,bert,9,9_1970,37448,late,high,8
"They then launched the Great Dickens Christmas Fair of San Francisco, an indoor event, in 1970.",-81.04999,medium,bert,0,9_0,0,early,low,2
"He then launched the Great Dickens Christmas Fair in San Francisco, an indoor event, in 1970.",-73.59534,medium,bert,0,0_0,1,early,low,16
"It also launched the Great Dickens Christmas Fair of San Francisco, an indoor event, in 1970.",-77.648796,medium,bert,0,9_0,2,early,low,11
"Gates also launched the Great Dickens Christmas fair in San Francisco, an indoor event, in 1970.",-74.47543,medium,bert,0,7_0,4,early,low,25
"It also hosted the Great Dickens Street Fair in San Francisco, an indoor event started in 1970.",-57.9179,medium,bert,0,8_0,8,early,low,29
"She also hosted the last Japanese Christian retreat in San Francisco, an educational program hosted in Japan.",-33.786232,medium,bert,0,2_3,64,early,low,30
"Breaux opened two American-style studios in San Francisco in 1870, complementing one another.",-26.889185,medium,bert,0,6_6,128,early,low,17
He also sent 5000 archers to the Church of Saint Ivan and gave the latter authorization to communion.,-63.85195,medium,bert,0,2_13,256,early,low,22
The British built a small wooden hut on the Qahr creek and massacred the inhabitants.,-30.06583,medium,bert,0,6_26,512,early,low,13
The Hats eagerly caught at the opportunity of recovering the lost lands and their own prestige with justice.,-77.21703,medium,bert,1,8_0,0,early,low,25
The Hats eagerly caught at the opportunity of recovering the lost lands of their own prestige with rome.,-80.13764,medium,bert,1,9_0,1,early,low,25
The Hats eagerly caught at the opportunity of recovering the lost lands of their own prestige with money.,-75.88898,medium,bert,1,0_0,2,early,low,26
The Hats eagerly caught at the notion of recovering the lost lands from its own prestige with justice.,-88.53121,medium,bert,1,8_0,4,early,low,14
The Hats eagerly caught at the chance of reunification the disputed lands and their own prestige with Italy.,-86.1007,medium,bert,1,4_0,8,early,low,22
The Hats reluctantly agreed at the expense of leaving the lost and pleading their lost behalf with them.,-62.56494,medium,bert,1,7_0,16,early,low,13
The report also looked at the chance of entry of the territories and their subsequent relocation by equipment.,-58.234886,medium,bert,1,4_1,32,early,low,12
"His heart started raced fast in anticipation, feeling the back mouth of the biblical landscape before him.",-72.04721,medium,bert,1,2_3,64,early,low,12
The union was established with the aim of providing a common platform for alignment of groups and individuals.,-23.702898,medium,bert,1,9_6,128,early,low,26
"The corral was just ahead, shielded from the glaring glare of the men hovering over it.",-22.175383,medium,bert,1,2_13,256,early,low,24
Then I just stepped into the light of that streetlamp and started hearing and seeing things.,-13.113554,medium,bert,1,4_26,512,early,low,29
"If person wants to transport a bike in a Prague train, ticket for oversized luggage is needed.",-68.75542,medium,bert,2,0_0,0,early,low,2
"If person wants to transport a bike in a Prague train, ticket for oversized luggage is granted.",-67.88704,medium,bert,2,4_0,1,early,low,8
If person wants to transport a bike in a Prague train the ticket for oversized luggage is collect.,-78.30693,medium,bert,2,7_0,2,early,low,15
If person wants to transport a bike from a Prague train pressing ticket for oversized luggage is produced.,-92.66556,medium,bert,2,3_0,4,early,low,25
"If person wants to ride a bike on a Prague train the ticket for oversized luggage, collect.",-74.12197,medium,bert,2,7_0,8,early,low,8
"No one wants to take a bike to a Prague zoo and sell your own bicycle, expensive.",-51.2874,medium,bert,2,6_0,16,early,low,15
"If one wants to buy a cab, the nearest stop taxi service for the driver is available.",-43.660316,medium,bert,2,2_1,32,early,low,28
For the team to play off faithfully the next round a number of vacation places are awarded.,-52.48439,medium,bert,2,1_3,64,early,low,28
"If one wishes to purchase a vehicle from another vehicle manufacturer, purchase by that manufacturer is permitted.",-11.429042,medium,bert,2,8_6,128,early,low,13
"If voters declined to accept a seat in any congress, a direct or plurality vote was required.",-35.781822,medium,bert,2,4_13,256,early,low,8
"Despite repeated attempts to capture the leader of the small group, most of the men fell apart.",-23.59263,medium,bert,2,9_26,512,early,low,9
This is introduced to increase government efficiency with 264 government tasks to be attached to the legal system.,-58.355972,medium,bert,3,5_0,0,early,low,22
Software is introduced to increase government efficiency with 264 government tasks to be attached to the domestic system.,-69.45141,medium,bert,3,0_0,1,early,low,18
Legislation is introduced to increase government efficiency with 264 new tasks to be attached to the legal system.,-46.860817,medium,bert,3,5_0,2,early,low,2
Funding is introduced to increase government efficiency with 17 new tasks to be attached to the public system.,-55.925354,medium,bert,3,6_0,4,early,low,10
Business was created to increase government expertise with 1 million tasks to be attached to the billing system.,-61.272766,medium,bert,3,7_0,8,early,low,27
Funding was provided to cut state spending to 17 new units to be attached to the public schools.,-37.27605,medium,bert,3,6_0,16,early,low,18
It is proposed to increase citizen interaction with more legislative accountability to be added to formal legislative acts.,-45.73304,medium,bert,3,8_1,32,early,low,26
"It also seeks to identify variety varieties, and gender roles to be acceptable to the public body.",-44.59146,medium,bert,3,8_3,64,early,low,3
It was developed to use paper tape as a medium intended to be made to represent its subject.,-37.16471,medium,bert,3,0_6,128,early,low,20
He led efforts to improve the quality of the public service and to respond to natural disasters locally.,-10.847139,medium,bert,3,5_13,256,early,low,7
What is known as the Vergata-Dewitt order was intended to prevent unreasonable behavior.,-30.834879,medium,bert,3,3_26,512,early,low,30
He was also one of the rare contributors interpreting the existing contemporary caste system at a theoretical level.,-56.917656,medium,bert,4,0_0,0,early,low,22
He was also one of the rare contributors interpreting the existing contemporary caste system at a theoretical level.,-56.917656,medium,bert,4,0_0,1,early,low,4
He was also one of the rare contributors interpreting the indian contemporary caste system at a theoretical level.,-51.87563,medium,bert,4,0_0,2,early,low,4
He is also one of the rare contributors interpreting the present contemporary caste system at a theoretical level.,-57.377163,medium,bert,4,5_0,4,early,low,18
He was also one of the first scholars interpreting the international contemporary caste survey at a theoretical level.,-45.004665,medium,bert,4,7_0,8,early,low,5
He is also one of the few outsiders of the Pakistani gender political system on a theoretical level.,-46.798492,medium,bert,4,2_0,16,early,low,19
He was considered one of the foremost experts in the Chinese traditional intellectual system on an academic basis.,-24.68011,medium,bert,4,8_1,32,early,low,28
She is considered one of the exponent of modern gendered feminist thought on a broader level.,-14.062804,medium,bert,4,2_3,64,early,low,10
He was also one of the principal participants in the modern moderate freedom movement on a wider scale.,-32.086617,medium,bert,4,5_6,128,early,low,30
He is considered one of the middle representatives of the Nouveauisme movement on a national level.,-31.85976,medium,bert,4,0_13,256,early,low,5
"It is the successor to the British Nobel peace prize, which is awarded on a biennial basis.",-5.888754,medium,bert,4,1_26,512,early,low,7
This company purchased all the gold-bearing lands in the valley and began drilling artesian wells.,-16.138569,medium,bert,5,2_0,0,early,high,19
This company purchased all the ore-bearing lands in the valley and began drilling artesian wells.,-18.490788,medium,bert,5,8_0,1,early,high,11
This company purchased all the nickel-bearing lands in the valley and began drilling artesian wells.,-21.319653,medium,bert,5,7_0,2,early,high,11
This company purchased all the mineral-bearing lands in the valley and began drilling artesian wells.,-17.514496,medium,bert,5,9_0,4,early,high,11
This company purchased all the gold-bearing lands in the valley and began drilling artesian wells.,-16.138569,medium,bert,5,2_0,8,early,high,9
The company bought all the gold-bearing wells in the valley and began drilling artesian wells.,-17.30893,medium,bert,5,6_0,16,early,high,9
The company bought out other coal-bearing minerals in the area and began drilling artesian wells.,-13.530231,medium,bert,5,5_1,32,early,high,14
The company bought out the copper and lead mine in the field and began drilling artesian reservoirs.,-31.693449,medium,bert,5,1_3,64,early,high,22
First built on ground lead and zinc specialty river for mineral storage and bonnie symphony plough bowen.,-108.80519,medium,bert,5,3_6,128,early,high,21
"Hurricane Fabian shut down many fruit and vegetable crops in economic business neighborhoods, particularly artesian wells.",-47.112328,medium,bert,5,6_13,256,early,high,17
1861-opened the third line north of Belfast between the Kendal railway and Belfast railway lines.,-26.284061,medium,bert,5,6_26,512,early,high,15
"The growth rate is rapid in the first season, then slows down as the fish age.",-20.940777,medium,bert,6,2_0,0,early,high,23
"The growth rate is rapid in the first season, then slows down as the fish age.",-20.940775,medium,bert,6,1_0,1,early,high,8
"The growth rate is rapid in the first generation, then slows down as the seeds age.",-15.123531,medium,bert,6,8_0,2,early,high,23
"The growth rate is rapid in the first season, then slows down as the plants grow.",-12.702153,medium,bert,6,1_0,4,early,high,5
"The growth rate is rapid in the breeding season, then slows down as the plants flower.",-20.524418,medium,bert,6,2_0,8,early,high,9
The growth rate is increased in the breeding season and then slows down as the plants flower.,-19.778612,medium,bert,6,2_0,16,early,high,14
"The molecular weight is constant during the growing season, but slows down as new plants grow.",-16.490705,medium,bert,6,3_1,32,early,high,4
"The colony activity is established at the resting sites, but slows down when the adults emerge.",-29.972427,medium,bert,6,5_3,64,early,high,20
"The flowering time is usually during the rainy season, and slows down as new plants appear.",-8.349829,medium,bert,6,4_6,128,early,high,1
"The underwater fuel was routed to the push components, to keep it separate from the camshaft.",-57.76709,medium,bert,6,5_13,256,early,high,13
"The engine hammers down like a hammer, and everything roars, as the spirits leave.",-36.80225,medium,bert,6,3_26,512,early,high,27
"1,253 people are employed in the secondary sector and there are 292 businesses in this sector.",-13.797546,medium,bert,7,5_0,0,early,high,8
"1,253 people are employed in the secondary sector and there are 292 businesses in this sector.",-13.797546,medium,bert,7,5_0,1,early,high,16
"1,253 people are employed in the secondary sector and there are 332 businesses in this sector.",-13.919512,medium,bert,7,3_0,2,early,high,21
"1,253 people are employed in the secondary sector and there are growled businesses in this sector.",-22.42866,medium,bert,7,1_0,4,early,high,15
"1,250 people are employed in the secondary sector and there are 332 businesses in this sector.",-13.647263,medium,bert,7,3_0,8,early,high,19
"1,204 people are employed in the secondary sector and there are 100 businesses in this sector.",-12.365591,medium,bert,7,8_0,16,early,high,1
"1,345 people were employed in the secondary sector and there were 407 enterprises in this sector.",-20.423368,medium,bert,7,1_1,32,early,high,5
"1,340 people are employed in the secondary sector and there are 02 businesses in this sector.",-15.702557,medium,bert,7,0_3,64,early,high,22
"1,422 people are employed in the secondary sector and there are 312 businesses in this sector.",-13.527006,medium,bert,7,7_6,128,early,high,27
"1,180 people were employed in the secondary sector and there were 40 businesses in this sector.",-10.476564,medium,bert,7,1_13,256,early,high,7
About 438 people are employed in the secondary sector and there are 167 businesses in this sector.,-12.794358,medium,bert,7,8_26,512,early,high,23
Asparagine usually enters the citric acid cycle in humans as oxaloacetate.,-9.5416565,medium,bert,8,0_0,0,early,high,18
Asparagine usually enters the citric acid cycle in humans as oxaloacetate.,-9.5416565,medium,bert,8,0_0,1,early,high,3
Asparagine usually enters the citric acid cycle in humans as oxaloacetate.,-9.5416565,medium,bert,8,1_0,2,early,high,17
Asparagine usually follows the citric acid cycle in humans as oxaloacetate.,-13.990461,medium,bert,8,5_0,4,early,high,25
Asparagine usually enters the citric acid cycle in nature with oxaloacetate.,-19.278229,medium,bert,8,6_0,8,early,high,7
Asparagine readily follows the nitric acid cycle in equilibrium with oxaloacetate.,-14.424695,medium,bert,8,5_0,16,early,high,1
Asparagine first enters the citric acid cycle in humans as oxaloacetate.,-4.9501114,medium,bert,8,9_1,32,early,high,22
Asparagine itself produces yellow nitric acid derivatives in combination with oxaloacetate.,-20.157598,medium,bert,8,5_3,64,early,high,29
Asparagine also forms strong nitric acid derivatives in combination with oxaloacetate.,-10.429274,medium,bert,8,5_6,128,early,high,21
"Like halogens it is converted to citric acid, by elimination with oxaloacetate.",-19.136387,medium,bert,8,0_13,256,early,high,1
Usually it is obtained by treatment with nitric acid or by reaction with oxaloacetate.,-8.825289,medium,bert,8,0_26,512,early,high,28
"She had always dreamed of writing plays, and she began writing and acting in her teenage years.",-7.5777926,medium,bert,9,0_0,0,early,high,26
"She had always dreamed of writing plays, and she began writing and acting in her teenage years.",-7.577793,medium,bert,9,1_0,1,early,high,30
"She has always dreamed of writing plays, and she began writing and acting in her teenage years.",-7.552017,medium,bert,9,2_0,2,early,high,5
"She has always dreamed of writing plays, and she began writing and acting in her teenage years.",-7.5520167,medium,bert,9,3_0,4,early,high,14
"She has always dreamed of writing poetry, and she began singing and acting in her teenage years.",-10.015329,medium,bert,9,2_0,8,early,high,20
"She has always dreamed of writing poetry, and she started singing and writing in her younger years.",-13.015461,medium,bert,9,2_0,16,early,high,25
"She initially only dreamed of writing songs, but she began singing and acting in her teenage years.",-8.281181,medium,bert,9,0_1,32,early,high,30
"He has always dreamed of writing fiction, and began studying history and literature at a young age.",-8.862692,medium,bert,9,8_3,64,early,high,8
"He has also commented on scuba diving, and has been quoted about it in many later interviews.",-17.479568,medium,bert,9,9_6,128,early,high,17
"She has been very interested in music, since she started receiving vocal lessons in her early childhood.",-16.926464,medium,bert,9,3_13,256,early,high,23
He not only believed in his own business but was also cautious and cautious of his own welfare.,-21.153748,medium,bert,9,0_26,512,early,high,3
"Milton Township, Ohio may refer to several places:",-25.241065979003906,short,wiki,1,0_0,0,wiki,high,18
The winner is announced at the end of December.,-7.765819072723389,short,wiki,2,0_0,0,wiki,high,5
Moyles Court is now Moyles Court School.,-6.585177898406982,short,wiki,3,0_0,0,wiki,high,4
The song was chosen internally by broadcaster RTL.,-2.895781993865967,short,wiki,4,0_0,0,wiki,high,11
To the north lies the suburb of Harristown.,-14.457015991210938,short,wiki,5,0_0,0,wiki,high,18
Machines with multiple gantries can achieve faster speed.,-15.207695007324219,short,wiki,6,0_0,0,wiki,high,28
It is affiliated to Vidyasagar University.,-0.32520607113838196,short,wiki,7,0_0,0,wiki,high,19
In January 2010 he finalized his Habilitation.,-15.169440269470215,short,wiki,8,0_0,0,wiki,high,15
"The municipal area covers 3,074 hectares.",-17.468374252319336,short,wiki,9,0_0,0,wiki,high,26
The station is currently managed by TfL Rail.,-3.1483030319213867,short,wiki,10,0_0,0,wiki,high,29
Many of them are now listed by Historic England.,-9.13577938079834,short,wiki,11,0_0,0,wiki,high,20
The local planning authority is Three Rivers District Council.,-5.662071704864502,short,wiki,12,0_0,0,wiki,high,12
He was selected to the 2010 Russian Olympic team.,-10.442167282104492,short,wiki,13,0_0,0,wiki,high,14
"McCarrick disappeared on March 26, 1993.",-31.72734832763672,short,wiki,14,0_0,0,wiki,low,1
It is one of three districts in the sector.,-19.84250259399414,short,wiki,15,0_0,0,wiki,high,17
In 1961 the battalion was expanded to a regiment.,-15.683452606201172,short,wiki,16,0_0,0,wiki,high,18
It is found in Democratic Republic of the Congo.,-2.417268991470337,short,wiki,17,0_0,0,wiki,high,9
There are currently six recognized species in this genus:,-15.863819122314453,short,wiki,18,0_0,0,wiki,high,27
Nathan and Giuliani formed an ongoing relationship.,-20.669052124023438,short,wiki,19,0_0,0,wiki,high,17
Nearly all of the buildings had sod roofs.,-11.060710906982422,short,wiki,20,0_0,0,wiki,high,11
Edwards chaired the Veterans Affairs Committee in the House.,-11.948365211486816,short,wiki,21,0_0,0,wiki,high,21
Kamui uses a Nova Grappler deck.,-35.76326370239258,short,wiki,22,0_0,0,wiki,low,6
The broadcast was titled Spice Girls In Concert: Wild!,-42.61017608642578,short,wiki,23,0_0,0,wiki,low,1
They settled at a site known as Fountain Cave.,-17.731775283813477,short,wiki,24,0_0,0,wiki,high,28
Jack and Eric team up to disrupt the party.,-19.976823806762695,short,wiki,25,0_0,0,wiki,high,30
It is currently the largest such complex in Russia.,-13.380422592163086,short,wiki,26,0_0,0,wiki,high,26
The fruit eaters also help to disperse seeds.,-20.824825286865234,short,wiki,27,0_0,0,wiki,high,23
This often leads to harmful impact on the host.,-19.05282211303711,short,wiki,28,0_0,0,wiki,high,5
There are a lot of myths regarding its origin.,-14.314716339111328,short,wiki,29,0_0,0,wiki,high,21
"""Otherwise, it's exactly the same.""",-15.548221588134766,short,wiki,30,0_0,0,wiki,high,11
His character was often a police detective or lieutenant.,-17.3010196685791,short,wiki,31,0_0,0,wiki,high,26
"She was raised in the town Cordoba, Argentina.",-15.043057441711426,short,wiki,32,0_0,0,wiki,high,2
"The licence plate reads ""OKT42"".",-26.962421417236328,short,wiki,33,0_0,0,wiki,high,13
He is the son of actor Manuel Landeta.,-24.852802276611328,short,wiki,34,0_0,0,wiki,high,5
It takes about two hours to make each device.,-20.8720760345459,short,wiki,35,0_0,0,wiki,high,27
World Publications was renamed Bonnier Corporation in 2007.,-40.03321075439453,short,wiki,36,0_0,0,wiki,low,13
The video was produced in a low-budget.,-14.221680641174316,short,wiki,37,0_0,0,wiki,high,29
The Augustinian Rule was adopted in 1429.,-21.81005096435547,short,wiki,38,0_0,0,wiki,high,14
Indianapolis also hosted the Pan American Games in 1987.,-18.588756561279297,short,wiki,39,0_0,0,wiki,high,24
The project is owned by Aviation Development Australia Limited.,-25.47240447998047,short,wiki,40,0_0,0,wiki,high,28
Ripley is a patron of several charities and causes.,-19.63254737854004,short,wiki,41,0_0,0,wiki,high,11
All seeds received a bye into the second round.,-0.3917781710624695,short,wiki,42,0_0,0,wiki,high,25
Services provide employment for 5% of the population.,-3.8209359645843506,short,wiki,43,0_0,0,wiki,high,1
He was waived from injured reserve on September 24.,-13.237730026245117,short,wiki,44,0_0,0,wiki,high,29
The name was dropped soon after the English conquered.,-22.942970275878906,short,wiki,45,0_0,0,wiki,high,6
At least three people were killed and dozens injured.,-7.127542018890381,short,wiki,46,0_0,0,wiki,high,22
Perfect after both were drafted to the Raw brand.,-37.02827835083008,short,wiki,47,0_0,0,wiki,low,27
They can withstand cold and can be shipped easily.,-18.612274169921875,short,wiki,48,0_0,0,wiki,high,10
It supplements its diet with occasional insects and fruit.,-11.840860366821289,short,wiki,49,0_0,0,wiki,high,14
The resulting succession battle caused the federation to collapse.,-24.6494140625,short,wiki,50,0_0,0,wiki,high,13
It's taken an hour to wake up.,-4.645746,short,bert,0,0_1645,16459,late,low,6
Calcutta gave me a look with a strange expression.,-21.52552,short,bert,0,1_1490,14909,late,low,10
One that she was the first one to sniff.,-19.738667,short,bert,0,2_1995,19959,late,low,25
"Run, Mary, see, Pharaoh, Moses.",-52.724483,short,bert,0,3_985,9859,late,low,5
But the culprit was Savitar.,-1.0371454,short,bert,0,4_1495,14959,late,low,28
"He was reliving this, of course.",-4.7000494,short,bert,0,5_1995,19959,late,low,22
I know he lied about Balthazar's question.,-27.52987,short,bert,0,6_995,9959,late,low,15
McAdam could never trust that he had her.,-18.667307,short,bert,0,7_1485,14859,late,low,12
Our train started to aware and backtrack.,-35.654984,short,bert,0,8_975,9759,late,low,16
His reason was to begin a new federal commission.,-27.522936,short,bert,0,9_1995,19959,late,low,27
"Door after door, and Jake louder, groaned.",-34.35465,short,bert,1,0_1485,14859,late,low,9
In the same event at the 1956 summer olympics.,-5.6779265,short,bert,1,1_960,9609,late,low,24
"She wanted to run, but she felt sick.",-6.3972516,short,bert,1,2_950,9509,late,low,30
He did not stand in the 1924 general election.,-6.195445,short,bert,1,3_1995,19959,late,low,15
Hit send again and reached for the stop light.,-17.081772,short,bert,1,4_1495,14959,late,low,19
He tastes it and takes the caramel SUV.,-23.315123,short,bert,1,5_995,9959,late,low,25
"""So you think Gansey unveiled him.""",-20.156435,short,bert,1,6_1890,18909,late,low,21
Amjad would begin by repeatedly lecture to her.,-36.313633,short,bert,1,7_1865,18659,late,low,20
"Most of all, she had a child alone.",-11.6306,short,bert,1,8_1495,14959,late,low,30
I just cannot bring her face to face experience.,-39.093166,short,bert,1,9_1495,14959,late,low,1
But I've never seen Catherine wear that.,-26.56792,short,bert,2,1_995,9959,late,low,19
"Hunches, then he's over.",-17.422485000000002,short,bert,2,2_1495,14959,late,low,7
She just wanted to feel as if nothing happened.,-4.324562,short,bert,2,3_1495,14959,late,low,20
I was going to throw on some clothes later.,-5.3169127,short,bert,2,4_995,9959,late,low,19
At the 2016 census it was in Berkeley electorate.,-14.70581,short,bert,2,5_1995,19959,late,low,14
In 2010 Presentere was sued for mail fraud.,-27.907433,short,bert,2,7_1480,14809,late,low,16
The shepherd grows impatient and begins to wail.,-8.154019,short,bert,2,8_995,9959,late,low,27
Coming out malevolent and vehement.,-2.977951,short,bert,2,9_1995,19959,late,low,8
There are several veterinarians in the area.,-3.1767848,short,bert,3,0_1995,19959,late,low,5
"Taking a deep breath, she turned to Vince.",-8.396572,short,bert,3,1_1495,14959,late,low,24
It is found in Central America and North America.,-0.0069783507,short,bert,3,2_1995,19959,late,low,17
"He knew, but there would be no escape.",-9.168415,short,bert,3,3_1495,14959,late,low,25
I lean down and peck him on the cheek.,-7.9190764,short,bert,3,4_1995,19959,late,low,15
She could hardly say anything in front of him.,-5.682169,short,bert,3,5_1995,19959,late,low,5
Select a personality to judge the result of cases.,-31.26364,short,bert,3,6_1495,14959,late,low,9
General elections in Hong Kong were held in 1902.,-9.252887,short,bert,3,7_1495,14959,late,low,12
"Maybe they knew, but they cared for her.",-10.208645,short,bert,3,8_1990,19909,late,low,8
"Through her, Skyler represented him after all.",-17.695988,short,bert,3,9_995,9959,late,low,4
The crowd came up to where we were standing.,-8.88545,short,bert,4,0_1995,19959,late,low,28
"I love you, I love you so much.",-2.5272284,short,bert,4,1_1945,19459,late,low,23
It also includes Amanila and Palqa.,-27.883465,short,bert,4,2_975,9759,late,low,30
She'd mentioned him several times that night.,-10.804977,short,bert,4,3_995,9959,late,low,26
"Ultimately, I'm quite trim in fashion.",-31.977028,short,bert,4,4_1995,19959,late,low,2
It serves as the community's entertainment venue.,-8.088935,short,bert,4,5_1495,14959,late,low,12
There was no time to precipitate.,-0.45558658,short,bert,4,6_955,9559,late,low,29
David Friedman was the dominant shareholder of the company.,-21.016306,short,bert,4,7_1990,19909,late,low,25
His skin was hard and wet from itching.,-19.728642,short,bert,4,8_995,9959,late,low,23
Over the centuries they both began to crumble.,-9.936221,short,bert,4,9_1495,14959,late,low,20
His hands felt like his knees were wobbly.,-5.0081153,short,bert,5,0_1495,14959,late,high,15
Singer Toni Gonzaga was included in the extra cost.,-15.275315,short,bert,5,1_1990,19909,late,high,21
Jasnah had visited and killed a race.,-29.069206,short,bert,5,2_860,8609,late,high,10
"""I had no idea,"" I said.",-4.221541,short,bert,5,3_985,9859,late,high,20
It is unique in the building Philippine Planetarium.,-29.879234,short,bert,5,4_895,8959,late,high,28
"However, he is also separated from his mother.",-8.387657,short,bert,5,5_995,9959,late,high,27
"She clutched my wet hair, and we kissed.",-9.711538,short,bert,5,6_1995,19959,late,high,19
The cover story on the firebombs exclaimed.,-22.512587,short,bert,5,7_1495,14959,late,high,19
"""Eva, I-"" the door opened.",-7.53874,short,bert,5,8_1975,19759,late,high,10
"Wherever she went, everyone in town recognized her.",-6.694415,short,bert,5,9_995,9959,late,high,11
He played as a goalkeeper for Harrogate.,-1.360506,short,bert,6,0_1995,19959,late,high,9
I had no idea what he was talking about.,-0.8983799,short,bert,6,1_1995,19959,late,high,4
He attended Linda Linda Christian school 1999 - 2002.,-14.827243,short,bert,6,2_1495,14959,late,high,13
"I repeat, I am very successful in both.",-21.080063,short,bert,6,3_995,9959,late,high,15
He was probably a contemporary of Abu Bakr.,-2.0099125,short,bert,6,4_1495,14959,late,high,1
And all of them looked like be mean idiots.,-38.200783,short,bert,6,5_995,9959,late,high,12
"It was rummy, a hallucination.",-11.73025,short,bert,6,6_1995,19959,late,high,6
And then she'd killed gerbils.,-10.508909,short,bert,6,7_1965,19659,late,high,29
Her dark hair billowed back from her forehead.,-5.0591817,short,bert,6,8_1495,14959,late,high,8
The leaves are small than vincent inflatus.,-43.258408,short,bert,6,9_1990,19909,late,high,10
I grabbed him by the shoulders with both arms.,-8.317476,short,bert,7,0_1995,19959,late,high,16
"Let it be you who created me, gunslinger.",-16.786392,short,bert,7,1_995,9959,late,high,21
The length of the forewings is about 28mm.,-5.218719,short,bert,7,2_995,9959,late,high,30
"However, civil activity in refuse continued to increase.",-31.219608,short,bert,7,3_990,9909,late,high,25
It is located in the Dazwad district.,-20.852898,short,bert,7,4_1495,14959,late,high,21
The second Shi remained transferred to Pingzidi.,-64.430084,short,bert,7,5_565,5659,late,high,25
The second one seemed to flop onto the roof.,-22.040283,short,bert,7,6_980,9809,late,high,23
If only he had good reason to fear her.,-9.137626,short,bert,7,7_1495,14959,late,high,7
But damned if he wasn't just drunk.,-10.543959,short,bert,7,8_1895,18959,late,high,14
He moved his lips to taste her cheekbone.,-11.009748,short,bert,7,9_995,9959,late,high,23
'The other can take care of itself.',-12.13449,short,bert,8,0_1495,14959,late,high,26
Junk - nail - removal of dulling functions.,-51.429993,short,bert,8,1_1495,14959,late,high,6
He remembered the next conversation at the last moment.,-21.775139,short,bert,8,2_995,9959,late,high,22
The areas under consideration are North American climate regions.,-9.452766,short,bert,8,3_1670,16709,late,high,18
"One night, right now, he loved her.",-10.806612,short,bert,8,4_995,9959,late,high,7
A delivery girl with a Ted-friendly takeoff.,-44.164436,short,bert,8,5_1495,14959,late,high,19
His voice tapered off and he spoke finally.,-9.821169,short,bert,8,6_1490,14909,late,high,24
The aftermath of everything felt like an eternity ago.,-12.278902,short,bert,8,7_1995,19959,late,high,7
Snowflakes had shorn the windows completely.,-10.645503,short,bert,8,8_1495,14959,late,high,18
Her words had sailed right out of her mouth.,-15.694619,short,bert,9,0_985,9859,late,high,3
Voices rapped on the incremental door.,-11.338848,short,bert,9,1_1495,14959,late,high,13
Get all your money out and get me fed.,-21.569355,short,bert,9,2_1400,14009,late,high,17
"Oh my god, the hallway is on fire.",-9.112911,short,bert,9,3_1995,19959,late,high,8
I want you to go and take a walk.,-2.9748368,short,bert,9,4_1495,14959,late,high,2
"But then, she saw her suddenly turn around.",-25.028004,short,bert,9,5_1495,14959,late,high,3
"We both laughed, and I wrinkled my nose.",-1.3765044,short,bert,9,6_1985,19859,late,high,3
East fortifications map was located east of Burney.,-46.461052,short,bert,9,7_995,9959,late,high,24
I decided there were several ways to counter this.,-11.60005,short,bert,9,8_1175,11759,late,high,8
His chorus identity is sometimes named Quaxo.,-53.03568,short,bert,0,0_0,0,early,low,11
His chorus identity is even named Quaxo.,-50.097836,short,bert,0,9_0,1,early,low,19
