sample_id,sent_id,sentence,prob_1
609,2967200,"While the Spartans refrained from action themselves, some of their allies began to talk of revolt.",-35.04230880737305
610,274868,Buffer zones need to be put in to protect the stream habitats from runoff and siltation.,-26.790876388549805
611,2822526,The group enjoyed experimenting with different sounds to see which would be worth incorporating into the final product.,-26.749601364135742
613,887,"Daviess County Courthouse is a historic courthouse located at Gallatin, Daviess County, Missouri.",-1.6338253021240234
614,2049703,The proposed design changed the twin-engined Warwick wing for an elliptical wing with four Merlin engines.,-48.44810485839844
615,2989033,The span wing can be folded for ground transportation or storage and the wing tips are removable.,-22.758148193359375
616,1830164,Methods have been proposed to use the operational semantics of machine languages to automatically generate verification condition generators.,-45.036834716796875
617,3532025,Sir Bernard Ingham (born 21 June 1932) is a British journalist and former civil servant.,-29.64423942565918
618,580081,State Road 205 (NM 205) is a state highway in the US state of New Mexico.,-1.744072437286377
619,422969,One day a village child was attacked by a wild animal and the dog rushed to his aid.,-30.33868408203125
620,3285452,These subsystems may also have access control lists associated with them to control who may call them.,-45.55253219604492
621,243151,"However, in general, some primary solid also remains and a complex solubility equilibrium establishes.",-59.200504302978516
622,2166262,"The growth rate is rapid in the first year, then slows down as the fish age.",-15.29083251953125
623,25427,"""jj n° 2"" received a ""Best New Music"" designation from ""Pitchfork"".",-33.06610107421875
624,2149091,"However, research has shown that only 7% of all communications is directly related to verbal communications.",-34.43363571166992
625,2342296,Transactions can be made using a variety of contactless payment solutions including Google Pay and Apple Pay.,-16.41620635986328
626,856131,"Instead, the newspaper focused on opening its columns to various Polish organizations, unions, and societies.",-39.813507080078125
627,2553182,"Based on their research, ORN members publish papers in both academic and practitioner-oriented journals.",-21.75225067138672
628,2227050,"In July 2013, Death Grips launched ""Third Worlds"", an imprint label of Harvest Records.",-34.73138427734375
629,1820709,"Dexter Vex is arrested in America, alongside another Irishman, Caius Calavier.",-67.87704467773438
630,2621973,"In a great number of songs, guest musicians took part, adding mainly to the brass section.",-35.037445068359375
631,3213637,The 1985–86 Women's IHF Cup was the fifth edition of the competition.,-46.66300582885742
632,33078,"After his clerkship, Newton worked as a public defender in both the state and federal systems.",-19.927703857421875
633,1997296,Actors Bob Hoskins and John Leguizamo were ultimately cast as Mario and Luigi.,-8.836273193359375
634,1465393,"After wide local opposition, the freeway was removed from the Interstate System on August 22, 1969.",-34.819923400878906
635,2954492,The gender makeup of the town was 47.4% male and 52.6% female.,-1.7955799102783203
636,1694517,"The question of independence must be bound up with that of the proletarian socialist revolution.",-24.24187469482422
637,1907578,"The piece is mostly energetic and triumphant, but it includes a slower section containing a funeral march.",-44.96643829345703
638,307260,Stephanie Gray Chang is a Democratic politician from Michigan currently representing the 1st district of the Michigan Senate.,-36.36052322387695
639,1434066,He was also Inspector of Music to the Board of Education from 1928 until his retirement in 1942.,-32.37242126464844
640,1895720,Season three features the Jennings coping with the stress of preparing to reveal their true nature to Paige.,-54.47318649291992
641,2967348,"He was an international celebrity, with often as much interest in his personal life as his art.",-22.833017349243164
642,2312445,"She and other member Cochrane don't get on, which is obvious from the message forums.",-57.368804931640625
643,125300,They belonged to the Chahamana (Chauhan) clan of the Rajputs.,-11.808305740356445
644,231430,"They also have a much more muscular figure, and often have stronger metapsychic powers.",-22.691184997558594
646,1353609,"Since the late 1970s, batteries have been added to Skeletons to give them extra durability.",-23.15913200378418
647,3333910,"The Finale can be found on the More Amadeus soundtrack, conducted by Sir Neville Marriner.",-39.747161865234375
648,2384130,"Having fallen to 157th in the world rankings, Greaves was relegated from the tour in 1993.",-41.04783630371094
649,2020931,"Sam, who is tough and competitive, gets annoyed at Colleen because she is anxious and scared.",-35.88247299194336
650,2757866,"Susanna married John Hall, a respected physician, on 5 June 1607 in Holy Trinity Church.",-37.06919479370117
651,2535617,"Haggard, who worked a short time with Owens in 1962, suggested the group's name.",-30.167388916015625
652,776453,Octavio Paz defines Caeiro as 'everything that Pessoa is not and more'.,-39.31125259399414
653,1407889,He also holds an honorary doctorate from the Université du Québec à Montréal (UQAM).,-2.276024580001831
654,2664359,"She said, in part, ""We do not need state legislation to take care of children.",-27.22148323059082
655,2987222,"He kidnaps her, holds her captive, rapes her, and cuts out her tongue.",-8.81541919708252
656,2598677,"On 7 September 1912, Wells married Ellen Kilroy, the daughter of a publican.",-25.84735870361328
657,2447626,"This collection contains the actual A-side recording of the ""This Is Radio Clash"" single.",-48.32359313964844
658,1397911,He won the DDR Rundfahrt in 1976 and the Tour of Bulgaria in 1977.,-21.57613754272461
659,284770,"FK Jedinstvo is a Serbian football club based in Donja Mutnica, Serbia.",-14.882030487060547
660,2059481,"Nevertheless, he was caught up in the Great Purges as Trotsky's son.",-11.465240478515625
661,2084404,The Keystone XL pipeline was officially rejected by Secretary of State Kerry and President Obama in November 2015.,-38.1164436340332
662,2736747,He continued his study of conducting after graduating with the Austrian conductor Clemens Krauss in Vienna.,-19.714847564697266
663,2945956,Washington Township is served by the Dover Area School District which provides full day kindergarten through 12th grade.,-14.392646789550781
664,2535288,"Later, Oghuz went hunting and saw another mesmerizing girl inside a tree.",-45.541072845458984
665,926450,Ulsaß died on 18 June 1999 in Vienna from a stroke at the age of 58.,-42.40850067138672
666,2432114,"Boone County Airlines also had pilot training facilities for students, while also selling airplanes and servicing aircraft.",-50.383583068847656
667,334986,"Lacking mouths adapted for chewing or grasping, they were probably not predators or scavengers.",-31.391721725463867
668,3010293,He and Climo are the only two men to earn both an Open and Masters world title.,-39.21043014526367
669,2602356,"Anderson married Magdalen Smyth from Annables, Hertfordshire, daughter of Christopher Smyth and Margaret Hyde.",-58.386741638183594
670,808848,"In 1996, he received the Kenneth E. Iverson Award for Outstanding Contribution to APL.",-29.806110382080078
671,3173786,In response younger Fateh Singh said that they would make an army and continue preaching Sikh philosophy.,-59.80780029296875
672,3416368,"Thus, according to the Chinese government, Mainland China is divided into 104 jurisdictions, all dioceses.",-37.861549377441406
673,3525977,Tyrrell had a small but pivotal role to play in the establishment of the Australian Conservation Foundation.,-23.723285675048828
674,2182435,"In 2004, I-play developed and published a ""Rollerball"" game for mobile phones.",-22.587474822998047
675,3108405,"After the meeting however, Reinfeldt denied that any such list had been presented to him.",-24.32312774658203
676,1893356,A number of Scottish rivers have identical or very similar names which can be a source of confusion.,-14.321943283081055
677,362862,The game was played on 2 August 1997 and was a 2–0 win against QPR.,-47.30466842651367
678,2467095,The Tees Valley Wildlife Trust is a wildlife trust covering the Tees Valley area of England.,-3.6181485652923584
679,2297642,"She passes a large black bird with a golden head, the animal form of the Raven Lord.",-44.133628845214844
680,2649445,"Karthikeya Murthy is an Indian composer, singer-songwriter and music producer.",-6.741806507110596
681,2511504,"Sir Arthur Arnold died suddenly at his Kensington, London, home in May 1902, aged 68.",-29.70742416381836
682,232365,Nestor graduated from the Tallinn University of Technology in 1976 as a mechanical engineer specializing in motor transport.,-30.704008102416992
683,444318,"Magog is in a resort area, with shops and services catering to vacationers and tourists.",-25.968761444091797
684,2026708,"In 2015, the Zoo had offered discount Tuesdays at the cost of $10 for adults.",-49.973915100097656
685,422599,"It was later owned by internet pioneer Halsey Minor, who lost it in a bankruptcy sale.",-37.31305694580078
686,1896569,"As the minimum temperature requirement is , in temperate regions it must be grown under glass with heat.",-49.30356979370117
687,948182,"Lebanon and the northern terminus in McCandless Township, connecting to US 19 at both ends.",-27.234439849853516
688,2724927,SR 112 splits off to the northeast and passes through rural areas until it crosses into Turner County.,-20.044532775878906
689,1431621,"As a result, Kanwar Bikrama Singh was awarded an estate by the British Government.",-24.647262573242188
690,1392040,Dominic is looking for the owner when Kate Ramsay calls him and tells him he has her phone.,-46.337928771972656
691,2467781,"As a consequence, he decided to distribute his other boxers between his close associates, including Ramos.",-47.72749328613281
692,1810894,"The choice of genres was diverse, including detective fiction, historical fiction and autobiographies.",-17.782306671142578
693,2881714,Eberhard II was son of Count Ulrich III of Württemberg and Sofie of Pfirt.,-38.26499938964844
694,2766876,He has also made guest appearances on the Marc Riley and Phill Jupitus radio shows.,-16.21157455444336
695,2345070,Hatice Deniz Tekin (born 7 June 1997) is a Turkish musician and songwriter.,-24.468021392822266
696,2517419,"Moreover, Petri Nets can be used to model different software systems and transitions between these systems.",-28.475584030151367
697,3115442,"According to the 2004 census (INE), the municipality has a population of 32 inhabitants.",-5.763304233551025
698,698772,"For a time, Xbox 360 and PlayStation 3 versions of ""Spore"" were under consideration.",-13.883193969726562
699,938639,"They no-hit the Cincinnati Reds and the Los Angeles Dodgers the most, which occurred twice.",-17.547937393188477
700,2293913,"On 12 July 2016, a head-on collision between two passenger trains occurred near Corato.",-30.220422744750977
701,2704641,"In June 1915 Varèse introduced Cocteau to the foremost Cubist painter, Pablo Picasso.",-19.115703582763672
702,2715353,He has been expelled from INC for cross voting in Rajya Sabha Elections on 14 June 2016.,-32.17073059082031
703,2612874,"In January 1850, he returned to Western Australia to secure the titles to some of his land.",-29.98566436767578
704,2321599,"As an example, although DOS allows the ""pipe"" syntax, it employs this second approach.",-54.33012390136719
705,2239735,"After the band was signed to Hopeless Records in fall of 2012, the album was postponed indefinitely.",-14.302905082702637
706,1359129,The author begins from Mesopotamian times and then describes the exploits of Vasco da Gama.,-37.80854034423828
707,1118846,Castle Frank is a station on Line 2 Bloor–Danforth of the Toronto subway.,-50.36829376220703
708,390844,Duo members John and T.J. Osborne co-wrote the song with Craig Wiseman.,-37.91865158081055
709,2295100,"The state of Pennsylvania formed the ""School Reform Commission"" to oversee the troubled public school system.",-36.511390686035156
710,485295,"The man made a police report of the incident, and the police did not find the suspects.",-34.05284881591797
711,398683,"The inmates are finally off lock down, restless, yet happy, believing that Yvonne has escaped.",-58.88377380371094
713,110714,The screen displays the status of the powertrain and tells the driver to efficiently use the power.,-31.569564819335938
714,930566,Brooke Gallupe is the leader of the Canadian indie rock bands Immaculate Machine and Rugged Uncle.,-68.86878967285156
715,1717690,"In the aftermath, Alex is sentenced to life in prison and Jessica goes on to teach Medicine.",-30.520050048828125
716,3009913,"She said the songs she was given were not bad songs, they were just not for her.",-20.677610397338867
717,3349633,"In New Zealand it is possibly associated with ""Nothofagus truncata"".",-14.312353134155273
718,332887,There is no requirement that private applicators complete a written exam as part of their certification.,-19.086074829101562
719,2699806,It is a well-known tourist hiking spot and it is also known for its copper mines.,-18.129396438598633
720,775062,The accused drew salary for 10 years due to lack of efficiency in incompetent authorities.,-41.67146682739258
721,1950983,Sea Control Squadron 21 (VS-21) was an aviation unit of the United States Navy.,-21.986392974853516
722,1184087,"Her third studio album, ""Cedar + Gold"", was released on October 2, 2012.",-39.87408447265625
723,3292998,"""Cabezas"" should be literate in Spanish and have good moral character and property.",-15.882079124450684
724,3046535,The sailing took 17 hours to Stavanger; direct sailings to Bergen took 19 hours.,-31.26673126220703
725,3244532,Co-star Catherine Deneuve and others have described her performance as feeling rather than acting.,-18.21739959716797
726,759796,"When Rakai arrived in Buka however, his efforts to contact the men were reportedly unsuccessful.",-55.38807678222656
727,2376264,The album branding echoes the large LED obelisk used for visual effects during the live performance.,-52.96881866455078
728,2319149,"He released the single ""The Shining Path"" as an exclusive iTunes only download on 17 July.",-28.042083740234375
729,1500085,"In March 2012, Lynd Sports LLC, became a partial owner of the Talons.",-28.547636032104492
730,1697598,"Her running mate in 2004, Audrey Eu of the Civic Party, obtained 30,362.",-47.32089614868164
731,624777,Gene considered the comments and letters he received from guitar students all over the world his greatest assets.,-39.5537109375
732,75406,"He began refereeing at kids games, later moving up to junior high and high school games.",-29.796436309814453
733,2096215,A new post office named Hewsville was opened in the Bullards' store in 1881.,-56.03788757324219
735,1833585,"A second single from the album, ""All You Need Is Me"", followed in March.",-8.656049728393555
736,2557197,Madden told the group's manager to postpone all engagements and held an emergency band meeting.,-37.145423889160156
737,1335979,"In 1958, the Boy's House was burnt down in the early hours of the morning.",-15.408592224121094
738,1540128,"He tells her how he ended up on death row, revealed through a series of lengthy flashbacks.",-16.44439125061035
739,1303379,"In 2002, Hobbs released his second solo studio album ""Nasty Controversial & Unauthorized Part 1"".",-53.845699310302734
740,1694644,Antireflection coatings are typically effective for narrow ranges of frequency or angle of incidence.,-36.48963928222656
742,2190350,"PARC assembled a first-rate collection of research talent, especially in the area of computer science.",-45.850677490234375
743,2135790,"This camp is geared towards children with Type 1 Diabetes and their siblings, ages 6–12.",-52.894874572753906
744,63783,She studied from 1966 to 1967 at Harvard University under the direction of Professor John E. Murdoch.,-26.81670379638672
745,560663,"When he vacationed in the area in 1767, he noted how busy the town had become.",-24.941455841064453
746,2786040,The suspendees spun around in a circle like a mobile until finally resting in their coffins.,-54.357574462890625
747,352736,"In February 2020, it was announced that Towers would again make another appearance for the sweeps period.",-53.806663513183594
748,727401,He enlisted in the Royal Canadian Air Force during World War II and attained the rank of Sergeant.,-8.062679290771484
750,3324603,"Finally, the grid is distributed to different threads or processors for the parallel execution of the simulation.",-43.636146545410156
751,1151972,The band had not yet signed with Reprise and the club oversold the 125-capacity venue.,-39.15264129638672
752,1581386,"Kyle attempts to use Hal's ring to restart the Green Lantern Corps, with limited results.",-33.173377990722656
753,783222,It closed in 1960 with the closure of the railway beyond Lota and was demolished soon after.,-35.979339599609375
754,947531,"According to the Toronto Star, the Ambassador of Libya to Canada is on ""sick leave"".",-9.93200397491455
755,825684,On the left bank of the Elbe runs the track of the Dresden–Děčín railway.,-39.108787536621094
756,198096,"Since 1998, Arkady also plays alphorn, quite an unusual instrument for improvised music.",-39.39164352416992
757,2282151,"Five of his six swords were Elemental blades, each created from the rarest metals on earth.",-29.837446212768555
758,760544,"In some cases basic IDX services are free, and premium features are available for a fee.",-42.37763595581055
759,14273,The base remains in use by the PAVN as the Ho Chi Minh City Command.,-17.515615463256836
760,1434777,This is introduced to increase government efficiency with 264 government tasks to be attached to the new system.,-61.50168991088867
761,2527966,"In some states, municipalities are prohibited from annexing land not directly connected to their existing territory.",-23.718231201171875
762,3238850,"So I went back the next day, took myself out of it and rewrote it.",-17.841999053955078
763,2177876,It's a parade full of colour accompanied with the music of steel drums and local artists.,-56.49077224731445
764,3091710,Alexander Henry's journals indicated the post had 106 people (30 servants and their families).,-59.66987609863281
765,912196,"The British School, Kuala Lumpur was established in 2009 serving more than 500 students as of 2012.",-26.20126724243164
766,44277,Liv visits Aaron in prison and is angry to learn he on drugs and admits it to Robert.,-53.00518035888672
767,3519963,"Carbenes are classified as either singlets or triplets, depending upon their electronic structure.",-17.751556396484375
768,95091,"Males had a median income of $33,441 versus $23,764 for females.",-18.243053436279297
769,3290538,They create a burrow near the water as their den and easily adapt to other aquatic habitats.,-41.83149719238281
770,2897682,"The result was ""Chiaroscuro"", named for their love of the Italian culture.",-17.468868255615234
772,461245,"He opened up a three length lead, but Easy Goer again started closing down the stretch.",-30.94286346435547
773,3358787,"It is known from northern North America, Greenland, northern Russia, Scandinavia and northern central Europe.",-12.877501487731934
774,1345258,"The name ""xplico"" refers to the Latin verb explico and its significance.",-36.86017990112305
775,3370890,"Minister of Conservation Nick Smith described him as the ""father of marine conservation in New Zealand"".",-17.56390380859375
776,1200451,"The column is pale green with reddish flecks, long and about wide with narrow wings.",-37.00178527832031
777,2027538,"On the final arrival of the ""Australian Trader"" in Bell Bay the crew went on strike.",-44.32622528076172
778,1447929,Some organizations also allow their employees to make up time spent on religious activities out of contractual hours.,-43.49620819091797
779,1265,And even once she retired from office Mary Anderson continued to fight for the rights of working women.,-33.6273078918457
780,1991998,Oceana (minor planet designation: 224 Oceana) is an asteroid from the asteroid belt.,-16.974014282226562
781,2641036,"""Unannounced"" means the organization does not receive advanced notice of its survey date.",-42.019691467285156
782,55179,"It then reaches a wetland and turns south-southeast, flowing between Oak Ridge and Round Top.",-28.920759201049805
783,1887468,"Also, the AG may represent residential or small business consumers before the New Mexico Public Regulation Commission.",-55.08042526245117
784,763709,"After a series of naval victories, he is temporarily recognized by Rome's ruler Maximian.",-37.74759292602539
785,2364434,The path of the condyle is determined by the temporal bone and that cannot be changed.,-44.39014434814453
786,2889301,"In Ireland, various forms of English have been spoken since the Norman invasions of the 11th century.",-17.042768478393555
787,1490294,"Both Maeda and Furukawa bought lenses, chemicals and albumen paper through Rossier.",-50.784725189208984
788,2624356,"As with the original film, Patricia Cullen composed the score for ""Care Bears Movie II"".",-34.30862808227539
789,2405977,Development began in the eleventh century as the area was drained and parallel canals were dredged.,-29.182689666748047
790,2422027,"Francisco de León from the New York University Tandon School of Engineering, Brooklyn, New York.",-22.481014251708984
791,3025170,"""For Better, for Worse"" was adapted for the screen by William C. DeMille.",-6.516761302947998
792,3129879,"In the 1971 close season, Lees moved on to Darlington, also a Fourth Division club.",-19.61971092224121
793,1597894,Factories and mines were not the only places where child labour was prevalent in the early 20th century.,-9.83299446105957
794,753333,The chapel was designed by Esteban Jamete with a square plan and Plateresque decoration.,-24.001422882080078
795,2691865,"Absalom Wile's stepmother, Susannah Fiendel, lived to be 92.",-61.36166763305664
796,500118,"Pakistan defeated England in the final in front of 87,182 spectators at the Melbourne Cricket Ground.",-26.501155853271484
797,2638333,"Yamaha marketed TwinVQ as an alternative to MP3, but the format never became very popular.",-40.39776611328125
798,956161,"The forewings are ochreous white, while the basal half of the costal edge is ochreous fuscous.",-17.653324127197266
799,2724186,"Sikhs prostrate in front of Guru Granth Sahib, the holy scripture of the Sikhs.",-5.8541083335876465
800,671886,"However, he led at least one war party in 1741 where many Sioux were killed and captured.",-35.60322952270508
801,1508673,The Nanning–Hanoi through train shall cease service as per agreement between the two national operators.,-78.97907257080078
802,2715488,Welfare State International ceased operating on April Fools' Day 2006 after a performance at Ulverston.,-33.99100112915039
803,3162435,"Tiwa Savage and Wande Coal won the Best Male and Female Vocal Performance categories, respectively.",-40.55040740966797
804,3213964,"Examples include [RhC(CO)], and [RuC(CO)].",-15.131393432617188
805,1156040,The top two group winners receive the first and second seeds and a bye to the conference semifinals.,-15.666898727416992
806,224952,"The head of the firm, John Monaghan, was also the district attorney of the city.",-14.285735130310059
807,914573,Nada High School is well known for its severe entrance examination and superior education especially in sciences.,-42.17612075805664
808,2974051,Synthetic amylose made from cellulose has a well-controlled degree of polymerization.,-13.698761940002441
809,897876,"It was also released as ""Blonde Bait for the Murderer"" and ""The Blonde Connection"".",-37.35689926147461
810,2078243,Sinemorets is the name of a village and a cape on the Black Sea coast.,-22.714275360107422
811,2615831,"In the novelization, the description of the artifact does not match what appears in the film.",-15.659835815429688
812,817889,"Thereafter he concentrated on GT racing, at the wheel of a Chrysler Viper GTS-R.",-24.20891571044922
813,1201383,Metatrichia bulbosa is a species of window flies in the family Scenopinidae.,-50.33268356323242
814,715716,The nuance of infinite shelf space opened up economic opportunity for independent record labels around the world.,-42.76653289794922
815,2363101,"According to police, the thieves must have been very small in order to fit through the hole.",-25.58050537109375
816,2661310,"In 1982, he was elected a member of the International Collegium ORL-AS.",-29.87474822998047
817,1913579,"As of 2015, Ex Libris served 43 of the 50 top universities in the world.",-25.769079208374023
818,1129753,"On 24 November 2008, Todd joined Northampton Town of League One on loan until 3 January 2009.",-24.973407745361328
819,48265,He tries to escape when he is intercepted outside the building by a man with a pig mask.,-31.72792625427246
820,1208643,"He retired from teaching in 1956 and died in 1962 at age 88 in Short Beach, Connecticut.",-35.7111930847168
821,3369278,She was active in and served as president of the Philadelphia Operatic Society for a number of years.,-14.640607833862305
822,646935,Her photo (known as Lenna) is often used in the field of digital image processing.,-36.01752471923828
823,3305011,"Due to restrictions owing to coronavirus, the museum has beeen closed since 27th March 2020.",-103.90924835205078
824,371414,He earned first-team all-state honors in his senior season at Lake Gibson High School.,-13.846263885498047
825,3483041,"The Copou Park or Copou Gardens is the oldest public park in Iaşi, Romania.",-5.407297134399414
826,870127,This went against the stipulations of language laws and lead to their non-appointment.,-40.79657745361328
827,3381000,"and ""Number one shakib khan"" is one of the popular film song of 2010.",-34.76539993286133
828,1279458,NGOs have been accused of using misinformation in their campaigns out of self-interest.,-11.105240821838379
829,2824432,He also studied Iran's forestry problem while working to improve Iran's Department of Agriculture.,-30.359844207763672
831,291410,The glazing in these features and in most other openings throughout the building is arctic glass.,-42.07275390625
832,953536,"Quartz Lake is located in Glacier National Park, in the U. S. state of Montana.",-10.159981727600098
833,2698516,"She next appeared in the soap opera ""Inikah Rasanya"" (2003).",-43.27384948730469
834,2736435,"Following his brother James who earlier migrated to Australia, Charles arrived in Melbourne on 2 June 1849.",-43.352840423583984
835,2954125,The population density was 216.5 people per square mile (83.5/km²).,-6.282524108886719
836,2674868,"San Jose, California's first city, has one of the oldest newspapers in the state.",-17.48501968383789
837,3183854,"So, please come check us out in the remaining months on our little trip around the globe.",-46.035491943359375
838,574251,"After playing in three games, Walker and teammate Austin Wagner were re-assigned to the AHL.",-35.577049255371094
839,705864,"On April 27, 1916, Gimnasia faced Estudiantes for the first time.",-21.310943603515625
840,3519443,"On sandy soils, black oak (""Quercus velutina"") predominated.",-14.3605318069458
841,458639,It was said that the acquisition cost approximately $1.4 billion from a group of shareholders.,-26.937475204467773
842,1289567,None of these films were successful at the box office and Niven's career was struggling.,-10.485583305358887
843,1982216,It is named for Charles Brown Sears and occupies six floors in the center of the Law School.,-36.845977783203125
844,2186413,"Bassist Phil Lesh, also of the Grateful Dead, sat in with the band that summer.",-9.990796089172363
845,3468731,"On June 12, the volcano’s first spectacular eruption sent an ash column into the atmosphere.",-66.71221923828125
846,2614207,A colonia was the residence of retired legionaries and enjoyed the highest status in the Empire.,-23.20044708251953
847,3103702,The carapace is shiny dark brown and elongated and the legs are pale brown with darker ringing.,-37.044803619384766
848,3172174,"She became the first Singaporean to be featured in ""Playboy Thailand"" magazine in October 2013.",-26.362228393554688
849,2712829,"Albert Gazier died on 2 March 1997 in Vanves, Hauts-de-Seine.",-42.77579116821289
850,289610,A maximum of two guide runners per an athlete were allowed for the T11 and 12 classes.,-44.23927688598633
852,607161,The original form of the Kaşık Havası was popular in Antalya .,-23.028837203979492
853,1555909,Doctor Doom magically restores Latveria and the revived Dark Avengers head back to America.,-31.123546600341797
854,471931,The locations mentioned in these inscriptions have been identified with areas around present-day Jodhpur.,-12.163686752319336
855,2708070,In 1993 he became the head of the Economics desk at Nezavisimaya Gazeta.,-27.964656829833984
856,63568,Fong commented that the experience was very painful and said Humphrey should have been selected to compete.,-46.49634552001953
857,972937,"Lippy and Slug, a pair of thugs, arrive to collect the IOU from Fred.",-45.161102294921875
858,3470277,"However, he called Nick Kang ""quite easily the most annoying new character in video games.""",-39.48750686645508
859,3501118,"He and his pastry chef create desserts with chocolate, liquorice and all kinds of fruits.",-25.45825958251953
860,1015527,"KLCX (106.9 FM) is a radio station licensed to Pueblo, Colorado.",-15.802284240722656
861,3281121,"Korfball is a fast paced mixed gender team sport, with similarities to netball and basketball.",-11.743814468383789
862,2374924,"Witnesses were required to give evidence of the subject's date of birth, or christening.",-18.21056365966797
863,997488,"The first takes place in a theatre, and typically involves the theatre's permanent fly system.",-46.347877502441406
864,573067,State Road 88 (NM 88) is a state highway in the US state of New Mexico.,-1.8547476530075073
866,1262860,"Again, the winners would form a team and take part in the next round representing their city.",-28.805150985717773
867,1594769,"Even though being bred more frequently, the Polish Tatra Sheepdog is a very rare breed.",-17.726314544677734
868,1113638,These individuals tended to be citizens who had influential contacts and whose good conduct was guaranteed by them.,-32.51250457763672
869,3048328,"The death toll is also uncertain, with most sources indicating between 800 and 1,000 deaths.",-15.918572425842285
870,2028926,"At or near this ratio, the combustion process produces the best balance between power and low emissions.",-36.30790710449219
871,573693,"After the season, he was assigned to the Scottsdale Scorpions of the Arizona Fall League.",-2.2953925132751465
873,2875734,"""Battleship Chains"" is a song written by Terry Anderson and recorded by his band The Woods.",-47.883148193359375
874,1673293,"The school is named after Merrol N. Hyde, a local resident and Sumner County Commissioner.",-47.44850158691406
875,248289,Asparagine usually enters the citric acid cycle in humans as oxaloacetate.,-9.541655540466309
876,2269149,"French toast is a dish made of sliced bread soaked in eggs and typically milk, then fried.",-47.14219665527344
877,2775329,She later took a job at the banking department of the Commonwealth of Massachusetts in the early 1950s.,-22.96541404724121
878,1536944,"Dyson took out a summons against Peace, and moved to a different suburb, Banner Cross.",-66.1086196899414
879,3418763,The marriage took place on 28 August 1857 at the Chapel of the Winter Palace in Saint Petersburg.,-24.447132110595703
880,3398044,With his legal background he was a major influence on the first Danish Nature Conservation Act of 1917.,-33.8421630859375
881,1170384,"In May 2002, AME Info entered into a significant marketing tie-up with CNN International.",-47.175785064697266
882,2105663,Mérimée had the tapestries inscribed in the list of monuments and arranged for their conservation.,-25.874784469604492
883,1857522,"He starred in ""Bob & Carol & Ted & Alice"" in 1969, with Natalie Wood.",-30.402015686035156
884,2496953,"After a short run in New York City, it played on TV and DVD in the US.",-21.03638458251953
885,2296926,Olanchito is a town and municipality in the Honduran department of Yoro.,-10.560946464538574
886,256917,"Moyse himself had enjoyed considerable popularity between the wars, although not on a truly international scale.",-27.849979400634766
887,78002,The works that were exhibited at the time documented the history of the city and of the region.,-23.35901641845703
888,2448239,"The platform was promoted through mass rallies, soon becoming a popular movement, later called Croatian Spring.",-40.77870559692383
889,996599,This challenge suggests architects and planners design solutions that can function without pollution rather than just reducing pollution.,-37.738929748535156
890,925456,"It also sets out the duties of the National Round Table on the Environment and the Economy.""",-26.651330947875977
891,1679918,The small Macedonian areas of Golo Brdo and Mala Prespa were included in Albania.,-31.443958282470703
892,3335826,"Plato pleaded with Archytas, who persuaded Tarentum to send a vessel for him.",-31.98828125
893,234947,"""Truculent"" was then sold to be broken up for scrap on 8 May 1950.",-19.924510955810547
894,1611142,"The population was 1,044 at the 2010 census, up from 990 in 2000.",-14.52998161315918
895,888822,"This track contains a sample of TLC's hit ""Baby, Baby, Baby"".",-10.881508827209473
896,2265,Two patrols from Barger's regiment became pinned down by heavy rifle and machine gun fire.,-35.48122787475586
897,443217,Reproduction occurs through ovoviviparity in which males brood eggs before giving live birth.,-20.51329803466797
898,2420663,"It is found in the Democratic Republic of the Congo (West Kasai, Katanga).",-5.227817058563232
900,2319660,"As far as being secretive, it issues annual reports and allows access to its historical archives.",-38.144432067871094
901,1148152,"It can be found in shallow, nearshore marine environments between 0 and 1m in depth.",-20.666040420532227
903,1482676,"Colonies fragment if the breeding female dies, with most surviving members dispersing to new locations.",-38.82535171508789
904,3351319,"In East Berlin, a majority of 74.62% voted against the introduction of religious education.",-26.866498947143555
905,804651,In 1884 Mormon missionaries came to Hawke's Bay and his wife was receptive to them.,-18.340267181396484
906,2822037,"In 1976, she also became the first American athlete to win three medals at one Winter Olympics.",-24.82828140258789
907,1033438,"For this action, he was awarded the Medal of Honor two months later, on October 10.",-14.801969528198242
908,3419286,"The eyes are widely separated and located laterally, slightly behind the anterior bulge of the head.",-30.40186309814453
909,1167489,"Syrah, Carignan and Grenache are common grapes in the appellation.",-7.079197883605957
910,1630648,"Males had a median income of $23,889 versus $23,125 for females.",-19.184419631958008
911,689812,The band adopted the new name and released their first album as the Viking Jazz Band in 1958.,-36.01923370361328
912,830529,The Savage Volunteer Fire Company was founded in 1937 with a station at Savage-Guilford Road.,-23.44774627685547
913,3534064,"The population in 2011 was 3,775, in an area of 15.62 km².",-18.01886749267578
914,3276819,"It was known as Felix Romuliana, named after the Emperor's mother Romula.",-30.56022834777832
915,2474717,"In 1963 Drainie played Professor Hunter in the classic Walt Disney film ""The Incredible Journey"".",-40.20174789428711
916,1440132,We did not know until this morning's conference with Head Coach Robertson just who would run.,-36.16059494018555
917,3401548,Now it is in an urn in the Priuli chapel of the church of St Francis.,-23.771034240722656
918,2649348,"He is also a free-kick specialist and the goal that he scored today was beautiful"".",-28.01789665222168
920,1454150,"On June 5, 2012 Stovall returned to the Lions signing a one-year deal.",-20.432300567626953
921,496930,The building was opened by Manchester City Council in 1973 as a purpose-built adult education college.,-20.42571449279785
