sample_id,sent_id,sentence,prob_1
968,1410476,"""The Carroll News"" was founded in 1925.",-33.86767578125
970,117818,He is the son of actor Manuel Landeta.,-24.852802276611328
971,1741015,No field army forces were assigned to the sector.,-26.714004516601562
972,1822282,CIRM eventually got underway and began awarding grants.,-26.30946922302246
973,933718,The team folded with the league after two seasons.,-8.652454376220703
974,942599,It was not rediscovered until as recently as 1997.,-18.371047973632812
976,419916,Green updates to existing units can improve health outcomes.,-31.865352630615234
977,1780288,"It is known from New South Wales, Australia.",-0.011336351744830608
979,202018,The colors are the subject matter in his works.,-17.096837997436523
980,1232630,See also the 'Philweb' listing.,-20.706344604492188
981,1237833,The carvings lie within the Pyramid Lake Indian Reservation.,-22.52701187133789
982,429565,He was an early follower of the prophet Mohammed.,-6.113924026489258
983,962826,They were then lowered to a waiting boat below.,-18.951271057128906
984,271012,The locomotive was initially used on the Bergen Line.,-11.43122673034668
985,252928,It was described by Stephan von Breuning in 1970.,-3.1364848613739014
986,951325,The place is important because of its aesthetic significance.,-0.08199314773082733
987,760246,The ceremony was recreated for photographers the following morning.,-38.340599060058594
988,1216574,"The best known was originally entitled ""Hark!",-22.84996795654297
989,1217354,"Also, provide Switzerland and Piedmont for multiplayer game.",-46.657432556152344
990,743593,Another crossing is from Isane to Stårheim.,-40.15741729736328
992,74111,They mostly date from the 7th and 8th centuries.,-4.454162120819092
993,128492,The last refugee camps were closed in May 1938.,-27.80274200439453
994,216449,"It has 21 verses, each of eight lines.",-12.643796920776367
995,1421311,Such strongly audible ideals required an equally audible medium.,-51.11023712158203
996,1784236,The prize is considered the most comprehensive communication contest.,-28.481447219848633
997,72043,He attended Kaduna Capital School in 1974.,-36.01456069946289
998,446880,The following new records were set during this competition.,-2.0533154010772705
999,150452,In 1910 he became Rector of Inverness Royal Academy.,-28.90845489501953
