sentence,sent_length,source,sentence_num,id,step,phase,prob_class,prob,.folds
a number of such titles are provocative or highly controversial titles and still carry a measure of popularity.,medium,bert,8,2_13,256,early,high,-32.272408,8
"notified climate warning program for the mid - atlantic / caribbean region, department of science and technology.",medium,bert,8,6_26,512,early,high,-38.319695,1
this species is native to the indo - pacific and indian oceans with the range restricted to japan.,medium,bert,8,6_52,999,early,high,-9.615677,30
he was given an envelope and told to write his name in pencil on the back of it.,medium,bert,9,0_0,0,early,high,-9.284489,9
he was given an envelope and told to write his name in pencil on the back of it.,medium,bert,9,1_0,1,early,high,-9.284487,22
he was given an envelope and told to write his name in pencil on the back of it.,medium,bert,9,1_0,2,early,high,-9.284487,14
he was given an envelope and instructed to write his name in pencil on the back of it.,medium,bert,9,2_0,4,early,high,-10.652243,18
he was given an envelope and had to write his name in pencil on the back of it.,medium,bert,9,0_0,8,early,high,-13.22798,11
paige was given an envelope and asked to write his name in pencil on the back of it.,medium,bert,9,7_0,16,early,high,-20.3037,8
she was handed an envelope and began to write her name and writing on the end of it.,medium,bert,9,3_1,32,early,high,-23.848833,28
he was holding an envelope and trying to put her name in italics on the back of it.,medium,bert,9,0_3,64,early,high,-15.903164,6
"amelia was wearing her apron, trying to cast a senseless spell on the end of it.",medium,bert,9,0_6,128,early,high,-25.05055,26
he ignored the air attack and started to fire it in wide arcs on each side of him.,medium,bert,9,4_13,256,early,high,-25.710323,30
"he raced to the obstacle course where we were playing beach volleyball, where our pool was covered.",medium,bert,9,7_26,512,early,high,-37.656082,13
i rolled onto my back and tried to move my hips to avoid letting his fingers pleasure me.,medium,bert,9,2_52,999,early,high,-16.148064,17
A date will now be 1 Day in 2018 ,short,lstm,1,0_0,0,none,none,NA,28
There are several Thai or Indians locations from Hong Kong ,short,lstm,2,0_0,0,none,none,NA,5
"There, with more than 6,000 specimens present within Europe ",short,lstm,3,0_0,0,none,none,NA,21
It is becoming a national identity for many purposes ,short,lstm,4,0_0,0,none,none,NA,9
It continued towards the beginning of the 20th century ,short,lstm,5,0_0,0,none,none,NA,2
There was a need for a public health insurance policy ,short,lstm,6,0_0,0,none,none,NA,10
"His designs, which were similar to his originals ",short,lstm,7,0_0,0,none,none,NA,10
There was little change in the shape of the system ,short,lstm,8,0_0,0,none,none,NA,7
Her father's day the ground it had been at ,short,lstm,9,0_0,0,none,none,NA,8
It has become more serious among scholars than do it ,short,lstm,10,0_0,0,none,none,NA,4
My only chance of being people not at all ,short,lstm,11,0_0,0,none,none,NA,6
My freedoms and put the North Shore in place ,short,lstm,12,0_0,0,none,none,NA,12
His political understanding which to operate for MS-DOS's sake ,short,lstm,13,0_0,0,none,none,NA,22
It was decided at the head of a bun ,short,lstm,14,0_0,0,none,none,NA,27
In connection with and this interest is to be influential ,short,lstm,15,0_0,0,none,none,NA,6
"My, the historical significance of my friend's happiness ",short,lstm,16,0_0,0,none,none,NA,18
A day of ecclesiastical respect as well as Lutheran pride ,short,lstm,17,0_0,0,none,none,NA,6
It was opened by an estimated 6 million residents ,short,lstm,18,0_0,0,none,none,NA,23
There was also a light race from other sites ,short,lstm,19,0_0,0,none,none,NA,13
"It may be the ""penultimate"" episode in progress ",short,lstm,20,0_0,0,none,none,NA,21
The Derby from the beginning of the preceding season ,short,lstm,21,0_0,0,none,none,NA,10
The others which weren't assigned to this pistol ,short,lstm,22,0_0,0,none,none,NA,9
Her failed passion for both moral and physical well-being ,short,lstm,23,0_0,0,none,none,NA,27
A second share of the crew in that service ,short,lstm,24,0_0,0,none,none,NA,20
It often had no effect on address the public embarrassment ,short,lstm,25,0_0,0,none,none,NA,7
The Gestapo as a means to avoid being trapped ,short,lstm,26,0_0,0,none,none,NA,16
A passion for guns on his front of the society ,short,lstm,27,0_0,0,none,none,NA,2
My thoughts regarding how to work for the children ,short,lstm,28,0_0,0,none,none,NA,29
It should be proper (139 years away) ,short,lstm,29,0_0,0,none,none,NA,9
There was an Italian party possible to do the project ,short,lstm,30,0_0,0,none,none,NA,22
There is evidence that little damage in this region remains ,short,lstm,31,0_0,0,none,none,NA,2
His part will be taken to have his name built ,short,lstm,32,0_0,0,none,none,NA,21
It is abundantly available for trade in searching for it ,short,lstm,33,0_0,0,none,none,NA,30
There is no current (Council of State) ,short,lstm,34,0_0,0,none,none,NA,12
In Jerusalem that were also once a major industrial unit ,short,lstm,35,0_0,0,none,none,NA,24
It faces serious doubts about the purpose of democracy ,short,lstm,36,0_0,0,none,none,NA,29
It openly bridged the union party's Labour Party ,short,lstm,37,0_0,0,none,none,NA,11
A refrigerant and gave it Godzilla a different name ,short,lstm,38,0_0,0,none,none,NA,16
"There is one small room, and there are two ",short,lstm,39,0_0,0,none,none,NA,28
The claims of the Holy See to prove his problems ,short,lstm,40,0_0,0,none,none,NA,24
There was not long enough governing right for fair election ,short,lstm,41,0_0,0,none,none,NA,19
It contributed his representations of [ some Muslim reliefs ] ,short,lstm,42,0_0,0,none,none,NA,8
"His troops, as David Bowie first sang him ",short,lstm,43,0_0,0,none,none,NA,8
It is not a success but rather for small race ,short,lstm,44,0_0,0,none,none,NA,8
In heir to the Sovereign Military Order of Malta ,short,lstm,45,0_0,0,none,none,NA,26
"A day away in the morning, but still humorous ",short,lstm,46,0_0,0,none,none,NA,5
The main and private power for the player and mentor ,short,lstm,47,0_0,0,none,none,NA,23
"Her braid, people were turned free to take gold ",short,lstm,48,0_0,0,none,none,NA,2
It would not be in effect during this period ,short,lstm,49,0_0,0,none,none,NA,27
My next and what he's going to and not ,short,lstm,50,0_0,0,none,none,NA,4
the revelations show responses sued reversal mode hatch though situation epoch,short,ngram,1,0_0,0,none,none,NA,1
lived experiences available lazio track position back verandah trim levels bed,short,ngram,2,0_0,0,none,none,NA,9
the deportation order revoked town line rd exit no origin story,short,ngram,3,0_0,0,none,none,NA,9
sibling s words brooke jump racing pattern committee etc car robbery,short,ngram,4,0_0,0,none,none,NA,2
been there before him afterwards lacking constraint parameter etc cottage industries,short,ngram,5,0_0,0,none,none,NA,19
he led no tomorrow legacy begins canal defenses editions phi kappa,short,ngram,6,0_0,0,none,none,NA,7
the men slept upstairs bedrooms bathroom blocks together sting failed repeatedly,short,ngram,7,0_0,0,none,none,NA,24
his assets confiscated lords o carroll barrister bandwidth used band I,short,ngram,8,0_0,0,none,none,NA,15
it holds water tower measures argentina succeeding assignment errors stating discoveries,short,ngram,9,0_0,0,none,none,NA,27
not marketed dissolve superstructure river mill workers union and diagnostic results,short,ngram,10,0_0,0,none,none,NA,1
born in la rochelle france nonexistent varies significantly harder style smart,short,ngram,11,0_0,0,none,none,NA,25
his testimony richardson said funds raised immediately afterwards wagner leaves disappointed,short,ngram,12,0_0,0,none,none,NA,11
both are popular activities across europe films netball competition rules arrangement,short,ngram,13,0_0,0,none,none,NA,4
the itunes release of objection inadequate accounting records cd release production,short,ngram,14,0_0,0,none,none,NA,3
obviously skin condition suits me record that year were rectangular structures,short,ngram,15,0_0,0,none,none,NA,19
subsequently bernstein model organism database project manor stood outside it themselves,short,ngram,16,0_0,0,none,none,NA,9
tenor solos riga house exhibit tide album curve disabilities teaching art,short,ngram,17,0_0,0,none,none,NA,27
also smaller bottles commodities by me again respectively middlesbrough fc issues,short,ngram,18,0_0,0,none,none,NA,15
having pink color system unconstitutional deacon member libraries existed here earlier,short,ngram,19,0_0,0,none,none,NA,27
she assumed leadership roles again move the island country club instead,short,ngram,20,0_0,0,none,none,NA,25
the institute began hosting surname material used fires todd clade estate,short,ngram,21,0_0,0,none,none,NA,3
these levels are single storey building noticeably more broadly validity bored,short,ngram,22,0_0,0,none,none,NA,22
prize finalist round spots therapies sculptures survive elsewhere consecrated ground operation,short,ngram,23,0_0,0,none,none,NA,14
their vessel supplies consolidated appeals committee hearing loss behest settlement company,short,ngram,24,0_0,0,none,none,NA,11
the outdoors airship ferdinand kingsley michigan state police officers followed him,short,ngram,25,0_0,0,none,none,NA,5
the cap theorem dummy for routines combination post office opened there,short,ngram,26,0_0,0,none,none,NA,23
collectors item code generation modules include park virginia b minor austriahungary,short,ngram,27,0_0,0,none,none,NA,14
after graduating md reilly baseball card openings reclaim advantage when realization,short,ngram,28,0_0,0,none,none,NA,22
he mixes between populations wavelengths practitioners of larry smith priest holmes,short,ngram,29,0_0,0,none,none,NA,28
the thoroughly chest etc rossi footballer refit periods emigrants overseas brands,short,ngram,30,0_0,0,none,none,NA,13
the plot follows suit jackets over city hall schooling school project,short,ngram,31,0_0,0,none,none,NA,20
the skeletons gives willow grove pennsylvania native interviewed farmers families treatment,short,ngram,32,0_0,0,none,none,NA,30
the dare program knight life position in england ship phoenix arrives,short,ngram,33,0_0,0,none,none,NA,4
saudi arabian cities topping ti se ferguson sr proteins villages flaws,short,ngram,34,0_0,0,none,none,NA,16
a disappointed death itself stating death threat letter pulses etc etc,short,ngram,35,0_0,0,none,none,NA,11
center theater production line etc to have clarke back iraq war,short,ngram,36,0_0,0,none,none,NA,10
the trump organization bid life endure it thrust territory lime supermarket,short,ngram,37,0_0,0,none,none,NA,30
the sudan government arrested her blessing see below is obscure songs,short,ngram,38,0_0,0,none,none,NA,1
sir robert sic gender reversal stocks acceptance killing jones martin include,short,ngram,39,0_0,0,none,none,NA,25
this expressway section disadvantages include south road west road east road,short,ngram,40,0_0,0,none,none,NA,6
promotional consideration of plans clarify here varieties ie heart attack instead,short,ngram,41,0_0,0,none,none,NA,30
the instead capabilities increased traffic volume one compilation album eleven races,short,ngram,42,0_0,0,none,none,NA,3
she refuses him off tom waits offshore platforms windows representing ancient,short,ngram,43,0_0,0,none,none,NA,17
voter tea plantations largely submerged continent hay creek rd bengal renaissance,short,ngram,44,0_0,0,none,none,NA,25
lucy chemotherapy gymnast wakefield azure laptop computers ltd bonnie restart explains,short,ngram,45,0_0,0,none,none,NA,13
the draw pile driver visibility problems ie depression slopes fall asleep,short,ngram,46,0_0,0,none,none,NA,13
she joined him later on and shows joe destinations is unconstitutional,short,ngram,47,0_0,0,none,none,NA,15
the river crossing equipment solutions inc capacities needed cash loan servicing,short,ngram,48,0_0,0,none,none,NA,5
the youthful hope beyond parliament overnight guests participate in tnt song,short,ngram,49,0_0,0,none,none,NA,17
he joined road ground sheet inhibition kernel does exist is free,short,ngram,50,0_0,0,none,none,NA,3
the feather fell on the ground and rolled off.,short,bert,0,0_995,9959,late,low,-22.411825,6
the buccaneers would fold after concluding the 1992 season.,short,bert,0,1_1955,19559,late,low,-14.443109,2
my pulse quickened as it all made sense.,short,bert,0,2_1985,19859,late,low,-5.39089,11
they were at the ready for reprisals.,short,bert,0,3_985,9859,late,low,-2.0155647,16
malon bujzer won the first election.,short,bert,0,4_1995,19959,late,low,-42.351715,30
the road heads in both directions to the southeast.,short,bert,0,5_995,9959,late,low,-6.4577837,20
you're supposed to always fight this battle.,short,bert,0,6_995,9959,late,low,-11.826168,15
opposite of ra was a short vestibule.,short,bert,0,7_1495,14959,late,low,-27.716022,8
"he squeezed her hand, already streaming with tears.",short,bert,0,8_1495,14959,late,low,-16.314104,24
it is surrounded by amsterdam streets at street level.,short,bert,0,9_995,9959,late,low,-16.85443,20
"i will never leave you, zuzana.",short,bert,1,0_1495,14959,late,low,-1.5494771,24
the two then debate whether are looking to win.,short,bert,1,1_995,9959,late,low,-26.115837,18
a girl came up behind us as we approached.,short,bert,1,2_985,9859,late,low,-9.056072,15
i set him down and let him tease me.,short,bert,1,3_1995,19959,late,low,-14.443167,8
the facility is free of charge for undergraduate classes.,short,bert,1,4_865,8659,late,low,-11.625506,25
take care of her when she's asleep.,short,bert,1,5_1995,19959,late,low,-4.717477,13
there was nothing mixing the iris off of him.,short,bert,1,6_1995,19959,late,low,-36.74575,6
unfailingly he wanted to kill me.,short,bert,1,7_1495,14959,late,low,-5.19236,29
"i flexed my fingers, making him writhe.",short,bert,1,8_1495,14959,late,low,-5.0838037,7
""" i know, "" she told me quietly.",short,bert,1,9_985,9859,late,low,-6.981559,22
"his wife, susan, shook hands with him.",short,bert,2,0_1490,14909,late,low,-5.554742,4
"rob laughed, the sound making my breath catch.",short,bert,2,1_995,9959,late,low,-9.2168455,7
it was the safest place in the world.,short,bert,2,2_1995,19959,late,low,-0.8844212,1
sebastian pulled me against him with a protective gesture.,short,bert,2,3_1995,19959,late,low,-20.453949,19
my return is a fringe theatre company by ctv.,short,bert,2,4_1495,14959,late,low,-38.30596,1
it dates from the late 17th or 18th centuries.,short,bert,2,5_1495,14959,late,low,-6.9752054,12
she wore black stilettos and white socks.,short,bert,2,6_1495,14959,late,low,-4.883674,9
meridian is located to the district's west.,short,bert,2,7_1410,14109,late,low,-14.074198,22
"most of all, there were no further maps.",short,bert,2,8_1995,19959,late,low,-16.459087,13
the deal would encourage an increase in economic globalization.,short,bert,2,9_1990,19909,late,low,-15.812647,21
the other is in glastonbury park.,short,bert,3,0_995,9959,late,low,-6.553069,7
not before the gorse king would ring her.,short,bert,3,1_1995,19959,late,low,-20.538765,17
"during the battle, merriman was wounded.",short,bert,3,2_1995,19959,late,low,-2.9536467,21
there were chandeliers hanging from the ceiling.,short,bert,3,3_1995,19959,late,low,-0.3681153,2
he is currently the mendocino county attorney.,short,bert,3,4_1995,19959,late,low,-3.6211572,6
at the same time it made me feel guilty.,short,bert,3,5_965,9659,late,low,-4.0890775,17
""" let me help you, "" he whispered.",short,bert,3,6_1495,14959,late,low,-4.8785324,21
a laugh - but there was more to it.,short,bert,3,7_1495,14959,late,low,-10.142575,25
its length is 8 kilometres ( 5 mi ).,short,bert,3,8_995,9959,late,low,-0.6146105,19
mark caldwell ( born 1983 ) is an actor.,short,bert,3,9_995,9959,late,low,-18.376175,21
the coast was clear for the next few days.,short,bert,4,0_1995,19959,late,low,-2.3275242,10
over the years it has become a popular monument.,short,bert,4,1_995,9959,late,low,-15.169088,6
one of alerac's dark eyes tightened.,short,bert,4,2_1495,14959,late,low,-8.212477,26
this was all about irreparable pain.,short,bert,4,3_1495,14959,late,low,-6.064426,27
""" fine, it's just a drill.",short,bert,4,4_995,9959,late,low,-14.583727,8
entrapment can provoke personal gravitas.,short,bert,4,5_1995,19959,late,low,-10.859991,1
it takes place in madagascar every year without interruption.,short,bert,4,6_1995,19959,late,low,-9.982229,5
to use torture was an unsettling experience.,short,bert,4,7_995,9959,late,low,-14.461672,9
the confused wearente7 was bewildered as joy.,short,bert,4,8_900,9009,late,low,-63.38521,28
she settled herself against him and he enjoyed it.,short,bert,4,9_1995,19959,late,low,-10.611806,25
there is graze fodder in april.,short,bert,5,0_1995,19959,late,high,-8.733357,16
her finger slid into his cleft in answer.,short,bert,5,1_1995,19959,late,high,-8.907226,27
he needed to know that she's safe.,short,bert,5,2_1485,14859,late,high,-6.3805513,25
his voice is low and unintelligible.,short,bert,5,3_1495,14959,late,high,-3.1760635,24
"henceforth, he's unwilling of anything.",short,bert,5,4_1470,14709,late,high,-14.521791,22
"'gun,'she says with a smile.",short,bert,5,6_1485,14859,late,high,-17.857067,2
the court also similarly repudiated 50 thoughts.,short,bert,5,7_1995,19959,late,high,-34.92588,7
underneath it was her job to see for herself.,short,bert,5,8_1495,14959,late,high,-16.62015,28
the song was released as a single to radio.,short,bert,5,9_995,9959,late,high,-1.81975,10
students also worked well and thrive in other fields.,short,bert,6,0_1995,19959,late,high,-39.49212,5
i was hurt that she'd pushed me.,short,bert,6,1_1995,19959,late,high,-9.124864,24
tanner and himself bonding the first of the fifteen.,short,bert,6,2_1995,19959,late,high,-52.261547,17
cut straight through the grass and the muck.,short,bert,6,3_1495,14959,late,high,-6.186846,29
this plant is a cultivar of puerto rico.,short,bert,6,4_1490,14909,late,high,-2.601064,1
"the type locality is potosi, coast bolivia.",short,bert,6,5_1995,19959,late,high,-20.462906,30
he holds out his hand and i take it.,short,bert,6,6_1995,19959,late,high,-0.45560372,20
there were somewhere more than ten or fifteen points.,short,bert,6,7_1495,14959,late,high,-21.595463,11
"him whispers in my ear, flimsy.",short,bert,6,8_995,9959,late,high,-10.898414,13
"reaching out, she kissed him on the lips.",short,bert,6,9_1995,19959,late,high,-3.1538186,28
there will soon be only masses of survivors left.,short,bert,7,0_1495,14959,late,high,-17.939781,22
the company is listed on the london stock exchange.,short,bert,7,1_1495,14959,late,high,-2.0419638,7
"there were no punctuation marks, though.",short,bert,7,2_1160,11609,late,high,-1.687992,23
'is it this book?'he asked.,short,bert,7,3_1995,19959,late,high,-16.934702,1
""" do you know? i have forgotten. """,short,bert,7,4_1990,19909,late,high,-9.596825,22
lamplight outside the window filtered into the darkness.,short,bert,7,6_1495,14959,late,high,-14.117305,26
we've been together for quite some time.,short,bert,7,7_995,9959,late,high,-1.90397,7
others came under the donor's inner influence.,short,bert,7,8_1995,19959,late,high,-27.152836,16
i closed my eyes and took several deep breaths.,short,bert,7,9_995,9959,late,high,-0.42936665,21
the republican president borden waved censure.,short,bert,8,0_1995,19959,late,high,-22.038372,8
right now she was sure it was a trick.,short,bert,8,1_995,9959,late,high,-10.530906,20
his weapon was a black - belted pistol.,short,bert,8,2_990,9909,late,high,-5.195799,19
"they finished with 10 wins, and points differential.",short,bert,8,3_995,9959,late,high,-15.547918,8
""" i just want to talk to you. """,short,bert,8,4_1490,14909,late,high,-1.897788,23
the news did not circulate that morning.,short,bert,8,5_1995,19959,late,high,-3.94215,4
i hear the honking horn of a taxi.,short,bert,8,6_995,9959,late,high,-5.301232,4
"oh, yeah, that was a weird feeling.",short,bert,8,7_1495,14959,late,high,-8.699086,11
i gave leonardo the excuse because he knew me.,short,bert,8,8_845,8459,late,high,-36.139313,19
the sofa wobbled as though eric held on.,short,bert,8,9_995,9959,late,high,-24.258335,3
as early as 1950 the proposal was presented separately.,short,bert,9,0_1995,19959,late,high,-19.082397,4
they have many aspects and have no single names.,short,bert,9,1_520,5209,late,high,-27.122194,29
he then proceeded to decipher the code.,short,bert,9,2_1495,14959,late,high,-6.6023526,12
there are 2 currently described species in this genus.,short,bert,9,3_995,9959,late,high,-6.9820375,2
the growing popularity of the mennonite church.,short,bert,9,4_1975,19759,late,high,-9.771892,28
norwegian businesses even started to call themselves webbn.,short,bert,9,5_1495,14959,late,high,-46.714516,20
la marseillaise is a 1947 french film.,short,bert,9,6_1995,19959,late,high,-4.293695,10
yet she only heard voices coming from another room.,short,bert,9,8_995,9959,late,high,-13.340436,11
alexandra looked up into her daughter's face.,short,bert,9,9_995,9959,late,high,-11.608154,3
numerous specialized army offices conducted research at tuto.,short,bert,0,0_0,0,early,low,-49.305824,25
numerous specialized army offices conducted research at tuto.,short,bert,0,5_0,1,early,low,-49.305824,18
numerous specialized army offices do meet at tuto.,short,bert,0,1_0,2,early,low,-55.518906,1
numerous specialized army units conducts operations on tuto.,short,bert,0,2_0,4,early,low,-43.346447,14
numerous other military units undertake operations injebor.,short,bert,0,4_0,8,early,low,-46.878716,16
other australian army units completed training at tinian.,short,bert,0,0_1,16,early,low,-14.930254,14
many bridge building companies build bridges in nova scotia.,short,bert,0,6_3,32,early,low,-2.7283394,13
many extremely private clubs exist today in nova scotia.,short,bert,0,6_6,64,early,low,-19.356823,18
several hosted networking companies are headquartered in nova scotia.,short,bert,0,6_12,128,early,low,-20.540148,17
only a man had ever driven a hummer.,short,bert,0,4_25,256,early,low,-8.4038925,6
"in his mind, the star unraveled.",short,bert,0,8_51,512,early,low,-15.532118,21
"seated up, alexis looked at the generous package.",short,bert,0,4_99,999,early,low,-37.967117,29
"inside such hosts, they settle in the muscles.",short,bert,1,0_0,0,early,low,-44.071228,9
"inside such hosts, they settle "" the muscles.",short,bert,1,8_0,1,early,low,-59.347343,12
"inside such case, they settle on the muscles.",short,bert,1,1_0,2,early,low,-56.431778,26
"inside those situations, they settle in the muscles.",short,bert,1,4_0,4,early,low,-51.028065,26
"inside the suits, i settle out the car.",short,bert,1,3_0,8,early,low,-46.7803,17
"leaving the ships, they returned to their seats.",short,bert,1,2_1,16,early,low,-17.98861,8
"at the end, she commented on anna stanza.",short,bert,1,1_3,32,early,low,-35.04566,25
"in all fairness, there was only her eyes.",short,bert,1,4_6,64,early,low,-17.532877,12
two large barrels of whiskey sat on the table.,short,bert,1,7_12,128,early,low,-11.548622,20
"on this appearance, he played all four matches.",short,bert,1,1_25,256,early,low,-15.081628,11
"late at night, archie heard read the headline.",short,bert,1,4_51,512,early,low,-28.226572,25
the dwarf pursuer bore lose in his descent.,short,bert,1,9_99,999,early,low,-41.778694,6
as of 2019 the website hosted over 200 biographies.,short,bert,2,0_0,0,early,low,-32.62703,18
as of 2006 the website hosted over 200 biographies.,short,bert,2,8_0,1,early,low,-21.124825,18
as of 2006 the website hosted over 200 biographies.,short,bert,2,8_0,2,early,low,-21.124825,13
as of 2013 the show hosted nearly 200 biographies.,short,bert,2,3_0,4,early,low,-29.351574,5
as of 2012 the centre publishes about 50 biographies.,short,bert,2,4_0,8,early,low,-29.272781,30
as of 2016 the seminary has about 160 members.,short,bert,2,0_1,16,early,low,-18.443043,4
as of 2017 the league has roughly 1000 participants.,short,bert,2,7_3,32,early,low,-19.508535,3
as of 2009 the society published over 700 publications.,short,bert,2,5_6,64,early,low,-12.729328,29
as of 2006 the camp had about 240 people.,short,bert,2,1_12,128,early,low,-22.849794,3
as of 2005 the association had 3100 members.,short,bert,2,0_25,256,early,low,-11.290141,26
as of 2011 the organization had over 246 members.,short,bert,2,6_51,512,early,low,-17.282509,9
"as of 2015, it has 611 households.",short,bert,2,9_99,999,early,low,-14.861866,11
his institute was instrumental in the international radiation research.,short,bert,3,0_0,0,early,low,-38.52174,7
his institute was instrumental in the international radiation agency.,short,bert,3,4_0,1,early,low,-39.92942,10
his institute was instrumental in the solar radiation dispute.,short,bert,3,6_0,2,early,low,-35.853165,2
his institute was involved in the international smoking ban.,short,bert,3,7_0,4,early,low,-24.263681,17
the institute is rooted in the cosmic music synthesis.,short,bert,3,2_0,8,early,low,-36.959267,24
the committee was established after the 1973 siberian conference.,short,bert,3,5_1,16,early,low,-26.646776,14
the team is located in the aggressive football league.,short,bert,3,3_3,32,early,low,-21.222408,27
the fortress was destroyed during the battle of lissa.,short,bert,3,8_6,64,early,low,-7.214525,5
they are currently managed by rajiv desai.,short,bert,3,7_12,128,early,low,-3.4548316,29
the music was based on the melody from dar.,short,bert,3,3_25,256,early,low,-26.31354,23
"it is often translated as "" happy home "".",short,bert,3,1_51,512,early,low,-13.214283,27
his despondent mother in st. louis ;,short,bert,3,9_99,999,early,low,-9.687726,1
thus the majestic nickname is also a humorous one.,short,bert,4,0_0,0,early,low,-33.458775,28
although the majestic nickname is also a humorous one.,short,bert,4,6_0,1,early,low,-32.69453,23
so the majestic nickname is also a bad one.,short,bert,4,5_0,2,early,low,-36.398438,29
but the majestic nickname is also a forced admission.,short,bert,4,8_0,4,early,low,-43.323837,15
although his majestic coast is like a silly title.,short,bert,4,6_0,8,early,low,-61.380417,24
and the female child is also named lily hazard.,short,bert,4,0_1,16,early,low,-32.55042,9
at the south there is still a small pond.,short,bert,4,2_3,32,early,low,-17.688429,16
at the time it was always a bad sleep.,short,bert,4,2_6,64,early,low,-23.450539,30
"consequently, group leader is the primary group leader.",short,bert,4,1_12,128,early,low,-15.438157,29
"there were two companies, each managing its resources.",short,bert,4,7_25,256,early,low,-21.074488,12
"the truth was, there were eight other options.",short,bert,4,5_51,512,early,low,-17.562157,18
a total of eight teams participated in the competition.,short,bert,4,6_99,999,early,low,-6.9508696,16
the main balcony is a half octagon.,short,bert,5,0_0,0,early,high,-17.852531,29
the main balcony is in half octagon.,short,bert,5,7_0,1,early,high,-24.939892,15
the main balcony was in half octagon.,short,bert,5,7_0,2,early,high,-27.48942,30
the main balcony was a half octagon.,short,bert,5,0_0,4,early,high,-18.635914,14
the main building is a rectangular octagon.,short,bert,5,2_0,8,early,high,-4.324644,23
the pavilion side has a projecting octagon.,short,bert,5,3_1,16,early,high,-18.659607,16
the coordinate system is a discrete octagon.,short,bert,5,4_3,32,early,high,-10.05472,13
the building plan is simple in octagon.,short,bert,5,5_6,64,early,high,-15.259201,26
the other three stations used an octagon.,short,bert,5,7_12,128,early,high,-13.267498,14
an indispensable treasure hoarder.,short,bert,5,2_25,256,early,high,-6.013204,17
its northeastern borders are those of the moselle.,short,bert,5,5_51,512,early,high,-4.733069,18
the film was directed by diane dreyfus.,short,bert,5,5_99,999,early,high,-9.358641,19
"food was running short, and nights were colder.",short,bert,6,0_0,0,early,high,-16.38502,5
"food was running short, and winters were colder.",short,bert,6,0_0,1,early,high,-18.15246,15
"food was running short, and winters grew colder.",short,bert,6,1_0,2,early,high,-20.367252,19
"time was running short, and nights were colder.",short,bert,6,2_0,4,early,high,-15.507607,8
"food was running low, and nights were restless.",short,bert,6,4_0,8,early,high,-10.782041,20
"summers were not hot, and winters were cold.",short,bert,6,3_1,16,early,high,-5.300756,24
"food was always slow, but they were eating.",short,bert,6,4_3,32,early,high,-26.44301,16
it was early morning and the road was clear.,short,bert,6,5_6,64,early,high,-8.8974085,19
"she was smiling now, and she was compelling.",short,bert,6,1_12,128,early,high,-17.239643,12
"the organizational emblem reads, christopher i am you.",short,bert,6,2_25,256,early,high,-36.63629,12
""" just come on, "" i beg him.",short,bert,6,1_51,512,early,high,-8.02948,23
"she has a daughter, descendant of miss melissa.",short,bert,6,0_99,999,early,high,-27.013237,23
"apart from teaching, he used to write poems.",short,bert,7,0_0,0,early,high,-13.017937,6
"apart from teaching, he used to write poems.",short,bert,7,8_0,1,early,high,-13.017937,5
"apart from teaching, he used to write poems.",short,bert,7,1_0,2,early,high,-13.017936,4
"apart from teaching, she used to write poems.",short,bert,7,1_0,4,early,high,-13.784401,15
"apart from that, she continued to write poems.",short,bert,7,7_0,8,early,high,-8.873739,30
"apart from that, he continued to compose himself.",short,bert,7,2_1,16,early,high,-11.768322,20
"aside from entertaining, she liked to study assessing.",short,bert,7,4_3,32,early,high,-35.06122,26
apart from this lewis also continues to play cricket.,short,bert,7,1_6,64,early,high,-20.343845,3
"after three months, she left to attendbal.",short,bert,7,8_12,128,early,high,-35.527187,28
then without a word he turned to face her.,short,bert,7,9_25,256,early,high,-2.0656807,12
she was sure jecis had actually been right.,short,bert,7,6_51,512,early,high,-8.854749,2
"next to it, there was a flight schedule.",short,bert,7,7_99,999,early,high,-9.581637,27
"in her career, she made over 60 films.",short,bert,8,0_0,0,early,high,-8.281652,13
"on her career, she made over 60 films.",short,bert,8,6_0,1,early,high,-15.180239,14
"on her career, she made over 60 films.",short,bert,8,6_0,2,early,high,-15.180239,15
"during her career, she made over 500 films.",short,bert,8,3_0,4,early,high,-7.007557,18
"during her career, she made over 90 films.",short,bert,8,2_0,8,early,high,-7.557826,22
"on her career, she made almost 200 films.",short,bert,8,6_1,16,early,high,-16.323315,23
"during her career, she directed over 400 films.",short,bert,8,2_3,32,early,high,-5.4195056,22
"during her career, she directed over 150 films.",short,bert,8,2_6,64,early,high,-4.9091787,14
"during his lifetime, he has received several awards.",short,bert,8,9_12,128,early,high,-5.0773916,17
"during his lifetime, he produced thousands of drawings.",short,bert,8,1_25,256,early,high,-6.7427616,26
at this time the national committee had 26 members.,short,bert,8,9_51,512,early,high,-16.051958,10
eustace was the eldest son of hon.,short,bert,8,0_99,999,early,high,-1.0403541,26
the territory of the municipality is divided into parts.,short,bert,9,0_0,0,early,high,-5.436755,4
the territory of the municipality is divided into parts.,short,bert,9,4_0,1,early,high,-5.436755,30
the territory of the municipality is divided into parts.,short,bert,9,4_0,2,early,high,-5.436755,14
the area of the municipality is divided into parts.,short,bert,9,9_0,4,early,high,-9.607791,3
the territory of the elevations is divided into areas.,short,bert,9,8_0,8,early,high,-24.163864,20
the territory of the province is divided into potatoes.,short,bert,9,8_1,16,early,high,-21.295715,10
the prairie around the community was converted to farmland.,short,bert,9,8_3,32,early,high,-13.188261,11
