sentence_num,chain_num,epoch,step,count,sentence,prob_class,prob,source,sent_length,phase
28,8,0,16,16,"Until the early 1990s, the station broadcast with a full-time power of 1,000 watts, day and night, moving to a directional antenna station during the nighttime hours.",high,-24.773045,gibbs,long,early
28,8,0,32,32,"Until the early 1970s, the station operated with a full-time power of 50,000 watts both day and night, switching to a directional power station for the nighttime hours.",high,-38.685448,gibbs,long,early
28,3,1,29,64,"During the daytime hours, the station operated with a full-power power of 4,000 watts, day and night, attached to a directional antenna, during the nighttime hours.",high,-13.630167,gibbs,long,early
28,0,3,23,128,"In the early 1990s, the station operated with a low-power powered, 1,200 watts during day and night but transitioned into a digital station only during the daytime hours.",high,-39.844902,gibbs,long,early
28,2,7,11,256,"During the late 1970s, the station grew from a low-power station to 1,000-watt day and night, flipping to a hot AC format during the evening hours.",high,-17.49416,gibbs,long,early
28,4,14,22,512,"Under its own power, the station operates at a low-power frequency at 3,000 kW both day and night as opposed to a 100 kW signal during the evening hours.",high,-33.239292,gibbs,long,early
28,3,29,9,1024,"By the late 1930s, the station was originally a low-power station with 1,000 watts, but was losing power due to storm rains flooding areas in the late 1930s.",high,-36.596943,gibbs,long,early
28,4,58,18,2048,"During the summer period, the station operated as a low-power station running 1,500-watts day and night, switching to a full digital signal during the homecoming festivities.",high,-34.972183,gibbs,long,early
28,5,117,1,4096,"On the other hand, it hosts ""Go Joe"" on weekends and reaches 300,000 viewers from Monday to Friday, making it the most NPR station in the Chicago market.",high,-56.25816,gibbs,long,early
28,3,234,2,8192,"By the late 1980s, powered by a Peninsula Nascimento (with 60 hp and 66 hp petrol engines), Argo suffered from serious mechanical problems over the following years.",high,-43.472717,gibbs,long,early
28,1,0,1,1,"During the early years, the station broadcast at a full-time power of 1,000 watts, day and night, changing to a directional antenna pattern during the nighttime hours.",high,-24.779598,MH,long,early
28,3,0,2,2,"During the early years, the station broadcast at a full-time power of 1,000 watts, day and night, changing to a directional antenna pattern during the nighttime hours.",high,-24.779598,MH,long,early
28,3,0,4,4,"During the early years, the station broadcast at a full-time power of 1,000 watts, day and night, changing to a directional antenna pattern during the nighttime hours.",high,-24.779598,MH,long,early
28,6,0,8,8,"During the previous years, the station broadcast at a full-time power of 1,000 watts, day and night, switching to a directional antenna pattern during the nighttime hours.",high,-27.108654,MH,long,early
28,7,0,16,16,"During the early years, the station broadcast at a night-time power of 15,000 watts, day and night, changing to a directional antenna pattern during the nighttime hours.",high,-27.804977,MH,long,early
28,7,0,32,32,"During the early mornings, the station operates at a night-time power of 15,000 watts during day and night, changing to a directional antenna pattern during the nighttime hours.",high,-29.099754,MH,long,early
28,9,1,29,64,"Throughout the 1930s years, the station broadcast with a full-time power of 10,000 watts, day and night, changing to a directional antenna only in the morning hours.",high,-33.335625,MH,long,early
28,6,3,23,128,"During the following decades, the station operated at a night-time power of 4,000 watts during day and night before moving to a directional antenna array during the nighttime hours.",high,-22.873466,MH,long,early
28,1,7,11,256,"In the early 1970s, the station operated with a low-power signal of 3,000 watts both day and night, turning into a directional array station during the daytime hours.",high,-18.548943,MH,long,early
28,3,14,22,512,"Until the late 1980s, the station operated at a prime-time output of 4,000 watts - day/night - due to a directional antenna installed during the daytime hours.",high,-25.074457,MH,long,early
28,8,29,9,1024,"In the early 1970s, the station continued on the full-power signal of 5,000 kW both day and night before shifting to the silent signal used for its weekend newscasts.",high,-46.90573,MH,long,early
28,2,58,18,2048,"In the late 1970s, the library broadcast on a low-power frequency of 25,000 watts, day and night and grew into a scholarly library active in various time periods.",high,-28.304802,MH,long,early
28,0,117,1,4096,"Over the next day, Rockwell international began moving 42 night-shift workers over 3,000 feet from morning to afternoon, leading to a large queue wrapped around the night shift.",high,-42.762848,MH,long,early
28,1,234,2,8192,"In the early 1990s, the museum succeeded in making human rights news headlines in 1,200 countries, day and night and competed with the Einhorn museum for a similar recognition.",high,-18.75367,MH,long,early
29,1,0,1,1,"He has also been praised as a man of unquestionable character and has been singled out for his humble spirit, self-effacing manner, and humanitarianism.",high,-29.207155,gibbs,long,early
29,4,0,2,2,"He has always been praised as a man of unquestionable character and has been singled out for his humble spirit, self-effacing manner, and humanitarianism.",high,-32.219444,gibbs,long,early
29,9,0,4,4,"He has frequently been described as a man of unquestionable character and has been singled out for his humble spirit, self-effacing manner, and humanitarianism.",high,-30.18574,gibbs,long,early
29,6,0,8,8,"He has often been described as a man of unquestionable integrity and has been singled out for his independent spirit, self-effacing manner, and humanitarianism.",high,-21.449036,gibbs,long,early
29,8,0,16,16,"He has often been described as a man of unquestionable promises and has been singled out for his liberal spirit, self-effacing manner, and intellectualism.",high,-35.66063,gibbs,long,early
29,3,0,32,32,"He has also been regarded as a figure of unquestioning integrity and has been singled out for his heroic personality, self-effacing humor, and mannerism.",high,-31.963661,gibbs,long,early
29,2,1,29,64,"He has often been labeled as a performer of unquestioning sincerity and has been singled out for his vocal sincerity, self-effacing integrity, and individualism.",high,-28.714987,gibbs,long,early
29,1,3,23,128,"He has also been described as a man of unquestioning integrity who has been singled out for his conservative catholicism, self-effacing philosophy, and teaching aesthetics.",high,-32.569424,gibbs,long,early
29,7,7,11,256,"Peter has often been referenced as a person of unquestioning sincerity and has been singled out for his personal integrity, self-effacing sincerity, and generous generosity.",high,-28.725958,gibbs,long,early
29,7,14,22,512,"Cremated has since been described as a duo of unquestioning ability and has been sought after for his extremesiness, self-effaced intellect, and polished review.",high,-73.896545,gibbs,long,early
29,9,29,9,1024,"He has long been regarded as a person of unquestioning integrity and has been singled out for his extravagant lifestyle, self-effacing mannerisms and eccentric personality.",high,-14.05916,gibbs,long,early
29,6,58,18,2048,It has instead been credited with developing capabilities and unquestionably operating to maintain control of their boundaries despite the world standard of unstoppable weapons being accompanied with equipment.,high,-79.52221,gibbs,long,early
29,1,117,1,4096,"Tomtone is a tall left arm bowler with unquestioning ability who has been known for his technique delivering runaway, run-effacing dismissals at long intervals.",high,-71.432465,gibbs,long,early
29,0,234,2,8192,"Midnight they supposedly must live in a Liliput mansion, and must learn the prejudices and dreams that made Ali believe your films are packaged during the course of a festival.",high,-128.6209,gibbs,long,early
29,0,0,1,1,"He has often been praised as a man of unquestionable character and has been singled out for his humble spirit, self-effacing manner, and humanitarianism.",high,-29.909863,MH,long,early
29,6,0,2,2,"He has repeatedly been praised as a man of unquestionable character and has been singled out for his humble spirit, self-effacing manner, and humanitarianism.",high,-31.873241,MH,long,early
29,9,0,4,4,"He has also been praised as a man of unquestionable character and has been singled out for his generous spirit, self-effacing manner, and humanitarianism.",high,-22.891445,MH,long,early
29,7,0,8,8,"He has often been praised as a man of unquestionable character and has been singled out for his civic spirit, self-effacing manner, and humanitarianism.",high,-27.839535,MH,long,early
29,6,0,16,16,"He has repeatedly been praised as a person of unquestionable integrity and has been singled out for his cheerfulness, self-effacing manner, and humanitarianism.",high,-27.226997,MH,long,early
29,2,0,32,32,"He has generally been viewed as a man of unquestionable character and has been singled out for his philanthropic nature, self-effacing attitudes, and intellectualism.",high,-31.604073,MH,long,early
29,9,1,29,64,"He has often been described as a man of unquestioning faith and has been singled out for his generous nature, self-effacing mannerisms and professionalism.",high,-15.800987,MH,long,early
29,8,3,23,128,"He has often been described as a man of unquestioning seriousness and has been singled out for his independent spirit, self-effacing wisdom, and gentle disposition.",high,-24.49049,MH,long,early
29,3,7,11,256,"He has also been lauded as a master of unquestioning seduction and has been singled out for his ruthlessness, self-effacing cruelty, and eroticism.",high,-17.278397,MH,long,early
29,2,14,22,512,"He has also been described as a man of unquestioning compassion who has been singled out for his holy spirit, self-effacing stature, and zionism.",high,-26.14394,MH,long,early
29,4,29,9,1024,"Lin has often been seen as a scholar with unquestioning skills but has been singled out for poor fieldwork, over-effacing facets and revisionism.",high,-30.910316,MH,long,early
29,1,58,18,2048,"He has often been depicted as a dictator wielding unquestioning power and has been singled out for his critical thinking, self-effacingness, and close cooperation.",high,-25.386139,MH,long,early
29,5,117,1,4096,"He has often been credited as the inventor of unquestioning creativity and has been singled out for promoting qualified creativity by de-effacing buddhism, specifically taoism.",high,-33.913757,MH,long,early
29,9,234,2,8192,She has also been a great physics teacher on unquestioning occasions and has been singled out for her surefire and self-effacing physics classes and field trips.,high,-14.666533,MH,long,early
41022,0,0,1,1,"After spending the next several months in an Illinois hospital, Ellie was released into the custody of her husband, John, whom she was pleased to discover was still very much alive.",high,-35.54458,gibbs,long,early
41022,0,0,2,2,"After spending the next several months in an Illinois hospital, Ellie was released into the custody of her husband, John, whom she was pleased to discover was still very much alive.",high,-35.54458,gibbs,long,early
41022,0,0,4,4,"After spending the next several months in an Illinois hospital, Ellie was released into the custody of her husband, John, who she was pleased to discover was still very much alive.",high,-35.56859,gibbs,long,early
41022,4,0,8,8,"After spending the next several months in an Illinois hospital, Ellie was released into the care of her husband, John, who she was pleased to discover was still very much alive.",high,-34.29541,gibbs,long,early
41022,9,0,16,16,"After spending the next several months in an Illinois hospital, she was placed into the care of her husband, John, who she was pleased to discover was still very much alive.",high,-27.489382,gibbs,long,early
41022,6,0,32,32,"After spending the next several months in an Illinois prison, bliss was taken into the custody of her husband, John, whom she was pleased to learn was still very much alive.",high,-28.747208,gibbs,long,early
41022,2,1,29,64,"After serving the next several months in an Illinois prison, she was returned to the custody of her husband, Carroll, who she was stunned to discover was still very much alive.",high,-33.219673,gibbs,long,early
41022,2,3,23,128,"After serving the next nine months in a Quincy cell, she was transferred to the custody of her husband skilled brink, whom she was shocked to learn was still very much alive.",high,-61.18357,gibbs,long,early
41022,7,7,11,256,"After spending the next 12 months in an isolation ward, she was taken into the custody of her husband, Livingston, who she was shocked to discover was still not legally alive.",high,-31.79558,gibbs,long,early
41022,2,14,22,512,"After spending the past few months in a hospital bed, Maggie was taken to the hospital by her husband, Derek, whom she was led to believe was still very much alive.",high,-24.173271,gibbs,long,early
41022,7,29,9,1024,"After spending the next two months making her first novel, Isabella made up many computer games of her platonic relationship, which she later told Isabel Gaines by portraying her as pornographic.",high,-87.50366,gibbs,long,early
41022,0,58,18,2048,"Have one of you what happened to your deathliest patients since dawn? upon the digital news-vid screen, Phineas was able to direct a message deep into Gavin.",high,-78.840576,gibbs,long,early
41022,4,117,1,4096,"After making phonograph records as a teenager, Marshall signed on to Spokane radio station WSVTS where he worked for for two years with a focus on country music.",high,-47.40457,gibbs,long,early
41022,0,234,2,8192,"Originally planned by Kil Ed to become a regional affiliate of CNN, the show was investigations abruptly cancelled and was also partially delayed for reasons such as the neckwarner problem.",high,-94.62486,gibbs,long,early
41022,0,0,1,1,"After spending the next several months in an Illinois hospital, Ellie was released into the custody of her husband, John, whom she was pleased to discover was still very much alive.",high,-35.54458,MH,long,early
41022,0,0,2,2,"After spending the next several months in an Illinois hospital, Ellie was released into the custody of her husband, John, whom she was pleased to discover was still very much alive.",high,-35.54458,MH,long,early
41022,0,0,4,4,"After spending the next several months in an Illinois hospital, Ellie was taken into the care of her husband, John, whom she was pleased to discover was still very much alive.",high,-32.20324,MH,long,early
41022,0,0,8,8,"After spending the next several months in an Illinois hospital, Ellie was taken into the care of her husband, John, whom she was pleased to discover was still very much alive.",high,-32.20324,MH,long,early
41022,1,0,16,16,"After spending the next several months in an Illinois hospital, Ellie was taken into the care of her husband, John, whom she was shocked to discover was still very much alive.",high,-28.539387,MH,long,early
41022,5,0,32,32,"After spending the next several weeks in an Illinois prison, Ellie was released into the custody of her father, Basil, whom she was shocked to learn was still very much alive.",high,-35.09076,MH,long,early
41022,5,1,29,64,"After spending the next several months in an escaped prison, she was taken into the custody of her husband, Peter, whom she was horrified to learn was still very much alive.",high,-20.826572,MH,long,early
41022,3,3,23,128,"After spending the next six years in an Oklahoma Prison, she was released into the care of her husband, Ted, whom she was shocked to learn was still very nearly alive.",high,-31.079811,MH,long,early
41022,2,7,11,256,"After spending the next four years in an Arizona jail, peters was taken into the custody of his mother, Dorothy, who peters was shocked to learn was also very nearly blind.",high,-26.155989,MH,long,early
41022,7,14,22,512,"After spending the next eight months in an Alabama jail, butter was put into the care of her husband, Chuck, who Debbie was surprised to learn was still very much alive.",high,-43.330383,MH,long,early
41022,0,29,9,1024,"After spending the next few months holding an art exhibition, she was taken into the care of her cousin Andre Louis, whom she was unable to prove was still very much alive.",high,-27.877758,MH,long,early
41022,8,58,18,2048,"After spending an estimated three days inside an Egyptian pyramid, Mason was murdered on the orders of her husband, John, whom Mason was later to discover were both very much alive.",high,-28.382935,MH,long,early
41022,6,117,1,4096,"Between all these devastating lightning strikes and this press conference, Laura was forced to accept responsibility for her grandmother Roseanne, who Laura was devastated to learn was now quite probably dead.",high,-37.92828,MH,long,early
41022,6,234,2,8192,"For nearly all five hundred pages of that press release, Laura was willing to take risks between herself and Maryse, who Laura was horrified to find was pretty much committing suicide.",high,-32.466637,MH,long,early
248289,7,0,1,1,Asparagone usually enters the citric acid cycle in humans as oxaloacetate.,high,-20.376741,gibbs,medium,early
248289,7,0,2,2,Asparagone usually enters the citric acid cycle in humans as oxaloacetate.,high,-20.376741,gibbs,medium,early
248289,2,0,4,4,Asparagine usually enters the citric acid cycle in humans as oxaloacetate.,high,-9.54165,gibbs,medium,early
248289,1,0,8,8,Asparagine usually enters the citric acid cycle in humans as oxaloacetate.,high,-9.541649,gibbs,medium,early
248289,8,0,16,16,Asparagine usually enters the citric acid cycle in nature as oxaloacetate.,high,-9.414155,gibbs,medium,early
248289,5,1,13,32,Asparagine usually enters the citric acid cycle in action against oxaloacetate.,high,-16.913002,gibbs,medium,early
248289,6,3,7,64,Asparagine also enters the citric acid cells of bacteria as oxaloacetate.,high,-9.371927,gibbs,medium,early
248289,5,6,14,128,"Asparagine also affects the citric acid cycle, along with oxaloacetate.",high,-4.421114,gibbs,medium,early
248289,5,13,9,256,"Asparagine also enters the citric acid cycle, but without oxaloacetate.",high,-2.860935,gibbs,medium,early
248289,9,26,18,512,Asparagoe also functions in citric acid minerals and hydroxy-lated lactate.,high,-49.48314,gibbs,medium,early
248289,9,53,17,1024,"Photosynthetic aluminium typically include nitric oxide, methyl nitric oxide, and vanilla.",high,-42.431255,gibbs,medium,early
248289,3,107,15,2048,"Unprotected with constant acculturation, but with somewhat constant miniaturization.",high,-15.300619,gibbs,medium,early
248289,7,215,11,4096,"Antihistamine, like many other anabolic drugs, degrades cholesterol.",high,-1.2558746,gibbs,medium,early
248289,3,431,3,8192,"Luis de Rosas I de Trinix had eight children, three daughters and four sons.",high,-35.05587,gibbs,medium,early
248289,0,0,1,1,Asparagine usually enters the citric acid cycle in humans as oxaloacetate.,high,-9.54165,MH,medium,early
248289,1,0,2,2,Asparagine usually enters the citric acid cycle in humans as oxaloacetate.,high,-9.541649,MH,medium,early
248289,2,0,4,4,Asparagine usually enters the citric acid cycle in nature as oxaloacetate.,high,-9.414155,MH,medium,early
248289,0,0,8,8,Asparagine usually enters the citric acid cycle in humans as oxaloacetate.,high,-9.54165,MH,medium,early
248289,4,0,16,16,Asparagine usually begins the citric acid cycle in trees using oxaloacetate.,high,-20.275452,MH,medium,early
248289,9,1,13,32,Asparagine ultimately enters the citric acid cycle in humans as oxaloacetate.,high,-8.022967,MH,medium,early
248289,2,3,7,64,Asparagine also enters the citric acid cycle in nature as oxaloacetate.,high,-4.3061824,MH,medium,early
248289,4,6,14,128,Asparagine rapidly begins its citric acid synthesis in conjunction with oxaloacetate.,high,-11.01944,MH,medium,early
248289,9,13,9,256,Asparagine also serves the citric acid receptor on bacteria as oxaloacetate.,high,-15.449913,MH,medium,early
248289,3,26,18,512,Asparagine subsequently underwent a nitric oxide test at Munich testing oxaloacetate.,high,-19.357758,MH,medium,early
248289,5,53,17,1024,Asparagine readily enters the citric acid cycle from substrates like oxaloacetate.,high,-6.853651,MH,medium,early
248289,5,107,15,2048,Asparagine pathway: a citric acid pathway with products including oxaloacetate.,high,-7.998768,MH,medium,early
248289,8,215,11,4096,Asparagine then converts to cystic acid instead of honeyed oxaloacetate.,high,-18.707695,MH,medium,early
248289,3,431,3,8192,Asparagus leaves reach the peak nitric oxide level some time before oxaloacetate.,high,-15.599494,MH,medium,early
284255,1,0,1,1,"Salisbury’s great forte was in his painting of over forty large canvases of historical and national significance, a field in which he was virtually unchallenged until 1951.",low,-100.356705,gibbs,long,early
284255,4,0,2,2,"Salisbury’s great forte was in his painting of over forty large canvases of historical and national subjects, a field in which he was virtually unchallenged until 1951.",low,-98.747925,gibbs,long,early
284255,6,0,4,4,"Salisbury’s great forte was in his painting of over forty large canvases of Indian and national figures, a work in which he was virtually unchallenged until 1951.",low,-110.50297,gibbs,long,early
284255,1,0,8,8,"Salisbury’s great forte was in the painting of over forty large canvases of local and national significance, a field in which he was virtually unchallenged until 1951.",low,-91.70172,gibbs,long,early
284255,8,0,16,16,Salisbury’s great forte was in the decoration of some forty large canvases of national and international significance - a work in which he worked virtually unchallenged until 1951.,low,-93.59966,gibbs,long,early
284255,0,3,23,128,"Franco's lasting fame lies in the creation of over twenty iconic vanishes of international and national fame, a talent with which he remained virtually unchallenged until today.",low,-52.26429,gibbs,long,early
284255,0,7,11,256,"Vega's leadership chiefly resulted in the nomination of the 500 Jewish supervisees of political and national distinction, the latter with whom he remains virtually unchallenged until today.",low,-93.99136,gibbs,long,early
284255,4,14,22,512,"Iowa's leading work was the ghost story of the last colored child, depicting ordinary, calm life at a time in which nothing goes completely unchallenged in families.",low,-86.07648,gibbs,long,early
284255,9,29,9,1024,Bartlett's legal work culminated in his commentaries on several widely cited civil cases including the entrapment of a citizen from suffering what is otherwise unchallenged by law.,low,-47.347496,gibbs,long,early
284255,7,58,18,2048,"There's blisters on our clothes, and manure stains on our money, ingrained so many years ago that I want her unchallenged any longer.",low,-24.737286,gibbs,long,early
284255,9,117,1,4096,"Moreover, the eight officers (five for reasons of increasing national strength) were re-conjoined the the administration with the office of the unchallenged military commander.",low,-69.47375,gibbs,long,early
284255,8,234,2,8192,"On the Croatia-oriented version, a selection of progressive tracks are available and sketches are generated for audiophonics and alternative, slow touch (unchallenged) versions.",low,-103.56864,gibbs,long,early
284255,0,0,1,1,"Salisbury’s great forte was in his painting of over forty large canvases of historical and national events, a field in which he was virtually unchallenged until 1951.",low,-100.18662,MH,long,early
284255,0,0,2,2,"Salisbury’s great forte was in his painting of over forty large canvases of historical and national events, a field in which he was virtually unchallenged until 1951.",low,-100.18662,MH,long,early
284255,7,0,4,4,"Salisbury’s great forte was perhaps his painting of over forty large canvases of historical and national events, a field in which he was virtually unchallenged until 1951.",low,-101.15865,MH,long,early
284255,5,0,8,8,"Salisbury’s great forte was probably his painting of over forty large canvases of imperial and national events, a field in which he was virtually unchallenged until then.",low,-80.85004,MH,long,early
284255,5,0,16,16,"Salisbury’s great forte was probably his painting of over forty large canvases of imperial and national events, a field in which he was virtually unchallenged until then.",low,-80.85004,MH,long,early
284255,7,0,32,32,"Butler's chief forte was perhaps his painting of over 100 group canvases of local and national events, a period in which he was left unchallenged until late.",low,-48.805935,MH,long,early
284255,4,1,29,64,"Michelinis greatest achievement is in his painting of approximately 90 large canvases of recreation and sporting areas, a field on which he remained virtually unchallenged long thereafter.",low,-50.27884,MH,long,early
284255,1,3,23,128,"Quarrel's greater forte lay in the completion of over thirty large canvases depicting local and national events, a period in which quarrel remains virtually unchallenged until today.",low,-44.535065,MH,long,early
284255,1,7,11,256,William's main achievement was in the completion of over thirty large canvases depicting regional and international events during a period during which he remains largely unchallenged until today.,low,-37.53061,MH,long,early
284255,8,14,22,512,Stalin's greatest achievement was for his production of over 200 artistic canvasses to international and national acclaim during the period in which he lived virtually unchallenged under communism.,low,-25.94334,MH,long,early
284255,0,29,9,1024,"Colombo's intense work resulted in the commissioning of about forty large canvases depicting local and national events, a period during which he began working unchallenged to occur.",low,-46.521767,MH,long,early
284255,3,58,18,2048,"Hill's main income comes from the completion of approximately 20 large canvases in dutch or flemish style, a versatile style that hill uses increasingly unchallenged since then.",low,-37.826553,MH,long,early
284255,9,117,1,4096,Tompkins' boldness increased with a series of $ 200 series canvases achieving international and national visibility in the month of August she began painting unchallenged since childhood.,low,-42.170773,MH,long,early
284255,6,234,2,8192,Weldon's tomb backed by the trunk of an £800 tree with Irish and Scottish motifs reminds the site on which he murdered an unchallenged courtier.,low,-44.835434,MH,long,early
406112,4,0,1,1,The production of Latvian euros began in late 2013.,low,-41.925007,gibbs,short,early
406112,0,0,2,2,The production of Latvian euros began in September 2013.,low,-39.902855,gibbs,short,early
406112,4,0,4,4,The production of Latvian hull commenced in late 2013.,low,-47.041794,gibbs,short,early
406112,9,0,8,8,The production of Ryan girl closed in September 2013.,low,-27.186493,gibbs,short,early
406112,5,6,4,64,The objectives of this campaign are: population regeneration.,low,-19.341513,gibbs,short,early
406112,2,12,8,128,"""State of technology, Turkey-Iraq"".",low,-30.473454,gibbs,short,early
406112,2,25,6,256,"""Fiesta to home; Berlin, Europe"".",low,-43.551147,gibbs,short,early
406112,7,102,4,1024,The lights dimmed and Connor left the suite.,low,-18.71366,gibbs,short,early
406112,1,204,8,2048,This situation caused Kee to gain superhuman abilities.,low,-26.063618,gibbs,short,early
406112,2,409,6,4096,"She was, however, later euthanised.",low,-5.0848722,gibbs,short,early
406112,7,819,2,8192,This mixture is often used for distillation.,low,-6.3015366,gibbs,short,early
406112,0,0,1,1,The production of Latvian euros began in July 2013.,low,-40.597446,MH,short,early
406112,2,0,2,2,The production of 500 euros began in July 2013.,low,-25.155195,MH,short,early
406112,5,0,4,4,The production of 3000 euros started in July 2013.,low,-23.37953,MH,short,early
406112,8,0,8,8,The production of 1800 units ended in October 2013.,low,-22.27856,MH,short,early
406112,8,1,6,16,The production of 1800 units ended in September 2013.,low,-22.484035,MH,short,early
406112,6,3,2,32,The payment of border documents ceased in October 2016.,low,-31.557209,MH,short,early
406112,8,6,4,64,The production of 250 ml ended in April 2009.,low,-23.52932,MH,short,early
406112,8,12,8,128,The production of 250 units started in December 2017.,low,-17.383211,MH,short,early
406112,6,102,4,1024,This list of border crossings dates to February 2017.,low,-9.032913,MH,short,early
406112,3,204,8,2048,Average wages per hundred workers dropped by late January.,low,-16.105007,MH,short,early
406112,9,409,6,4096,Partial demolition costing 2500 dollars has occurred since then.,low,-15.94791,MH,short,early
406112,4,819,2,8192,Rationing of food supplies continued into early August.,low,-5.7462816,MH,short,early
417512,0,0,1,1,"If person wants to transport a bike in a Prague train, ticket for oversized luggage is needed.",low,-68.7554,gibbs,medium,early
417512,9,0,2,2,"If person wants to transport a bike in a Prague store, ticket for oversized luggage is needed.",low,-71.74068,gibbs,medium,early
417512,4,0,4,4,"If person wants to transport a bike in a Prague country, ticket for oversized luggage is needed.",low,-73.26683,gibbs,medium,early
417512,3,0,8,8,"If person needs to transport a bike in a flea market, ticket for oversized bike is available.",low,-43.33324,gibbs,medium,early
417512,0,0,16,16,"If person needs to transport a bike in the local carnival, ticket for oversized bike is given.",low,-53.651497,gibbs,medium,early
417512,0,1,13,32,"If one needs to use the machine in the city carnival, cost for next charge is added.",low,-56.169308,gibbs,medium,early
417512,3,3,7,64,"If one attempts to enter the rivers of the black sea, access to the river is disabled.",low,-21.327202,gibbs,medium,early
417512,2,6,14,128,No one stops to take any in for a moment before i start to hear who is studying.,low,-45.401054,gibbs,medium,early
417512,7,13,9,256,So she decides to leave the house to the police and not go to the hospital at all.,low,-15.884926,gibbs,medium,early
417512,8,26,18,512,"For a student to complete a credit at the secondary school on site, at dropping is required.",low,-48.6536,gibbs,medium,early
417512,2,53,17,1024,A documentary of Aoki before meeting any female fans as they are building their own record label.,low,-47.59144,gibbs,medium,early
417512,6,107,15,2048,"Jix tried to get down on his knees, to stand up, but it was impossible.",low,-5.50168,gibbs,medium,early
417512,7,215,11,4096,His first mural commission came when sculpting the post office at Bottomley railway station.,low,-24.123417,gibbs,medium,early
417512,9,431,3,8192,"It was just millions of atoms, separated by a billion open tubes that seemed to be curves.",low,-38.422516,gibbs,medium,early
417512,4,0,1,1,"If person wants to transport a bike in a Prague train, room for oversized luggage is needed.",low,-62.150215,MH,medium,early
417512,1,0,2,2,"If person wants to transport a bike in a Prague train, ticket for oversized luggage is needed.",low,-68.7554,MH,medium,early
417512,1,0,4,4,"If person wants to transport a bike in a Prague train, ticket for oversized luggage is needed.",low,-68.7554,MH,medium,early
417512,8,0,8,8,"If person wants to transport a person in a Prague train, ticket in oversized luggage is paid.",low,-62.742836,MH,medium,early
417512,7,0,16,16,"If person wants to transport a child in a wagon train, ticket for hand transport is needed.",low,-46.17588,MH,medium,early
417512,2,1,13,32,"If person wants to transport the bike on the Prague train, ticket for oversized bike is needed.",low,-57.3366,MH,medium,early
417512,9,3,7,64,"If person wishes to find oversized luggage at a shopping mall, reservation for oversized luggage is chose.",low,-33.02755,MH,medium,early
417512,3,6,14,128,"If person wishes to transport oversized luggage to a Bangladeshi airport, reservation for oversized luggage is given.",low,-26.497799,MH,medium,early
417512,4,13,9,256,"If one wants to fit the machine into one single wagon, space for multiple wagons is needed.",low,-21.237385,MH,medium,early
417512,4,26,18,512,"When one needs to change a wagon to a single wagon, capacity for multiple wagons is insufficient.",low,-18.261967,MH,medium,early
417512,7,53,17,1024,If one wishes to ride any chariot or any siege engine a braided armor belt is required.,low,-22.318037,MH,medium,early
417512,1,107,15,2048,"If one wants to flap your wings like a schoolgirl, laxative inflight is mandatory.",low,-15.805605,MH,medium,early
417512,1,215,11,4096,"When catcher tries to teach his children like a schoolteacher, laxative peroxide is used.",low,-23.441662,MH,medium,early
417512,9,431,3,8192,Whereas states tend to ban oversized luggage under the fourth amendment all legislation banning oversized luggage has passed.,low,-23.119028,MH,medium,early
480032,0,0,1,1,"However, in the tenth and final round, Prescott was knocked down and then hurt by a series of punches from Alvarado, which forced the referee to stop the fight.",high,-26.274582,gibbs,long,early
480032,0,0,2,2,"However, in the tenth and final round, Prescott was knocked down and then hurt by a series of punches from Alvarado, which forced the referee to stop the fight.",high,-26.274582,gibbs,long,early
480032,0,0,4,4,"However, in the tenth and final round, Prescott was knocked down and then hurt by a series of punches from Alvarado, which forced the referee to stop the fight.",high,-26.274582,gibbs,long,early
480032,7,0,8,8,"However, during the tenth and final round, Prescott was knocked down and severely hurt by a series of punches from Alvarado, which forced the referee to stop the fight.",high,-24.817198,gibbs,long,early
480032,8,0,16,16,"However, in the second and final round, Prescott was knocked down, neck hurt by a combination of punches from Alvarado, which forced the referee to stop the fight.",high,-36.890312,gibbs,long,early
480032,5,0,32,32,"However, in the third and final round, Anderson was knocked down and badly hurt by a combination of punches from Alvarado, which forced the referee to stop the fight.",high,-13.720001,gibbs,long,early
480032,9,1,29,64,"However, in the third and final round, he was knocked down by Waszard by a set of legs by Alvarado, which forced the referee to stop the fight.",high,-39.293842,gibbs,long,early
480032,0,3,23,128,"However, in the second or third round, he was knocked unconscious and seriously injured by a clash of heads with Alvarado, which forced the referee to stop the bout.",high,-12.507208,gibbs,long,early
480032,0,7,11,256,"However, in the first and third rounds, Gonzalez was knocked out and badly injured in a clash of hips with Alvarado, which caused the commissioner to cancel the bout.",high,-27.85657,gibbs,long,early
480032,2,14,22,512,"However, in the 11th round a boxer from Italy was knocked down and also surrendered after a series of remarks by Alvarado, who allowed the referee to stop the bout.",high,-48.423508,gibbs,long,early
480032,2,29,9,1024,"However, for his first attack the ball was carried, pointed off, and released in a gesture of support for Alvarado, which caused the official to dispute the goal.",high,-65.051605,gibbs,long,early
480032,5,58,18,2048,"Despite appearing in the semi-finals of the tournament he was defeated in the second round of qualifying by Kaspar Friduin, who was himself a member of the ATP.",high,-45.137524,gibbs,long,early
480032,6,117,1,4096,"In 1896, one of those sub-districts suffered a calvary temple fire, forcing the city to change its alcalde to Jerome Bess, the previous councilor.",high,-42.51905,gibbs,long,early
