sample_id,folder_id,sent_id,sentence,prob_1
507,DW,5255,"He also serves on the Advisory Board at the University of California, Berkeley's Asia-Pacific Cooperation Study Centre and the Board of Governors of the United Nations System Staff College.",-43.003849029541016
508,DW,4713,"Inspired by the centenary of Ian Fleming in 2008, the Queen Anne Press published a limited edition of his complete works, including a new collection entitled ""Talk of the Devil"";",-43.832496643066406
509,DW,7027,"On May 27, 1944, while attacking a German marshaling yard on his 16th combat mission, Norton's A-20 Havoc bomber was struck by antiaircraft fire.",-45.96959686279297
510,DW,613,"Meanwhile, Ricky is in a similar situation, having burned his ""little black book"" upon marrying Lucy (she had told him that doing this was an American marriage tradition).",-57.15656280517578
511,DW,12108,"""Citadel records against opponents through the 2010 season""  Primary Rivals Other SoCon Rivals  Other In-State Schools  At least 47 players from The Citadel have played in the Minor Leagues.",-63.9199333190918
512,DW,11311,Thomas Nicholas (MP)  Thomas Nicholas (c. 1575 – 13/14 August 1638) was an English politician who sat in the House of Commons from 1621 to 1622.,-64.29055786132812
513,DW,6316,"The Spyder organisation used as its cover a down-at-heel film company, Arachnid Films, and only Dean and Hawksworth were in on the secret;",-74.50457763671875
514,DW,8723,"Her designated complement was 200, comprising two commissioned officers a captain and a lieutenant overseeing 40 warrant and petty officers, 91 naval ratings, 38 Marines and 29 servants and other ranks.",-95.51780700683594
515,CD,2665,"He was drafted by the New York Rangers in the 12th round of the 1991 NHL Entry Draft after his freshman season, but remained at U-M to complete his stellar career.",-36.32097625732422
516,CD,8339,"In 1987, UCB did its initial broadcasts via Manx Radio in the Isle of Man, but this had limited geographical reach and only aired from 10pm until 2am.",-59.325233459472656
517,CD,8038,"After a long life spent in active beneficence and philanthropic exertions, he died at Antermony on 1 July 1780, at the advanced age of 89.",-66.53573608398438
518,CD,13230,"It was written by Neil Barnes, Paul Daley, Afrika Bambaataa and Nick Rapaccioli and produced by Leftfield and Nick Rapaccioli.",-32.15205001831055
519,CD,4845,"Luxemberg offers alternate interpretations of these Quranic verses, including the idea that the Houris should be seen as having a specifically spiritual nature rather than a human nature; """,-95.90354919433594
520,CD,12084,"In 2018 and 2019 Woody was the support act for 'Hacienda Classical' for arena tours with Peter Hook, Mike Pickering, Graham Park and the Manchester Camerata Orchestra.",-76.76354217529297
521,AT,2494,"For example, Mount Le Conte (6,593 feet or 2,010 m) rises more than a mile (1.6 km) above its base.",-27.065162658691406
522,AT,4773,"Plant species in genera's such as ""Dubautia"", ""Wilkesia"", and ""Argyroxiphium"" have also radiated along the archipelago.",-75.28448486328125
523,AT,7689,"He started for City on the final match of the 2009–10 Premier League against West Ham at Upton Park, where he scored the equaliser in a 1–1 draw.",-93.59487915039062
524,AT,8754,"Quay in particular was one of the dominant political figures of his era, as he served as chairman of the Republican National Committee and helped place Theodore Roosevelt on the 1900 Republican ticket.",-32.407718658447266
525,AT,8399,"Dobriansky serves on the Board of Directors for the Washington D.C.-based human rights organization, the U.S. Committee for Human Rights in North Korea.",-23.66180419921875
526,AT,7303,"Each district was headed by a Chief District Officer (CDO), who was responsible for maintaining law and order and coordinating the work of field agencies of the various government ministries.",-36.69842529296875
527,AT,2102,"Located on the former site of the Memorial Park Golf Course, which the city of Norfolk sold to the school for one dollar, the campus now encompasses of land and 31 buildings.",-55.97122573852539
528,AT,1192,The New Testament indicates that readings from the Prophets - but not necessarily a fixed schedule - was a common part of the Sabbath service in Jerusalem synagogues even earlier than 70 CE.,-62.551002502441406
529,AT,14043,"Overall, from the Tang Dynasty to the end of the Qing Dynasty, more than 20,000 poems were written about Huangshan, and a school of painting named after it.",-35.79573059082031
530,AQ,5403,"it reached No.91 there and spawned a US release-only single, ""Pay You Back with Interest"", which was a modest hit, peaking at No.28.",-54.56494140625
531,AQ,4061,In September 2018 it was announced that Line 2 of the Thessaloniki Metro could be extended in the future in order to serve commuters to and from some areas of Chalkidiki.,-24.41914176940918
532,AQ,11351,"When the properties of that exhaust are measured, such as its thermal energy, spectral analysis of its light (i.e., spectrometry), etc.,",-69.56712341308594
533,AQ,3287,"currently off limits to the public, stabilization and restoration work will be done to the riverbank, with removal of non-native vegetation and replanting with more appropriate species.",-49.41487121582031
534,AQ,10576,"Following the Strategic Defence and Security Review of October 2010 it was decided to reactivate her at the expense of the larger RFA ""Fort George"", which would be decommissioned.",-38.314735412597656
535,AQ,6051,"Smith stated that members of the House Republican leadership told him that if he voted for the Medicare bill, business interests would give $100,000 to his son's campaign.",-40.505958557128906
536,AQ,4364,"The most famous was called 'Lights on the Bridge', which he wrote shortly before his death, memorializing his friend, Sam Campbell, a railroad engineer killed in 1842.",-64.50984191894531
537,AQ,3691,"Koyu District, Miyazaki  As of October 1, 2019, the district has an estimated population of 68,269 and the density of 95.5 persons per km².",-55.6956787109375
538,AQ,7965,"It has been cited as an influence by filmmakers such as Jim Jarmusch, John Woo, Chan-wook Park and Quentin Tarantino, and composer John Zorn.",-28.846254348754883
539,AQ,14424,"Their arrival on Baker highlights the vast cultural differences between the mercenaries and their Japanese employers, who have trained them to fight a rival Japanese company of settlers, the Yabajin.",-88.64559173583984
540,AQ,13264,"The back seat is equipped for a weapon systems officer (WSO, pronounced ""wizzo"") to work the air-to-ground avionics via multiple screens;",-63.607147216796875
541,AQ,14274,"Abuse of the protections afforded to medical personnel (by disguising combat soldiers as medics, or by putting a red cross on a combat vehicle) is also considered unacceptable.",-41.516456604003906
542,AQ,7865,"The 36 initials were so influential that it was not until 1842 that it was discovered (by Chen Li) that the initials of the ""Qieyun"" were slightly different.",-52.810829162597656
543,AX,9612,"is a locality and the seat of Jokkmokk Municipality in Norrbotten County, province of Lapland, Sweden, with 2,786 inhabitants in 2010.",-26.41796875
544,AX,3888,"The compound is one of the benzopyrenes, formed by a benzene ring fused to pyrene, and is the result of incomplete combustion at temperatures between and .",-31.434734344482422
545,AX,11880,"The Emo family introduced the cultivation of maize on their estate (and the plant, still new in Europe, is depicted in one of Zelotti's frescoes).",-70.09310913085938
546,AX,14855,It was later postulated that hotspots are fed by narrow streams of hot mantle rising from the Earth's core–mantle boundary in a structure called a mantle plume.,-69.67837524414062
547,AX,4533,"The data for Tobin and Brainard’s 1977 paper covers 1960 to 1974, a period for which ""q"" seemed to explain investment pretty well,"" he writes. """,-133.1709442138672
548,AX,9357,"The defences of Pendennis were reinforced, while Southsea, with the addition of anti-Zeppelin guns, formed part of the Fortress Portsmouth plan for defending the Solent.",-51.53981018066406
549,BA,10873,"Epoxy-based adhesives are also sold in the B2C segment primarily in India, Brazil & some parts of Europe under the brand name Araldite.",-50.61994934082031
550,BA,3462,"The hydraulic and electronic components were supplied by Robert Bosch GmbH. Production versions were scheduled for 2015 or 2016 to sell at about US$25,000 or £17,000.",-48.793209075927734
551,BA,10707,"On September 7, 2011, Hoshyar Zebari entered the OPCW headquarters, becoming the first Iraqi Foreign Minister to officially visit since the country joined the CWC.",-87.32003784179688
552,BA,2727,Glycation  Glycation (sometimes called non-enzymatic glycosylation) is the covalent attachment of a sugar to a protein or lipid.,-17.342670440673828
553,BA,13279,"In 1215 it began to be referred to as a city, a ""civitas"", when Count Henry I of Hoya began the residence of his ruling line.",-51.92052459716797
554,FG,11591,"He wrote cookery columns for ""The Queen"" under the pseudonym ""The G. C."" (Grand Cordon), and published two books on the subject: """,-47.15324020385742
555,FG,5844,"At the end of 2018–19 the league was restructured, and St Dennis successfully applied for promotion to the Premier Division West, at Step 6 of the National League System.",-94.65988159179688
556,FG,6592,"Hugh Macdiarmid discussed in 1926 a ""new Glasgow school"" of novelists, listing figures of whom only Catherine Carswell attained the same sort of stature as Blake.",-88.47750854492188
557,FG,1480,"Money was raised by public subscription, in June 1850 the ""Appleton Academy"" was incorporated, the building was completed, and in the fall of that year the new school opened.",-32.57513427734375
558,FG,5983,"Agent Sai Sreenivas Athreya (Naveen Polishetty) wakes up in the middle of the night to a personal tragedy, the death of his mother.",-62.394134521484375
559,FG,9247,"Myanmar at the 2006 Asian Games  Myanmar participated at the 2006 Asian Games, held in Doha, Qatar from December 1 to December 15, 2006, ranked 27th in the medal tally.",-35.45233154296875
560,FG,177,"In ""Point of View"", Pat Mullen had nothing but praise for the film, saying that """"Write"" offers an appropriately poetic portrait of this influential voice.""",-67.6890869140625
561,FG,9471,"Upon his arrival in Florida, the ""St. Augustine Record"" reported that he was 4 feet (1.2 meters) long and weighed 18 pounds (8 kilograms).",-22.451396942138672
562,FG,10576,"The song was released as a single off of Quality Control's second studio album, ""Control the Streets, Volume 2"", which was released on August 16, 2019.",-50.644195556640625
563,CK,9418,"In 2013, the Hothouse Theatre in Albury/Wodonga commissioned a play entitled ""The Pyjama Girl"" from Canberra playwright Emma Gibson which it performed.",-57.03020095825195
564,CK,1536,"The model designation added the letter ""L"" sometimes next to the Z and sometimes after (i.e. ZL42, ZL50 or Z47L).",-64.04954528808594
565,CK,12254,"The second edition of the Jepson plant manual and the USDA Germplasm Resources Information Network have adopted the name ""Ericameria nauseosa"".",-32.25522232055664
566,CK,3372,"In 1999, residents of The Sentinels together with four other council owned estates, voted to transfer their homes into the ownership of an independent housing association, Optima Community Association.",-74.41693878173828
567,CK,8865,"Before becoming the head coach at UMKC Brown was a member of John Beilein's staff for 10 years, five years at Richmond and five years at West Virginia.",-31.738338470458984
568,DQ,744,Two of DeBoer's losses at Sioux Falls came at the hands of Mike Van Diest's national title-winning Carroll Fighting Saints squads in 2005 and 2007.,-73.44096374511719
569,DQ,7468,"It was plotted from Australian National Antarctic Research Expeditions air photos, and was named for R.H. Eather, an auroral physicist at Mawson Station in 1963.",-26.106887817382812
570,DQ,3818,"Of Pyotr Ilyich Tchaikovsky's First Piano Concerto he wrote, ""Tchaikovsky's First Piano Concerto, like the first pancake, is a flop.""",-23.319963455200195
571,DQ,12639,"I almost look at 'Mode to Joy' as a memory…a lot of the songs on the first album I wrote when I was really young, in my early teens.",-75.81755828857422
572,DQ,13497,"Despite the loss, the team's performance in the tournament was impressive enough that Hoang is one of the few players who were called up to play in the national team.",-26.151763916015625
573,DQ,345,"Every October, ""Millennium"" organises a conference at the London School of Economics that forms the basis for a special conference issue, published as each volume's issue 3.",-57.12619400024414
574,DQ,5814,It was occupied during the Croghan Phase (1100 to 1200 CE) of the local chronology and was a contemporary of Baum Phase sites in the Scioto River valley.,-63.35064697265625
575,DQ,1325,"He was the son of William Northey of Compton Basset, Wiltshire and his wife Abigail Webster, the daughter of Sir Thomas Webster, 1st Baronet of Battle Abbey, Sussex.",-52.91741943359375
576,DQ,8997,40 years after the founding of G.S.R. Aegir they participated for the first time in the Varsity of 1918 and thus could join the KNSRB.,-86.61255645751953
577,AL,14283,Frank J. Selke Trophy  The Frank J. Selke Trophy is awarded annually to the National Hockey League forward who demonstrates the most skill in the defensive component of the game.,-17.758249282836914
578,AL,3810,"Ever since this fight, Gohan has given up on fighting and has continually gotten weaker to the point that he can't use his Super Saiyan transformations without straining himself.",-55.76982879638672
579,AL,12033,"According to Paracelsus and his subsequent followers, there are four categories of elementals, which are gnomes, undines, sylphs, and salamanders.",-32.169097900390625
580,AL,7970,"The entire section in Victoria is categorised as a freeway by government roads authority VicRoads, although a few intersections along the route are not yet grade-separated.",-42.38314437866211
581,BO,7056,"In addition to his several books, Ahl has published articles on topics including ancient Greek music, Homeric narrative, rhetoric in antiquity, and Latin poetry of the Roman imperial period.",-53.612979888916016
582,BO,5256,"Choreographed pre-match visual displays (tifo)) using a variety of materials became ""de rigueur"" for important matches in the manner of large European soccer clubs.",-94.89474487304688
583,BO,6085,"In 1194 De Redvers took part in the second coronation of King Richard the Lionheart (1189-1199), when the Canopy was supported by four Earls.",-60.512115478515625
584,BO,3947,"203rd Battalion (Winnipeg Rifles), CEF  The 203rd (Winnipeg Rifles) Battalion, CEF was a unit in the Canadian Expeditionary Force during the First World War.",-5.632187366485596
585,BO,11782,"At its height, Nagar encompassed most of the southwestern half of the Khabur Basin, and was a diplomatic and political equal of the Eblaite and Mariote states.",-68.40397644042969
586,BO,3315,"The cast includes Pia Zadora in the title role, Lloyd Bochner, Bibi Besch, Jared Martin, and in an early film appearance, Ray Liotta.",-57.585609436035156
587,BO,9986,"Thank You (Led Zeppelin song)  ""Thank You"" is a song by the English rock band Led Zeppelin from their second studio album ""Led Zeppelin II"" (1969).",-11.803783416748047
588,FB,7023,"The Xuxa box office forecast and the ""Xuxa e o Tesouro da Cidade Perdida"" was to account for between 2 million and 3 million viewers.",-59.558040618896484
589,FB,3173,"The two works were the largest Martiny had ever created, and had to be completed on-site as they were too large to have fit through the building's door.",-60.25222396850586
590,FB,13117,"On his appointment as ambassador to Indonesia, he expressed strong ambition for the UK partnership with a country that is ""rapidly growing country at the heart of Asia's future"".",-74.34297180175781
591,FB,12733,"Matteo Ciacci  Matteo Ciacci (born May 5, 1990) is a Sammarinese politician, who served as one of the Captains Regent, alongside with Stefano Palmieri.",-50.709224700927734
592,FB,7052,"In January-February 2016 Thompson presented a sculptural ready-made work ""Sucu Mate/Born Dead"" (2016) at Hopkinson Mossman in Auckland.",-101.85415649414062
593,FB,12819,"He is known for his roles in the television series ""Banana"", ""Cucumber"", ""Paranoid"", ""Gentleman Jack"" and ""Years and Years"".",-35.42652893066406
594,FB,446,"At the beginning of 2018, Sibinović moved to the Serbian League West side Tutin, along with former teammates Stefan Todorović and Borko Milenković.",-30.567766189575195
595,FB,1590,"The Zanzibar International Film Festival hosts films, workshops, exhibitions, Dhow races, music and performing arts, as well as panoramas of women, children and villages.",-42.52079772949219
596,FB,12918,"The standard Namibian Infantry Brigade consists of a bde Headquarters, a transport coy, logistics coy and a medical coy supporting three Infantry battalions and an artillery regiment.",-51.008792877197266
597,FB,651,"Then they put food on the apparatus and observed what happened when the first otter arrived at the nearest end of the rope, as there was no partner yet at the other end.",-78.14418029785156
598,FB,8523,"Sweet Caress is an audacious, sweeping, rich layer cake of a novel, at once a textual hall of mirrors and a brilliant tale of a life well lived"".",-94.63987731933594
599,EY,7765,"These includes Harishchandrachi Factory,Taptapadi (2014), Elizabeth Ekadashi (2014) and Chi Va Chi Sau Ka (2017).",-106.55465698242188
600,EY,5483,"Ansel Road Apartment Buildings Historic District  The Ansel Road Apartment Buildings Historic District is a historic residential district in the Hough neighborhood of Cleveland, Ohio, in the United States.",-13.53707218170166
601,EY,12000,"There were also days in Mérida and several nearby towns of Caracas, where the architecture was lent to settle a town of time these replaced the Andean for the following chapters.",-142.71282958984375
602,EY,1153,"Chip Away the Stone"" was performed between ""Stop Messin' Around"" and ""I Don't Want to Miss a Thing"" in São Paulo and Recife; """,-52.14037322998047
603,EY,8268,"<onlyinclude></onlyinclude>  At the end of the regular season the bottom 8 Championship teams play each other once more, home or away.",-31.796207427978516
604,EY,6875,"Following the screening, journalist Ramin Setoodeh moderated a question-and-answer session with Jorma Taccone, Tracy Morgan, and Tiffany Haddish.",-69.23981475830078
605,EY,12725,"In this capacity, she was the parliament's co-rapporteur (alongside Marianne Dubois) on the introduction of the General National Service (SNU) in 2018.",-87.42758178710938
606,BD,5187,"Becerra-Schmidt was born in Temuco, studied in Santiago, and lived in Germany since 1973, where he taught at the University of Oldenburg since 1974.",-29.7940673828125
607,BD,6800,"However, during the 1960s and 1970s, official Spring Day celebrations were considered an anachronism, as Cornell was in the midst of Vietnam-era protests and civil unrest.",-48.9935302734375
608,BD,1005,"Originally portrayed solely in black and white, Broweleit requested that the pieces be portrayed in color, and Logg altered the game accordingly prior to the next Consumer Electronics Show.",-100.2255859375
609,BD,11060,"In 2010, Urs Gasser, along with Palfrey and others, led a review of Internet governance body ICANN, focusing on transparency, accountability, and public participation.",-51.811988830566406
610,BD,7910,"In 2002 CP Ships acquired Italia Line, which used to be owned by the government's Finmare Group and was owned by D'amico at the time of purchase.",-66.28915405273438
611,BD,2851,"Mota had a 2.96 ERA in 1999, his rookie season, but he struggled in his next two seasons and was traded to the Los Angeles Dodgers prior to 2002.",-32.08367919921875
612,BD,14697,"Parrott"" remained in the area until 31 July, and returned 10 September to Shanghai for duty with the Yangtze River Patrol until 16 October when she departed for the Philippines.",-46.89141082763672
613,CW,2242,"Gladys raised King and his two siblings while working in a kitchen at The Greenbrier resort, all the while instilling in them the importance of hard work and education.",-49.821044921875
614,CW,11151,"The monthly U.S. oil production reached 10.07 million b/d in November 2017, the highest monthly level of crude oil production in U.S. history.",-41.180755615234375
615,CW,2533,"Due to the Poor Laws, vagrants to receive and poverty relief had to seek it from the parish where they were last legally settled, often the parish where they were born.",-96.25241088867188
616,CW,1655,"The U.S. government was also strongly concerned about the illicit distribution of digital products through peer-to-peer networks, streaming sites, and one-click hosting services.",-48.877716064453125
617,CW,12341,"Torres compiled an impressive amateur record of 78-10, winning the New Jersey Golden Gloves Championship three times in 2001, 2002, and 2003 at the 141 pound Junior Welterweight limit.",-42.4383430480957
618,CW,9588,"That same year, Jorge Carpio participated again as presidential candidate in the November general election, winning first place in the first round, but took second place in the second round.",-41.18131637573242
619,CW,8479,"Ryan claims that he and four other men were abducted, locked in a basement and told they must play a series of games, the winner of which would be allowed to live.",-41.374996185302734
620,CW,84,"Catalonia April Fair  The April Fair of Catalonia, (Feria de abril de Cataluña), is an annual event held in the Catalan capital of Barcelona, Spain.",-18.877151489257812
621,CW,8090,"Long Beach State (LBSU) has competed since 1969 in the NCAA Division I Big West Conference (BWC), known at the time as the Pacific Coast Athletic Association.",-30.472877502441406
622,CW,11565,"By contrast, other regions more climatically and geographically favored to draw on, or borrow from the advances of Asia and the Middle East were able to leverage military power more easily.",-62.57925033569336
623,DC,12131,"Kartause"" or ""Kloster Tückelhausen"") is a former Carthusian monastery, or charterhouse, in Ochsenfurt in Bavaria, Germany.",-75.09038543701172
624,DC,7140,"After a scoreless first quarter, St. Louis trailed in the second quarter as Seahawks quarterback Matt Hasselbeck completed a 1-yard touchdown pass to tight end John Carlson.",-22.422630310058594
625,DC,3685,"Born in Ottawa, Ontario, Canada, Duval played intermediate hockey for the Ottawa Aberdeens and Ottawa Atlantic Railway teams before joining the Ottawa Hockey Club in the 1899–1900 season.",-100.98503112792969
626,DC,161,The Get Up Kids are widely considered to be one of the more prominent groups to take part in the second-wave emo movement that took place in the mid-1990s.,-13.385993957519531
627,DC,128,"Notable birds found in the lake area include the little bittern, cattle egrets, grey herons, white storks, common teal and Eurasian coot.",-37.19255828857422
628,DC,10976,"At the Jerusalem International Book Fair in 2007, a large audience gathered to hear her talk about the translation process, with fans elbowing their way in for autographs and photos.",-30.767379760742188
629,DC,6063,"Nevertheless, Shroot joined Birmingham on 2 January 2009, signing a -year contract with a one-year option, for what was described as a ""nominal"" fee.",-56.80827713012695
630,DC,7160,"Even in the naming, Africa is at the center and in African cosmology, ""nommo"" is the proper naming of a thing which calls it into existence.",-88.46571350097656
631,BY,3847,"Abeer's home was situated approximately 200 meters (220 yards) from a six-man U.S. traffic checkpoint (TCP), southwest of the village.",-65.15071105957031
632,BY,7492,Following the German invasion of the Soviet Union a number of MS-1s were given guns and entered service as the T-18M.  SU-18 Self Propelled Gun.,-57.92034149169922
633,BY,7349,"Monsters Unleashed"", ""Tales of the Zombie"", ""Vampire Tales"" and others, and the exposure afforded by industry leader Marvel made Marcos a popular artist of the 1970s.",-89.32801055908203
634,BY,3194,"Records show that Pfalz received 84 such engines between July and October 1918, but there is no photographic evidence of any production D.XII equipped with the BMW IIIa.",-51.740909576416016
635,BY,9738,Hasar's descendant Jayisang contributed to the rise of Manchu Qing Dynasty (1636–1912) and intermarried with the Aisin Gioro imperial family.,-96.72193908691406
636,BY,10104,"For this later production, Bellini specifically rejected a request by Gilardoni to revise the libretto, preferring instead Felice Romani, whom he regarded as the superior poet.",-53.92192840576172
637,BY,8736,"Lahti Symphony Orchestra  The Lahti Symphony Orchestra (""Sinfonia Lahti"") is a Finnish orchestra, based in the city of Lahti.",-7.3606367111206055
638,BY,6211,"There is a single bus connection at Madison station, the 873, which runs six days a week (excluding Sunday) from Parsippany–Troy Hills to Livingston.",-88.09440612792969
639,ER,5388,"A continuation of the ""Swedish coalition"" (N-VA, MR, CD&V and Open Vld), potentially expanded with cdH, was a likely scenario.",-95.89315795898438
640,ER,12426,"Tesoro attacks Luffy with a massive tendril of gold, but Luffy destroys it and defeats him, sending him flying into the Marine fleet where he is arrested.",-49.14440155029297
641,ER,2985,"In 2004, Festival Benevento Citta Spettacollo invited Ms. Lenzu to choreograph ‘Deserere’ in Benevento, Italy.",-103.63606262207031
642,ER,281,"A high school sophomore with a passion for filmmaking sets out to make a film about her favorite band, All Time Low, and enter it in her school's film competition.",-15.480901718139648
643,EW,2682,"The film received funding from the Sage Foundation, Firelight Media, the Asian Giving Circle, City of Chicago Department of Cultural Affairs and Special Events, and the Illinois Arts Council.",-58.923927307128906
644,EW,4556,"In modern times, a wantilan is used for sport activities, performances, traditional dance classes, or even to hold a seminar or as a dining hall of a restaurant.",-73.46336364746094
645,EW,11566,"Bhoika  Bhoika is a village and former Rajput princely state in Limbadi Taluka of Surendranagar district, on Saurashtra in Gujarat, India.",-23.4771785736084
646,EW,7854,"After winning medals and accolades for her state, and India, she went on to also become the first female boxer of Haryana state to be presented with the Arjun Award in 2013.",-76.46568298339844
647,EW,2435,"Vivien Law  Vivien Anne Law, Lady Shackleton, (22 March 1954 – 19 February 2002) was a British linguist and academic, who specialised in grammar.",-83.28826904296875
648,EW,6182,"Gimenez scored his first senior goal on 5 April 2015, netting the last in a 2–0 home win against São Paulo for the ""Paulistão"" championship.",-51.998111724853516
649,EH,4084,"If the leading candidate does not have an absolute majority (50%+) of the votes, then a second round is held between the two leading candidates in the first round.",-16.669301986694336
650,EH,1138,"The title ""bachagha"" (, chief commander) was a creation of the French authorities, denoting an intermediate status between ""caid"" and ""khalifa"".",-73.85474395751953
651,EH,4387,"Ibajay Bridge and Kalibo Bridge, which were the two of the biggest bridges in Panay, sustained damage (Bautista, M.L.P et al.,",-73.43270874023438
652,EH,5711,"Bhavina won the Bronze Medal in International Table Tennis Federation (ITTF) Asian Para Table Tennis Championship that was organised from 23rd to 31st Aug 2017 in Beijing, China.",-54.196327209472656
653,EH,10308,"Directed by Shane Drake, the video features Flo Rida and his friends (dressed in Rat Pack-inspired wardrobe) going to Planet Hollywood Resort & Casino in Las Vegas.",-40.281097412109375
654,EH,10773,"The central competitive circuit of Rocket League, sponsored by Psyonix Studios, will distribute a prize pool worth $4,500,000 this upcoming 2020-2021 competitive split.",-109.46110534667969
655,EH,9830,"also known as Sūkhtkūh) is a village in Ahandan Rural District, in the Central District of Lahijan County, Gilan Province, Iran.",-22.232046127319336
656,EH,12633,"In 1639 she mentions her attitude toward her ladies in waiting in regard to Beata Oxenstierna and her daughter, maid of honor Märta Ulfsparre: """,-68.38579559326172
657,EH,9366,"The school was opened on September 19, 1832, with 30 boarders, 18 boys and 12 girls, along with 15 daytime-only students, 8 boys and 7 girls.",-48.48195266723633
658,FF,7367,"The frescoes are said to include contemporary portraits of the family, in the depictions of the ""Life of St Catherine"", including an altarpiece depicting her ""Mystical Marriage"".",-76.08885192871094
659,FF,9612,"The series was the most successful debut for a factual entertainment show on BBC Two in over three years, and one of the most-watched shows of the year for the channel.",-28.431379318237305
660,FF,6994,"After he had captured ""Jeune Richard"", Rogers had her crew come on deck one by one and placed irons on them as the survivors still outnumbered his own men.",-66.74331665039062
661,FF,8033,"Test complexes are intended for the setting of a modern laboratory workshop for students and undergraduates as a part of the disciplines of the mechanical science, which include tribo-fatigue.",-105.74307250976562
662,DD,2950,"He promotes the Cali Chicken Bacon Ranch pizza in a face off against the Memphis BBQ Chicken pizza, whose promoter suggests that Minor ""put some South in his mouth.""",-108.67708587646484
663,DD,12190,"A mixture of original recordings and covers, it featured White's versions of ""Hard To Handle"" made popular by Otis Redding and ""Boom Boom"" by John Lee Hooker.",-23.593666076660156
664,DD,10292,"This company was involved in the extraction and export of rubber from the state, another highly profitable business, but later became involved in abuses of human rights against those under its power.",-55.549625396728516
665,DD,8255,"The story begins with Senator Hennington, a white, liberal senator who is facing a tight re-election vote, and so is looking for ways to win the Negro vote.",-70.3955078125
666,BI,3905,"On 25 April the girls celebrated the group's 100th solo concert in Utsunomiya, Tochigi during their spring concert tour Sono Subete no Ai ni.",-58.314674377441406
667,BI,381,"A young thief named Jack (John Reardon) and his tagalong pig Sir Snout stowaway in a cart entering Camelot, angering its driver Squire Brian.",-141.91314697265625
668,BI,7549,"Pet Alien  Pet Alien is an American computer-animated series produced by Mike Young Productions, Taffy Entertainment, Antefilms Productions, and John Doze Studios in 2005.",-86.7157211303711
669,BI,2489,The song was originally recorded in September 1974 by a group of session singers (including Tony Burrows and Clare Torry) for a TV advertisement for McVitie's biscuits.,-49.252071380615234
670,BI,7938,"Cleaver has commented, ""Eileen's relationship with Gail is horrendous [...] I love all the scraps in the street with Gail.",-46.28135681152344
671,BI,6910,"It is here that Paterson may have encountered the notable stockman Charlie McKeahnie, a likely source of inspiration for Paterson's epic poem The Man From Snowy River.",-73.7212905883789
672,BI,644,"According to a SummitPost description, ""Some of the aid lines are long and difficult enough to require a bivy, making Cannon the only Big Wall in the northeast.""",-124.85360717773438
673,BI,11310,"Maurice Richardson in ""The Observer"" of 17 November 1968 said, ""Not her best though it has patches of her cosy euphoria and aura of the sinister.""",-91.4661865234375
674,BI,5372,"Embarkation leaves were held during April, and on 13 May 1958, the 2d Battle Group, 4th Infantry boarded the USNS Rose for Bremerhaven, Germany.",-71.43791198730469
675,BI,11994,Now the stage is set for a final battle to unfold between the world’s largest battleship and the mysterious dragon-like monster that glides through the seas at will.,-71.77469635009766
676,BI,2611,"When Casey learns that Lady St. Edmund is preparing to go to a retirement home and send the children back to the orphanage, she breaks down and tells them about the treasure.",-49.871829986572266
677,BI,6813,"In 2007, URA initially proposed to create a unique ""goose-egg"" shaped multipurpose complex at Hong Ming Road, which is the center of the development project.",-62.8642578125
678,DF,7889,"On 9 August 1586, he was examined for supposed complicity in the Babington Plot, and on 30 November 1586, he was discharged from the Fleet prison.",-37.030208587646484
679,DF,6700,"The characteristics of this wine are strong body, very enjoyable long finish, dark red color with dark blue hue, and rich and strong aromas of dried red fruits and spices.",-82.7416763305664
680,DF,8560,"Yet despite that Christiana – obviously as strong willed as her mother – married him anyway, in 1806, and Mrs. Swan built them a townhouse on Chestnut Street. (",-127.62059020996094
681,DF,539,"The San Diego Conquistadors were replaced for the 1975-76 season by the San Diego Sails, but folded in November, followed by the Utah Stars in early December.",-27.79277801513672
682,DF,11737,The line from Attiki station to Kifissia (a northern suburb) was opened on 2 February 1885 and was later extended further north to Strofyli.,-54.278072357177734
683,DF,8536,"Maunder (Martian crater)  Maunder is an old, eroded crater on Mars, located in the Noachis quadrangle at 50 South and 358.5 West.",-41.56208801269531
684,DU,8071,"The Begum did not want to marry Jaan Mohammad, but she wanted his money, therefore she was staging a kidnapping in order to receive a ransom from Jaan Mohammad.",-31.75033950805664
685,DU,4124,it leapt from 60th rank in 2004 by 18 ranks to be at 42nd position in the year 2005 and then rose by 10 ranks to be at 32nd position in the year 2008.,-52.8581657409668
686,DU,622,"Ratings for the eighth season on Fox declined after the series moved to Thursday nights, competing with ""Young Sheldon"" (CBS) and ""Superstore"" (NBC).",-28.58739471435547
687,DU,6989,"William Fisken, along with his brothers, Thomas and David, had a keen interest in mechanics, and in 1855 were granted a patent for an innovative new steam plough.",-49.08074188232422
688,DU,6389,"A few hours later in the early morning of October 14, he gave a speech at the University of Michigan, challenging students to serve their country abroad in the name of peace.",-33.554100036621094
689,DU,4285,"Saloon patrons had no difficulty, however, walking the short distance down the railroad tracks to the Wyoming Lumber Company settlement, established in 1907, where such businesses were allowed to flourish.",-53.89282989501953
690,DU,9816,"Played by Vanessa Marano, Bay Madeline Kennish-Vasquez (born Daphne Paloma Vasquez) is the rebellious legal daughter of John and Kathryn Kennish;",-84.21389770507812
