iterationName,wID,aID,sentence,response,rt,prob,sent_length,prob_class,source,phase,step,sentence_num,id,group_id,stimulus_type,trial_type,trial_index,time_elapsed,normed_response
prolific-pilot0,5b8fe84a1a3ec10001a81642,60b074386f55f69940871c1f,Asparagine readily follows the nitric acid cycle in equilibrium with oxaloacetate.,62,12242.724999996426,-14.424695,medium,high,bert,early,16,8,5_0,1,main_judgement,html-slider-response,16,216600,-0.3337654243032144
prolific-pilot0,5efa4e52f512b188fb57c2a2,60b072f578cecec90321a460,At the 2016 census it was in Berkeley electorate.,26,22070,-14.70581,short,low,bert,late,19959,2,5_1995,14,main_judgement,html-slider-response,17,506847,-1.151964273073265
prolific-pilot0,604bebe8b0cbb17ca91096eb,60b072fca07c9a5ecc7670b7,"""Oh geez, I have to talk to someone."" ""Talk to who?""",100,8307.890000054613,-4.350563,medium,high,bert,late,37923,6,8_1995,6,main_judgement,html-slider-response,28,534273,0.8990944127530873
prolific-pilot0,5ac56ef9fa3b4e0001737190,60b073cf191294c93a24519a,"""Otherwise, it's exactly the same.""",99,5202.050000196323,-15.548221588134766,short,high,wiki,wiki,0,30,0_0,11,main_judgement,html-slider-response,23,319116,0.5512659150931396
prolific-pilot0,5f851ebc344e57203bca8d18,60b073f5854257eac6b9fa6f,"It was sickening, depressing, and so much I wondered if Aiden was even there.",46,9530.870000016876,-12.812328,medium,high,bert,late,28233,7,9_1485,23,main_judgement,html-slider-response,19,281749,0.2181490834818758
prolific-pilot0,6020487a0cc95361f7e8c0ee,60b073c35d2d6e71555fc838,The Augustinian Rule was adopted in 1429.,100,4151.129999998375,-21.81005096435547,short,high,wiki,wiki,0,38,0_0,14,main_judgement,html-slider-response,17,308261,0.8706794626980692
prolific-pilot0,5f9371409b8ab214fb35c7e5,60b07268ad324708644e9be2,"By the 1940s the AM broadcast industry had abandoned the Blaw-Knox design for the modern type of light, uniform cross section lattice mast, which had a tall radiation pattern.",100,11365.66000000306,-103.91441,long,low,bert,early,1,0,1_0,8,main_judgement,html-slider-response,19,683573,1.6045843780649025
prolific-pilot0,606f58017ceca485976866c3,60b0743e31d65a57f96c3abd,Ali Popov's name was Princess Anna.,76,7270.4150000354275,-32.26495,short,low,bert,early,8,2,9_0,2,main_judgement,html-slider-response,13,208871,-0.12556375770085135
prolific-pilot0,5be630ca1781990001f7d9f8,60b0723cf3e9b47284a8a9f3,They became the first trio of brothers to represent Australia in rowing at the same Olympics when they all rowed at Athens 2004 to a bronze medal in the men's eight.,100,32781.4500000095,-32.51365661621094,long,high,wiki,wiki,0,18,0_0,24,main_judgement,html-slider-response,13,268112,0.6519038241108966
prolific-pilot0,5c83c444b5bfcb00135af499,60b0744cdcdb3fa8935b1cd1,"The licence plate reads ""OKT42"".",100,5597.545000011451,-26.962421417236328,short,high,wiki,wiki,0,33,0_0,13,main_judgement,html-slider-response,8,167226,0.6248460575001179
prolific-pilot0,5f2de85a6a3798144d095ae8,60b07301f967db8f078bc214,They can withstand cold and can be shipped easily.,96,15726.315000036266,-18.612274169921875,short,high,wiki,wiki,0,48,0_0,10,main_judgement,html-slider-response,19,524722,0.6600831303856604
prolific-pilot0,5f3dfbe7871782220d460d41,60b0734f17712d69dc71bb1d,The school currently had enrollment of 136 students in grades 6-12 at the time of closing.,100,11073.365000076592,-13.805967330932615,medium,high,wiki,wiki,0,1,0_0,22,main_judgement,html-slider-response,22,454913,0.6255432421712243
prolific-pilot0,5b8fe84a1a3ec10001a81642,60b074386f55f69940871c1f,A total of 6 teams were invited to participate.,90,4658.820000004198,-6.4689364,short,high,bert,early,4,9,5_0,1,main_judgement,html-slider-response,17,221259,0.4497006112188861
prolific-pilot0,5ac56ef9fa3b4e0001737190,60b073cf191294c93a24519a,"Wherever she went, everyone in town recognized her.",98,4996.384999947622,-6.694415,short,high,bert,late,9959,5,9_995,11,main_judgement,html-slider-response,24,324115,0.48013482927467
prolific-pilot0,5f9371409b8ab214fb35c7e5,60b07268ad324708644e9be2,Coming out malevolent and vehement.,77,4642.274999998277,-2.977951,short,low,bert,late,19959,2,9_1995,8,main_judgement,html-slider-response,20,688218,0.37266121018354886
prolific-pilot0,5f87993abcee241dace4a140,60b070e8c877556b2b6b9aa0,Orwell fell seriously ill in March 1929 and shortly afterwards had money stolen from the lodging house.,69,11141.364999995858,-32.30157470703125,medium,high,wiki,wiki,0,3,0_0,17,main_judgement,html-slider-response,31,304693,0.6649658623533079
prolific-pilot0,5fe23778dfad15d9ff85e429,60b073327ba31ce960632c10,He led efforts to improve the quality of the public service and to respond to natural disasters locally.,74,8855.815000017174,-10.847139,medium,low,bert,early,256,3,5_13,7,main_judgement,html-slider-response,19,341955,-0.018523680585685414
prolific-pilot0,6020487a0cc95361f7e8c0ee,60b073c35d2d6e71555fc838,At the 2016 census it was in Berkeley electorate.,83,7056.194999997388,-14.70581,short,low,bert,late,19959,2,5_1995,14,main_judgement,html-slider-response,18,315318,0.30381155719677316
prolific-pilot0,5f2de85a6a3798144d095ae8,60b07301f967db8f078bc214,Calcutta gave me a look with a strange expression.,98,6340.629999991506,-21.52552,short,low,bert,late,14909,0,1_1490,10,main_judgement,html-slider-response,20,531067,0.7314434688057317
prolific-pilot0,604bebe8b0cbb17ca91096eb,60b072fca07c9a5ecc7670b7,"It was rummy, a hallucination.",79,8663.884999928996,-11.73025,short,high,bert,late,19959,6,6_1995,6,main_judgement,html-slider-response,29,542938,0.531612124866103
prolific-pilot0,602dde49f732e98a92fc1d4a,60b0733e06bca0e74139749a,"Batman: The Ride clones operate with two steel and fiberglass trains, each containing eight cars.",15,11755.30499999877,-50.64628601074219,medium,low,wiki,wiki,0,12,0_0,28,main_judgement,html-slider-response,12,253336,-0.7249430365977986
prolific-pilot0,5efa4e52f512b188fb57c2a2,60b072f578cecec90321a460,It supplements its diet with occasional insects and fruit.,100,11055,-11.840860366821287,short,high,wiki,wiki,0,49,0_0,14,main_judgement,html-slider-response,18,517905,0.7660562415937213
prolific-pilot0,606f58017ceca485976866c3,60b0743e31d65a57f96c3abd,"Peter Davis, Elaine Pearson, and Walt Rigon were members in the new riding of Sturgeon, at one time as junior MLA, before becoming an independent in the 1998 election.",42,9963.495000032708,-88.312195,long,high,bert,late,34859,6,8_995,2,main_judgement,html-slider-response,14,218838,-0.5421188369447356
prolific-pilot0,5b8fe84a1a3ec10001a81642,60b074386f55f69940871c1f,"1,204 people are employed in the secondary sector and there are 100 businesses in this sector.",84,7804.305000005115,-12.365591,medium,high,bert,early,16,7,8_0,1,main_judgement,html-slider-response,18,229065,0.5986586181946544
prolific-pilot0,5f851ebc344e57203bca8d18,60b073f5854257eac6b9fa6f,"Pak features some of the most iconic and memorable styles in the music industry, ranging from her signature tail o'eye get-up, to her distinctive hair styles and clothing.",61,11186.789999977918,-75.0878,long,low,bert,early,8,1,0_0,23,main_judgement,html-slider-response,20,292939,0.049430514228471216
prolific-pilot0,5c83c444b5bfcb00135af499,60b0744cdcdb3fa8935b1cd1,He attended Linda Linda Christian school 1999 - 2002.,17,11318.165000004228,-14.827243,short,high,bert,late,14959,6,2_1495,13,main_judgement,html-slider-response,9,178546,-1.4812340550891119
prolific-pilot0,609d4bb308041aa91293b18a,60b0722722ec28d2ac89469c,"It also made Montoya capable of killing everyone, including Gwen with her magic and Gwendolyn retrieving her servant, Falco, who is solely at her mercy.",50,22042.839999994612,-32.780785,long,high,bert,late,68634,8,4_1960,24,main_judgement,html-slider-response,16,113313,-0.47870048578778507
prolific-pilot0,5fe23778dfad15d9ff85e429,60b073327ba31ce960632c10,The aftermath of everything felt like an eternity ago.,82,7173.660000087693,-12.278902,short,high,bert,late,19959,8,7_1995,7,main_judgement,html-slider-response,20,349132,0.6521157381897732
prolific-pilot0,5ac56ef9fa3b4e0001737190,60b073cf191294c93a24519a,"June Sheets was employed in Arkansas City as an agent for the Frisco Railroad, but in 1943, he was transferred as a dispatcher to Enid in northern Oklahoma.",98,9150.859999936074,-58.92942428588867,long,high,wiki,wiki,0,15,0_0,11,main_judgement,html-slider-response,25,333268,0.14978617237881953
prolific-pilot0,5f2c76470e8fb9029c87bc18,60b071a6b2f2d4b95cc38918,"All the saints that I had ever known teased inside of me, streaking back and forth.",94,32329.16999999713,-24.321884,medium,high,bert,late,37923,7,4_1995,7,main_judgement,html-slider-response,20,891337,0.47324041955048635
prolific-pilot0,5be630ca1781990001f7d9f8,60b0723cf3e9b47284a8a9f3,"Taking a deep breath, she turned to Vince.",100,14157.329999958165,-8.396572,short,low,bert,late,14959,3,1_1495,24,main_judgement,html-slider-response,14,282272,0.7506749010785245
prolific-pilot0,6020487a0cc95361f7e8c0ee,60b073c35d2d6e71555fc838,Wabbowiel attended the Alnavel Alnwick school (also county school).,10,8361.254999996163,-47.79676,medium,high,bert,late,28423,8,2_1495,14,main_judgement,html-slider-response,19,323680,-1.1881125843068352
prolific-pilot0,5bced6c7b716510001891149,60b0738768107631124be444,"Like halogens it is converted to citric acid, by elimination with oxaloacetate.",99,17269.68499999994,-19.136387,medium,high,bert,early,256,8,0_13,1,main_judgement,html-slider-response,4,403709,0.4402187880790007
prolific-pilot0,604bebe8b0cbb17ca91096eb,60b072fca07c9a5ecc7670b7,The name was dropped soon after the English conquered.,19,7983.680000063032,-22.942970275878903,short,high,wiki,wiki,0,45,0_0,6,main_judgement,html-slider-response,30,550923,-0.870441830824718
prolific-pilot0,5b8fe84a1a3ec10001a81642,60b074386f55f69940871c1f,I just cannot bring her face to face experience.,24,6539.814999996452,-39.093166,short,low,bert,late,14959,1,9_1495,1,main_judgement,html-slider-response,19,235606,-1.46515360429379
prolific-pilot0,609d4bb308041aa91293b18a,60b0722722ec28d2ac89469c,In the same event at the 1956 summer olympics.,93,5483.2900000037625,-5.6779265,short,low,bert,late,9609,1,1_960,24,main_judgement,html-slider-response,17,118801,0.34755779680640964
prolific-pilot0,5f2de85a6a3798144d095ae8,60b07301f967db8f078bc214,Jasnah had visited and killed a race.,50,11319.039999973029,-29.069206,short,high,bert,late,8609,5,2_860,10,main_judgement,html-slider-response,21,542391,-0.9812046532759816
prolific-pilot0,5c83c444b5bfcb00135af499,60b0744cdcdb3fa8935b1cd1,Ali Popov's mother is Joy Rose.,100,6806.060000002617,-35.753357,short,low,bert,early,4,2,9_0,13,main_judgement,html-slider-response,10,185354,0.6248460575001179
prolific-pilot0,5b146e7bc85dc40001624518,60b07440dc90512b5988b9ac,"After spending the next several days in an Illinois hospital, Ellie was received into the custody of her husband, John, whom she was pleased to discover was still very much alive.",100,27478.114999947138,-40.911377,long,high,bert,early,2,5,2_0,3,main_judgement,html-slider-response,14,227061,0.6974796870722958
prolific-pilot0,5f851ebc344e57203bca8d18,60b073f5854257eac6b9fa6f,He moved his lips to taste her cheekbone.,34,4152.369999996154,-11.009748,short,high,bert,late,9959,7,9_995,23,main_judgement,html-slider-response,22,302819,-1.1962788134110143
prolific-pilot0,60919c429791be8bbf8e50d6,60b071f7c5a3f81e9b75e0b9,"It was sickening, depressing, and so much I wondered if Aiden was even there.",52,38312.66500000493,-12.812328,medium,high,bert,late,28233,7,9_1485,23,main_judgement,html-slider-response,21,815442,-0.46042585928861096
prolific-pilot0,5f3dfbe7871782220d460d41,60b0734f17712d69dc71bb1d,He remembered the next conversation at the last moment.,100,19037.72999998182,-21.775139,short,high,bert,late,9959,8,2_995,22,main_judgement,html-slider-response,23,473956,0.6554782515202232
prolific-pilot0,606f58017ceca485976866c3,60b0743e31d65a57f96c3abd,"However, in the sixth and final match, she was disqualified after she accidentally collided with her opponent, Jose Luis Alvarado, which forced the man to leave the ring.",32,12249.895000015385,-16.534664,long,high,bert,early,512,8,7_14,2,main_judgement,html-slider-response,15,231095,-1.0406189168939177
prolific-pilot0,5ac56ef9fa3b4e0001737190,60b073cf191294c93a24519a,"The occupant is a mysterious princess whose name has never been recorded in any historical documents, and who appears in Yung-chʻien's recurring dreams.",98,9144.284999929368,-56.38375854492188,long,high,wiki,wiki,0,4,0_0,11,main_judgement,html-slider-response,26,342414,0.14978617237881953
prolific-pilot0,5fe23778dfad15d9ff85e429,60b073327ba31ce960632c10,Cleaning of withers is typically done by patients.,94,9730.949999997392,-28.503284,short,low,bert,early,64,1,8_6,7,main_judgement,html-slider-response,21,358867,0.9315939116996761
prolific-pilot0,6020487a0cc95361f7e8c0ee,60b073c35d2d6e71555fc838,The company bought out other coal-bearing minerals in the area and began drilling artesian wells.,31,10484.205000000657,-13.530231,medium,high,bert,early,32,5,5_1,14,main_judgement,html-slider-response,20,334165,-0.5465317887811441
prolific-pilot0,6082e551f5d090a33d46e4d4,60b073dedfc0070c154a6d51,The Hats eagerly caught at the opportunity of recovering the lost lands and their own prestige with justice.,60,50267,-77.21703,medium,low,bert,early,0,1,8_0,25,main_judgement,html-slider-response,6,291527,-0.08158924398306318
prolific-pilot0,5f851ebc344e57203bca8d18,60b073f5854257eac6b9fa6f,His skin was hard and wet from itching.,44,5062.89500001003,-19.728642,short,low,bert,late,9959,4,8_995,23,main_judgement,html-slider-response,23,307884,-0.8604812517517823
prolific-pilot0,5bced6c7b716510001891149,60b0738768107631124be444,The newly elected president proposes an early recall strategy.,91,10245.989999999932,-30.907711,short,low,bert,early,32,1,9_3,1,main_judgement,html-slider-response,5,413961,0.5180786130343021
prolific-pilot0,5e9d6a2ca8d25e02952d0483,60b0747c04492defd4b6db70,"In 1869, Keshub Chunder Sen selected from his missionaries four persons and ordained them as ""adhypaks"" or professors of four old religions of the world.",29,29609,-93.27860260009766,long,low,wiki,wiki,0,14,0_0,14,main_judgement,html-slider-response,4,165468,-1.0506307454024406
prolific-pilot0,609d4bb308041aa91293b18a,60b0722722ec28d2ac89469c,University of Ohio State university professor Arnold Schwarzenegger taught the concept of movement into the ram.,43,7522.70000000135,-39.708347,medium,high,bert,late,37923,8,9_1995,24,main_judgement,html-slider-response,18,126329,-0.11459925068413995
prolific-pilot0,5b146e7bc85dc40001624518,60b07440dc90512b5988b9ac,"An argument with Thelonious Monk during the recording of ""Bags' Groove"" was reported.",100,7313.624999951571,-25.65483283996582,medium,high,wiki,wiki,0,14,0_0,3,main_judgement,html-slider-response,15,234378,0.7575883870487802
prolific-pilot0,606f58017ceca485976866c3,60b0743e31d65a57f96c3abd,"She was raised in the town Cordoba, Argentina.",98,4367.075000016484,-15.043057441711426,short,high,wiki,wiki,0,32,0_0,2,main_judgement,html-slider-response,16,235465,1.1743904396726685
prolific-pilot0,5c83c444b5bfcb00135af499,60b0744cdcdb3fa8935b1cd1,The individual diving competition all consisted of three rounds.,100,8198.314999986906,-22.109255,short,high,bert,early,1,5,0_0,13,main_judgement,html-slider-response,11,193554,0.6248460575001179
prolific-pilot0,5efa4e52f512b188fb57c2a2,60b072f578cecec90321a460,The player earns up to 10 points for their placing in all the races within the event.,90,17189,-28.01430892944336,medium,high,wiki,wiki,0,23,0_0,14,main_judgement,html-slider-response,19,535096,0.3841361440141268
prolific-pilot0,5f23893117f82616087f7efe,60b0733441835ce8f3391a3d,"It is used to house officers arrested outside the patrol car, with the exception of misdemeanors committed in the city of Las Vegas, which has its own unit.",6,38739.13500003982,-31.756752,long,high,bert,early,16,6,2_0,20,main_judgement,html-slider-response,8,508015,-0.8036780421859809
prolific-pilot0,5ac56ef9fa3b4e0001737190,60b073cf191294c93a24519a,"However, research has shown that only 7% of all communications is directly related to verbal communications.",98,6083.824999863282,-34.43363571166992,medium,high,wiki,wiki,0,25,0_0,11,main_judgement,html-slider-response,27,348500,0.43301270189221935
prolific-pilot0,5f2c76470e8fb9029c87bc18,60b071a6b2f2d4b95cc38918,About 170 campers spend summer camps each week.,11,16029.230000000214,-24.828514,short,high,bert,early,2,6,0_0,7,main_judgement,html-slider-response,21,907367,-1.3188088348250833
prolific-pilot0,5ac56ef9fa3b4e0001737190,60b073cf191294c93a24519a,The music score was composed by Mark Humphreys.,98,5151.285000145435,-11.887255,short,high,bert,early,64,7,0_6,11,main_judgement,html-slider-response,28,353653,0.48013482927467
prolific-pilot0,606f58017ceca485976866c3,60b0743e31d65a57f96c3abd,"However, in the tenth and final round, Prescott was knocked down and then hurt by a series of punches from Alvarado, which forced the referee to stop the fight.",76,7840.670000005048,-26.27457,long,high,bert,early,0,8,0_0,2,main_judgement,html-slider-response,17,243308,1.1527814348824836
prolific-pilot0,5b146e7bc85dc40001624518,60b07440dc90512b5988b9ac,He not only believed in his own business but was also cautious and cautious of his own welfare.,100,8454.810000024736,-21.153748,medium,high,bert,early,512,9,0_26,3,main_judgement,html-slider-response,16,242837,0.7575883870487802
prolific-pilot0,5f9371409b8ab214fb35c7e5,60b07268ad324708644e9be2,"After spending the following two years in an abusive home, Ward was taken into the care of her father, Blogger, where she was forced to watch him espouse money.",40,30740.31999999727,-42.404198,long,high,bert,early,256,5,5_7,8,main_judgement,html-slider-response,21,718962,-0.9974443431214259
prolific-pilot0,602dde49f732e98a92fc1d4a,60b0733e06bca0e74139749a,"""Are you mad at me?"" Lyla takes off across the room and starts to pack his bag, and it takes cuz time cuz Henry's mumble.",14,16801.34500004351,-41.950005,long,low,bert,late,65484,0,9_1870,28,main_judgement,html-slider-response,14,279199,-1.5066921228892511
prolific-pilot0,5be630ca1781990001f7d9f8,60b0723cf3e9b47284a8a9f3,"House visited selected universities, including the University of Tennessee - Appalachia and UC Santa Barbara.",100,21909.519999986514,-26.236677,medium,low,bert,late,24623,0,6_1295,24,main_judgement,html-slider-response,15,304184,0.63339661426605
prolific-pilot0,5fa76304caa4374da116923a,60b0713d4a6be3e761c2149f,"Salisbury's great contribution was usually his painting of over forty large canvases of historical and contemporary events, a field in which he was virtually unchallenged until 1951.",65,89164.99999999907,-99.871216,long,low,bert,early,2,4,1_0,17,main_judgement,html-slider-response,16,1016021,0.9257717982152068
prolific-pilot0,609d4bb308041aa91293b18a,60b0722722ec28d2ac89469c,The platform diving events were one of six events.,11,10545.37999999593,-8.671114,short,high,bert,early,16,5,9_1,24,main_judgement,html-slider-response,19,136882,-2.1618532140977296
prolific-pilot0,5f851ebc344e57203bca8d18,60b073f5854257eac6b9fa6f,"She has been very interested in music, since she started receiving vocal lessons in her early childhood.",50,12468.244999996386,-16.926464,medium,high,bert,early,256,9,3_13,23,main_judgement,html-slider-response,24,320355,0.42968758867642204
prolific-pilot0,5b8fe84a1a3ec10001a81642,60b074386f55f69940871c1f,"Most of today's Van Tuyls and Van Tyles are descended from the two youngest boys, twins Abraham and Isaac, both of whom became farmers on Staten Island.",42,17789.134999999078,-63.51420593261719,long,high,wiki,wiki,0,2,0_0,1,main_judgement,html-slider-response,21,258526,-0.4746237602601729
prolific-pilot0,5f9371409b8ab214fb35c7e5,60b07268ad324708644e9be2,"1,253 people are employed in the secondary sector and there are 292 businesses in this sector.",94,5027.094999997644,-13.797546,medium,high,bert,early,0,7,5_0,8,main_judgement,html-slider-response,22,723992,1.176612881894776
prolific-pilot0,5f23893117f82616087f7efe,60b0733441835ce8f3391a3d,Over the centuries they both began to crumble.,100,13039.779999991879,-9.936221,short,low,bert,late,14959,4,9_1495,20,main_judgement,html-slider-response,9,521056,0.724568837309472
prolific-pilot0,606f58017ceca485976866c3,60b0743e31d65a57f96c3abd,"The finals were held at the Beilun Sports and Arts Centre in Ningbo, China.",83,6196.155000012368,-21.367834091186523,medium,high,wiki,wiki,0,10,0_0,2,main_judgement,html-slider-response,18,249508,0.3569075729063762
prolific-pilot0,6082e551f5d090a33d46e4d4,60b073dedfc0070c154a6d51,"However, civil activity in refuse continued to increase.",100,15305,-31.219608,short,high,bert,late,9909,7,3_990,25,main_judgement,html-slider-response,7,306833,0.8932157056421324
prolific-pilot0,602dde49f732e98a92fc1d4a,60b0733e06bca0e74139749a,The blond girl and himself and Stratos.,2,6435.289999993984,-29.93386,short,low,bert,early,64,0,9_6,28,main_judgement,html-slider-response,15,285636,-1.67991986333476
prolific-pilot0,5b146e7bc85dc40001624518,60b07440dc90512b5988b9ac,She grew up with 5 brothers and 6 sisters.,100,6807.090000016615,-6.48319,short,high,bert,early,512,8,7_51,3,main_judgement,html-slider-response,17,249647,0.32966568270764607
prolific-pilot0,6020487a0cc95361f7e8c0ee,60b073c35d2d6e71555fc838,Leamington Spa Society; Swinton Chelmsford ; and Hempstead County Board of Health donate Swinton Hospital is the only Swinton voluntary hospital in Swinton.,28,16327.080000002752,-49.861557,long,low,bert,late,34859,3,8_995,14,main_judgement,html-slider-response,21,350493,-0.8976668314799973
prolific-pilot0,5f3dfbe7871782220d460d41,60b0734f17712d69dc71bb1d,The company bought out the copper and lead mine in the field and began drilling artesian reservoirs.,100,20827.99999974668,-31.693449,medium,high,bert,early,64,5,1_3,22,main_judgement,html-slider-response,24,494788,0.6255432421712243
prolific-pilot0,5e95b2776f14aa042513542b,60b073e4dde05d1681c66a1c,"Prorectors of education, minimizing the strain on young people acting on taboo topics.",4,63986,-32.20597,medium,low,bert,late,37923,0,9_1995,30,main_judgement,html-slider-response,11,274841,-1.2411139044501966
prolific-pilot0,5f851ebc344e57203bca8d18,60b073f5854257eac6b9fa6f,Bohringer's father was a doctor.,100,5882.720000023255,-9.570274,short,low,bert,early,128,2,5_12,23,main_judgement,html-slider-response,25,326240,1.0199850935399175
prolific-pilot0,60935d2144657b0d32bd3839,60b0727589dbd7deaf25843a,Without allaying the suspicions that had been held by the earlier explorers it may never have happened.,33,73278.65500000189,-26.202969,medium,high,bert,late,37923,9,0_1995,11,main_judgement,html-slider-response,16,716096,-0.5983111860573721
prolific-pilot0,5c54e090513f0500012869b7,60b0745487e8951e4778f45d,The author provides clear and concise detail into the workings of a killer's mind and what society can do as a whole to prevent such future tragedies from happening.,100,27540.59500002768,-52.88044738769531,long,high,wiki,wiki,0,17,0_0,9,main_judgement,html-slider-response,4,224970,0.5773502691896258
prolific-pilot0,5c83c444b5bfcb00135af499,60b0744cdcdb3fa8935b1cd1,"Tomases (bull, oxen) is a poem written by Juan Pablo de Riceti.",97,18053.56000000029,-51.9964,medium,low,bert,late,26808,2,8_1410,13,main_judgement,html-slider-response,12,211610,0.7105994322746433
prolific-pilot0,606f58017ceca485976866c3,60b0743e31d65a57f96c3abd,Belle calls on the help of her former bike messengers to pinpoint the location of the car.,70,5005.570000037551,-32.5672607421875,medium,high,wiki,wiki,0,39,0_0,2,main_judgement,html-slider-response,19,254517,-0.3059207767768939
prolific-pilot0,609d4bb308041aa91293b18a,60b0722722ec28d2ac89469c,Indianapolis also hosted the Pan American Games in 1987.,90,5784.6149999968475,-18.588756561279297,short,high,wiki,wiki,0,39,0_0,24,main_judgement,html-slider-response,20,142673,0.2557500768952826
prolific-pilot0,5f9371409b8ab214fb35c7e5,60b07268ad324708644e9be2,"The surviving officer squints up at Vonnegut. ""say whatever I say!""",65,5740.5050000016345,-25.257961,medium,high,bert,late,36688,7,6_1930,8,main_judgement,html-slider-response,23,729735,-1.2319828998662943
prolific-pilot0,5e9d6a2ca8d25e02952d0483,60b0747c04492defd4b6db70,"Extremely low temperatures are useful for observation of quantum mechanical phases of matter such as superfluids and Bose–Einstein condensates, which would be disrupted by thermal motion.",100,20170,-74.68006134033203,long,low,wiki,wiki,0,28,0_0,14,main_judgement,html-slider-response,5,185640,1.1352969593176556
prolific-pilot0,5b8fe84a1a3ec10001a81642,60b074386f55f69940871c1f,The broadcast was titled Spice Girls In Concert: Wild!,85,6096.5849999993225,-42.61017608642578,short,low,wiki,wiki,0,23,0_0,1,main_judgement,html-slider-response,22,264624,0.3046358979224712
prolific-pilot0,5bced6c7b716510001891149,60b0738768107631124be444,"1,204 people are employed in the secondary sector and there are 100 businesses in this sector.",98,20295.014999999956,-12.365591,medium,high,bert,early,16,7,8_0,1,main_judgement,html-slider-response,6,434262,0.41270511382406316
prolific-pilot0,602dde49f732e98a92fc1d4a,60b0733e06bca0e74139749a,His chorus identity was also named Quaxo.,88,6350.655000016559,-46.98116,short,low,bert,early,2,0,4_0,28,main_judgement,html-slider-response,16,291988,0.591669888973249
prolific-pilot0,5b146e7bc85dc40001624518,60b07440dc90512b5988b9ac,Around 250 ordinary residents visit the port each day.,100,6445.175000000745,-28.440298,short,high,bert,early,16,6,3_1,3,main_judgement,html-slider-response,18,256095,0.32966568270764607
prolific-pilot0,5f2c76470e8fb9029c87bc18,60b071a6b2f2d4b95cc38918,"1,180 people were employed in the secondary sector and there were 40 businesses in this sector.",80,20055.399999997462,-10.476564,medium,high,bert,early,256,7,1_13,7,main_judgement,html-slider-response,22,927424,-0.07131020020623746
prolific-pilot0,5ec593ef379271423016c557,60b072d2d43c5f452338da28,"For example, a line-to-terminus tubule is activated in the respiratory muscle diaphragm, in order to gauge homologies (time) for different nuclei.",75,26972.719999999972,-74.42435,long,high,bert,late,52359,5,3_1495,16,main_judgement,html-slider-response,4,344975,0.7585144833643989
prolific-pilot0,5be630ca1781990001f7d9f8,60b0723cf3e9b47284a8a9f3,East fortifications map was located east of Burney.,8,15293.320000055246,-46.461052,short,high,bert,late,9959,9,7_995,24,main_judgement,html-slider-response,16,319480,-1.7158283453223417
prolific-pilot0,606f58017ceca485976866c3,60b0743e31d65a57f96c3abd,"Sunday I feel the moment right, and I wonder if I'm so euphoric that you can only ask for a soothing dormer made from sturdy Kevlar.",40,5998.8049999810755,-70.47477,long,low,bert,late,68984,1,2_1970,2,main_judgement,html-slider-response,20,260519,-0.641818852934572
prolific-pilot0,6020487a0cc95361f7e8c0ee,60b073c35d2d6e71555fc838,The Hats eagerly caught at the notion of recovering the lost lands from its own prestige with justice.,57,10575.404999995953,-88.53121,medium,low,bert,early,4,1,8_0,14,main_judgement,html-slider-response,22,361069,0.2478063390125686
prolific-pilot0,5bced6c7b716510001891149,60b0738768107631124be444,I just cannot bring her face to face experience.,0,7855.504999999946,-39.093166,short,low,bert,late,14959,1,9_1495,1,main_judgement,html-slider-response,7,442122,-1.8996215811257746
prolific-pilot0,5b146e7bc85dc40001624518,60b07440dc90512b5988b9ac,The theme song was composed by Alan Thicke.,100,5928.835000027902,-11.046532,short,high,bert,early,0,7,1_0,3,main_judgement,html-slider-response,19,262027,0.32966568270764607
prolific-pilot0,5efa4e52f512b188fb57c2a2,60b072f578cecec90321a460,The two numberings are made of different values.,37,27554,-23.641756,short,high,bert,early,32,5,5_3,14,main_judgement,html-slider-response,20,562652,-0.866853115487632
prolific-pilot0,5b8fe84a1a3ec10001a81642,60b074386f55f69940871c1f,"Winters landed uncredited her roles in MGM's Over The Border (1952), The Return of the King (1954), and The First Movement (1956) among others.",78,9674.42999999912,-58.17974,long,low,bert,late,69859,1,6_1995,1,main_judgement,html-slider-response,23,274299,0.5838292272226904
prolific-pilot0,60935d2144657b0d32bd3839,60b0727589dbd7deaf25843a,"Wherever she went, everyone in town recognized her.",100,11621.69499999436,-6.694415,short,high,bert,late,9959,5,9_995,11,main_judgement,html-slider-response,17,727719,0.6838420158753037
prolific-pilot0,5f851ebc344e57203bca8d18,60b073f5854257eac6b9fa6f,"It is used to house inmates arrested in their patrol area, with the exception of misdemeanors committed in the city of Las Vegas, which maintains its own jail.",56,12002.42000000435,-38.518387,long,high,bert,early,1,6,0_0,23,main_judgement,html-slider-response,26,338245,-0.2801062472946702
prolific-pilot0,5f3dfbe7871782220d460d41,60b0734f17712d69dc71bb1d,He was also one of the rare contributors interpreting the existing contemporary caste system at a theoretical level.,100,14112.610000185668,-56.917656,medium,low,bert,early,0,4,0_0,22,main_judgement,html-slider-response,25,508905,0.6255432421712243
prolific-pilot0,602dde49f732e98a92fc1d4a,60b0733e06bca0e74139749a,"During the 1980s, the electronic label company launched a popular Petersoni IC model with ""ring collar with 3 Db/s key logic,"" which was its last reissued feature.",84,10147.45499996934,-129.60052,long,low,bert,early,256,0,5_7,28,main_judgement,html-slider-response,17,302137,0.7944376647961505
