sample_id,sent_id,sentence,prob_1,num_tokens_flag,sent_num_flag
503,1859699,"Many of the former Rayleigh fans now support the only Essex Speedway team remaining, the Lakeside Hammers, who race at the Arena Essex Raceway next to the Lakeside Shopping Centre.",-72.2586669921875,1,1
504,405264,"""O Fortuna"" is a medieval Latin Goliardic poem written early in the 13th century, part of the collection known as the ""Carmina Burana"".",-25.336612701416016,1,1
505,1200244,Dr. Prakash Amte is a selfless doctor and social worker who devoted his life towards the development and upliftment of the tribal people in the forests of eastern Maharashtra.,-52.301483154296875,1,1
506,1022354,"These may include lands in Baeza, Úbeda, and Córdoba, as well as those received after his death by his wife and children in Seville and Benacazón.",-50.415924072265625,1,1
507,812262,Turbulent Descent was the winner of more than $1.2 million in graded stakes race earnings over a three year racing career and holds the stakes record in the Santa Anita Oaks.,-48.861732482910156,1,1
508,1068022,"As was common among the Sanhaja tribes before extended military campaigns, Abu Bakr divorced Zaynab before he left, advising her to marry Yusuf if she needed protection.",-70.63392639160156,1,1
509,1374827,"On September 12, 2005, WLIR changed formats to a block-sponsored smooth jazz/chill music format known as ""FM Channel 107: NeoBreeze"".",-84.12809753417969,1,1
510,610861,"In 2012, BP announced it would withdraw ampm stores from the eastern US by the end of that year, naming specifically Atlanta, Chicago, Cincinnati, Cleveland, and Orlando.",-88.04107666015625,1,1
511,677850,"Many of these types of lubricants also market themselves as ""natural"" and do not contain paraben, glycerin, DEA or animal-based ingredients.",-53.965003967285156,1,1
512,1014056,"In recent seasons the club flourished under the guidance of former Player Bob Lyon, winning the Presidents Cup, Barkston Ash Cup and The Vets over 40s all in 2001.",-102.23194885253906,1,1
513,201491,"In 2008, Kim competed in the U.S. National Kendo Championship held in Las Vegas, Nevada, winning the title of National Champion in the Senior's Division.",-23.602798461914062,1,1
514,1114176,"A verse romance approximately 11,000 lines long, its main character is equivalent to Sir Griflet son of Do, a Knight of the Round Table known from other literature.",-74.52401733398438,1,1
515,590483,"Villain focused on Jaurès, bought a revolver and began stalking him, scribbling incoherent notes about the socialist leader's habits into his pocket-book.",-70.76333618164062,1,1
516,677617,"The button has been referred to as a ""Marketer's Dream"", effectively turning millions of Staples customers into advertisers, resulting in greatly increased brand recognition.",-45.059295654296875,1,1
517,324203,"When asked about the inspiration for writing that song, Totman explained they had the idea from the title track of Iron Maiden's ""Seventh Son of a Seventh Son"".",-56.53287124633789,1,1
518,694947,"While scientists do not know the exact cause of sexual orientation, they theorize that it is caused by a complex interplay of genetic, hormonal, and environmental influences.",-14.245390892028809,1,1
519,1307468,"Admiral Alexander Kolchak succeeded in creating a temporary wartime government in Omsk, acknowledged by most other White leaders, only for it to fall with the loss of his armies.",-70.2270278930664,1,1
520,492022,"Recently, it has been observed that NCFC syndromes result from de novo germline mutations that alter the ""Ras/Raf/Mek"" signal transduction pathway.",-49.23758316040039,1,1
521,1279991,"A 1946 SNCF film shows 2D2 5550 travelling on the Paris-Le Mans line, noting that 2D2 units delivered before 1942 had over travelled, some over .",-95.25859069824219,1,1
522,1879921,"After securing three race wins and eight podium places, he won the title at the final round of the season in Monza, finishing eight points ahead of Stéphane Richelmi.",-34.873085021972656,1,1
523,802964,"Meat Cove (Scottish Gaelic: ""Camas na Feòla"") is a rural fishing community at the northern tip of Inverness County on Nova Scotia's Cape Breton Island.",-50.217124938964844,1,1
524,1527222,"The Brymbo line opened to Moss & Pentre in 1882, and to Plas Power in June 1884, making a junction with the Wrexham and Minera line there.",-59.09477233886719,1,1
525,1105345,"Local amenities in Ellington include the village hall and the All Saints Church (pictured); furthermore there are playing fields including a football pitch, tennis courts and more recently updated playground.",-61.20441436767578,1,1
526,1842212,"Called """"ELA-chemstrip"""", it was developed by Argentine scientists from the National University of Quilmes and the National University of General San Martín.",-39.240821838378906,1,1
527,211906,"In 1982, journalist David Fanning and director Antony Thomas produced ""Frank Terpil: Confessions of a Dangerous Man"", which won the Emmy Award for best investigative documentary.",-71.55465698242188,1,1
528,193834,"The Bolsheviks grew increasingly hard-line during the decisive and brutal years following the October Revolution, and would suppress any socialist opposition whilst also becoming increasingly hostile to intra-party opposition.",-55.55577850341797,1,1
529,1597213,"Pavanatma College, Murickassery, is a general degree college located in Murickassery, Idukki district, Kerala, established in the year 1982.",-34.22407150268555,1,1
530,317542,"Caesarus (known as ""Césaro"" in Portuguese and Spanish) was a chieftain of the Lusitanians, a proto-Celtic tribe from western Hispania.",-39.20746612548828,1,1
531,1706499,Acting VA Secretary Sloan Gibson said that he accepted the OSC's recommendations and had directed a review of the Office of Medical Inspector that was to be completed in two weeks.,-68.20836639404297,1,1
532,628052,"German singer Sandra released a cover of ""Everlasting Love"" in 1987 as the lead single from her first greatest hits compilation ""Ten on One (The Singles)"".",-40.75770568847656,1,1
533,1058948,"Noone told ""NME"": ""My view is that David Bowie is the best writer in Britain at the moment...certainly the best since Lennon and McCartney.""",-35.098655700683594,1,1
534,108022,"The single was released in eleven different versions: two limited CD+DVD editions, two limited CD+Photobook editions and seven limited CD only editions, one edition per member.",-36.3519401550293,1,1
535,616098,"Shuho Todoroki, head of the Sukiya-kai, becomes a target and his daughter Karen is kidnapped to be sold at a beauty auction in Hong Kong.",-70.62799072265625,1,1
536,1442963,"In consequence of one domestic squabble, Vsevolod disinherited Konstantin on his deathbed and bequeathed his capital Vladimir to a younger son, Yuri II.",-56.730369567871094,1,1
537,1732520,"After the Dymshits–Kuznetsov hijacking affair in 1970 following the crackdown, international condemnations caused the Soviet authorities to increase emigration quotas.",-83.0933609008789,1,1
538,1554554,"After Dazzler is charged for the death of Klaw and sent to the same prison, the Grapplers kidnap her and attempt to find out how she killed him.",-31.965042114257812,1,1
539,1767723,"One example saw the Venetians receiving one-third of Tyre and its territories, and exemption from all taxes, after Venice participated in the successful 1124 siege of the city.",-56.766422271728516,1,1
540,237499,"Several nations modified their existing tactics in ways that supported ideas that were later called infiltration tactics, with the German developments having the most impact, both during the war and afterwards.",-51.183998107910156,1,1
541,854837,"For the 1982 release ""One from the Heart"" he recreated both the Las Vegas 'strip' and McCarran International Airport on the sound stages of Zoetrope Studios.",-53.42131805419922,1,1
542,1330855,Opponents accuse these programs of perpetuating an oligarchy and plutocracy as they lower the weight of academic merit in the admissions process in exchange for a financial one.,-57.14380645751953,1,1
543,471422,"In the first few episodes, the setting of the game did not change; however, as the series progressed, games gave Jake the ability to choose which setting to go to.",-46.07283020019531,1,1
544,28234,"He also condemned the overheated rhetoric of the campaign, saying ""one thing has been definitely established: A campaign of slander and misrepresentation cannot succeed.""",-33.97151565551758,1,1
545,1664962,"The brain waves are captured with the enclosed EEG headset, which allows the user to control an air stream with their concentration, thus lifting or lowering the delicate foam ball.",-104.68716430664062,1,1
546,1052465,"The sixteenth century poet Alexander Montgomerie was probably born in Hazelhead (now Hessilhead) Castle, which is on the outskirts of Beith, beyond Gateside.",-65.0343246459961,1,1
547,1423068,"The electoral district was created, in 1996, as part of the expansion of the House of Commons of Canada from 295 to 301 seats, which gave British Columbia two additional seats.",-24.179519653320312,1,1
548,804398,"Power and water infrastructure as well as other special developed areas made up 2.4% of the area while parks, green belts and sports fields made up 2.4%.",-8.42959976196289,1,1
549,409690,"Funky Squad was a short-lived 1995 Australian comedy television series which satirised 1970s-era U.S. police television dramas, such as ""The Mod Squad"".",-47.31925582885742,1,1
550,1303744,"In 1953, Ugaki ran for public office on a national ticket and was elected to the House of Councillors in the post-war Diet of Japan with an overwhelming vote.",-33.89051055908203,1,1
551,491376,"Lucas, a Fulbright Scholar, is the recipient of the Premier Prix at the Guildhall School of Music and Drama; he is the only brass musician ever to receive this prize.",-43.440948486328125,1,1
552,713537,"Meyer, the next-highest-ranking officer, was promoted to divisional commander; at 33 years of age, he was one of the war's youngest German divisional commanders.",-23.852996826171875,1,1
553,1713593,The 2015 African U-17 Championship was the 11th edition of the biennial international youth football tournament organized by the Confederation of African Football (CAF) for players aged 17 and below.,-21.615461349487305,1,1
554,175098,"The torimono sandōgu (also ""torimono hogu"" or ""mitsu dogu"") were known as the ""three tools of arresting"".",-65.97037506103516,1,1
555,957633,"King Teumann was killed in the battle, as was one of his vassals called Shutruk-Nahhunte, the king of the city Hidalu.",-84.3876953125,1,1
556,1568516,"The show, hosted by sisters Gráinne and Sile Seoige, was broadcast live on weekdays at 16:30 on RTÉ One, with a hiatus in the summer months.",-35.53288269042969,1,1
557,1219244,Clive Ruggles and Michel Cotte recently edited a book on heritage sites of astronomy and archaeoastronomy that provides a list of the main sites around the world.,-72.38568115234375,1,1
558,464287,"Concurrent with his employment at CKC, Edwards enjoyed a long career in politics, serving as a municipal councillor for Ramsay Ward in Mississippi Mills, Ontario for more than 17 years.",-64.99493408203125,1,1
559,1334178,"The ""TO (takaful operator) makes all the crucial decisions, such as rate of premium, risk strategy, asset management and allocation of surpluses and profits"".",-65.19453430175781,1,1
560,1039294,"With his first ball, observed by an incredulous Taylor at the non-striker's end, he clean bowled Higgins, leaving Higgins with a pair of golden ducks.",-67.68551635742188,1,1
561,1677396,"These measures precipitated a wave of capital flight, and the Reich Flight Tax was intended to dissuade wealthy would-be emigrants from leaving the country.",-37.003578186035156,1,1
562,284255,"Salisbury’s great forte was in his painting of over forty large canvases of historical and national events, a field in which he was virtually unchallenged until 1951.",-100.18663024902344,1,1
563,1489469,John Barnes (c 1746 – 30 April 1810) was an army officer and politician in the British army who came to Canada as part of the reinforcements against the Americans in 1776.,-108.85934448242188,1,1
564,1799832,"In 2014 she was named to Crain's New York's ""40 Under 40"" list and received the Celebrating Women Award from the New York Women's Foundation.",-17.889301300048828,1,1
565,1146475,"It was the group's first recording and was released in June 1979 on the Optional Music label, with ""The Man with the Dogs"" appearing as its B-side.",-45.960487365722656,1,1
566,554878,"The first leg at Estadio Olímpico Metropolitano ended in a 0–0 draw, the game was mainly dominated by the home team but they were unable to score.",-49.37661361694336,1,1
567,1422097,"The recently developed The J Centre in Noosa Heads has become another centre for live theatre and musical performances, as well as a secondary campus for the University of the Sunshine Coast.",-65.34774780273438,1,1
568,441584,"The targeted army then rolls for a counter-attack against the acting player's army, who must then save against the attack or send units to the DUA as well.",-90.4146728515625,1,1
569,374880,Let formula_27 be the set of those simple roots α such that the negative root spaces of root formula_28 are in formula_2 (like in section Properties).,-105.64993286132812,1,1
570,834485,"From September 7, 1959, until September 17, 1960, Gunther was host and narrator of a television program on the ABC network entitled ""John Gunther's High Road"".",-40.38459777832031,1,1
571,577671,"Anna Heringer worked together with her colleague Eike Roswag, developing a design based on regional construction methods and local materials but introducing new approaches for efficiency and structural integrity.",-84.76895141601562,1,1
572,941187,Cardona eventually came back home to the Philippines and took the DECS (now DepEd) Philippine Educational Placement Test (PEPT) to be eligible for admission to college.,-57.3006477355957,1,1
573,1102107,"In July 2010, a bridge on U.S. Route 24 in the Fairmount area of Independence, not far from Long's childhood home, was renamed the Sgt.",-61.59352493286133,1,1
574,507622,"Other writers supported the views of Thomas Carlyle, who orchestrated the defence, such as Charles Dickens, John Ruskin, William Makepeace Thackeray and Charles Kingsley.",-29.67485237121582,1,1
575,67591,"On 14 February 2014, Ismayilova posted a scan to her Facebook page that appears to be a contract used by the Ministry of National Security to hire an informer.",-52.44195556640625,1,1
576,702525,"K-19 was first designated by KDOT in 1927, and at that time ran from K-12 in Oxford, northwestward to US-81 in Belle Plaine.",-42.712303161621094,1,1
577,939761,"In May 2001, a 51-second a cappella version of the song was issued on disc two of the Beach Boys rarities compilation album, ""Hawthorne, CA"".",-31.25265884399414,1,1
578,635587,The company has expanded this suite of products with its Secure PumpPAY range of payment devices and related software that integrate into petroleum dispensers and deliver secure payment capabilities.,-81.30313110351562,1,1
579,1623931,"The standard method of breeding inbred wheat cultivars is by crossing two lines using hand emasculation, then selfing or inbreeding the progeny.",-53.557823181152344,1,1
580,1075440,"It was only through the promotion of rock DJ Neal Kay and ""Sounds""' campaigning that it reached the public consciousness and gained radio airplay, recognition and success in the UK.",-76.87141418457031,1,1
581,1534272,"From 1742 to 1754, at the recommendation of the mathematician Leonhard Euler, he was made professor of mathematics at Berlin's Academy of Sciences and astronomer at its observatory.",-31.468996047973633,1,1
582,1630537,"Joseph Rusling Meeker (born in Newark, New Jersey, 21 April 1827; died in St. Louis, Missouri, 27 September 1887) was a United States painter.",-54.637901306152344,1,1
583,1564054,"From 20–26 May I ""Gruppe"" bombed airfields at Norrent-Fontes and St. Omer and French Army positions at Abbeville and Tournai.",-99.85547637939453,1,1
584,263475,"For that climb, Nawang and the team were assisted by Nawang's younger brother Ang Dawa Sherpa and friend Nima Gombu Sherpa.",-70.3662109375,1,1
585,895005,"""Tiempo"" was used as the opening theme for the second season of ""Rebelde Way"", and was later replaced with ""Para Cosas Buenas"".",-20.161693572998047,1,1
586,1157381,"In 2020, Andy crossed into the world of Torchwood's parent show, Doctor Who by joining the cast of Stranded - an arc in the story of the Eighth Doctor.",-60.840187072753906,1,1
587,1039366,"Celeste explains that Abby must wait to make new wishes within new hours, and that, at midnight, Abby's candles expire and the wishes she made will be permanent.",-70.85997009277344,1,1
588,1656687,The following is a list of known Republican leaders that were killed in Dublin by; Also included here are the accounts of three CID men who were killed in action with the IRA.,-77.64732360839844,1,1
589,1423424,Most practical AFR devices actually measure the amount of residual oxygen (for lean mixes) or unburnt hydrocarbons (for rich mixtures) in the exhaust gas.,-63.30498504638672,1,1
590,1158193,"With the exception of the last episode, each episode consists of a Yogi Bear cartoon, a Snagglepuss cartoon, and a Yakky Doodle cartoon.",-12.38530445098877,1,1
591,457237,"In 1972, Bouwer was already talking of a 112-vertices edge- but not vertex-transitive cubic graph found by R. M. Foster, nonetheless unpublished.",-92.9583740234375,1,1
592,1780688,"These reforms caused much resentment and, despite Kolhapur having refrained from involvement in the previous Anglo-Maratha Wars, a revolt against the British began in 1844.",-45.44732666015625,1,1
593,1758848,"Thomas Paine mentioned the conflict in his pro-independence pamphlet ""Common Sense"" as evidence that ""Continental matters"" could be sensibly regulated only by a Continental government.",-48.96924591064453,1,1
594,130755,"In northern New Mexico and southern Colorado, Spanish speakers have been isolated for centuries in the southern Rockies, and developed a distinct dialect of Spanish spoken nowhere else: New Mexican Spanish.",-35.268287658691406,1,1
595,1070162,"An increase in the number of viewable ribs implies hyperinflation, as can occur, for example, with obstructive lung disease or foreign body aspiration.",-39.767982482910156,1,1
596,877621,"The epigram became more widely known in the pithier form retold by John James Ingalls, in which a log was substituted for the log cabin.",-52.070594787597656,1,1
597,1413446,"Most had been founded in association with British religious denominations devoted to the perpetuation of their respective Christian denominations., Union College was to be founded with a broader ecumenical basis.",-86.37846374511719,1,1
598,1276002,"In 2005, the squadron was awarded the battle honour of ""Iraq 2003"" by the Queen, though this was without the right to emblazon the honour on their standard.",-52.0244140625,1,1
599,1710962,"The sanctuary focuses on the care of permanent animal residents who have come from a number of rescue situations, or who were in immediate danger in high-kill shelters or Puppy Mills.",-97.50493621826172,1,1
600,984382,"Feza Mining's assets include a Likasi, Katanga-located smelting foundry and a polymetallurgical plant opened in 2005 at Shituru.",-75.91655731201172,1,1
601,127649,"It was formed mostly from soldiers under 18 or over 35, comprising 7,771 combat troops in six battalions (as opposed to 9 or 12 battalions of Allied divisions).",-62.03706359863281,1,1
602,422731,"Looking to take sole possession of first place in the NFC East, the Redskins traveled to MetLife Stadium to take on their division rival, the Super Bowl champion New York Giants.",-11.867804527282715,1,1
603,395087,"The dual footswitch is a rugged, heavy, solid piece of hardware that mimics a pair of standard piano foot pedals with programmable functions including sostenuto.",-57.192970275878906,1,1
604,1111273,"Other signature features of Yap's poems include his choice of simple words, and the use of all-lowercase style favoured by American poet E. E. Cummings.",-61.72269058227539,1,1
605,1085875,"""Reeves"" was deployed to the Persian Gulf from July to December 1987 where she participated in the first of nine Operation Earnest Will tanker reflagging operations beginning on 23 July.",-50.014888763427734,1,1
606,1528375,"With exile off the table while the Cohort is in charge, Magnus will only remove it if one of them swears to get the marks removed, should the curse proceed.",-87.58629608154297,1,1
607,326078,"The shallow water of the Vik Inlet is protected as the Vik Inlet Nature Reserve, particularly because of its importance as an area for the pink-footed goose during spring.",-43.16616439819336,1,1
608,1099074,"On August 13, 2015, Lee composed and recorded ""Speak to Me"" - the title song to Eric D. Howell's upcoming film ""Voice from the Stone"".",-74.81148529052734,1,1
609,1126711,"Corporation tickets were issued on the Company's trams between the Nottingham terminus on Parliament Street and Cinderhill, rebooking being necessary at the latter point on journeys either way.",-91.0047607421875,1,1
610,1447320,"The offices on the ground floor were occupied by customer services, the first floor accommodated the RACQ insurance staff, and the second floor provided management offices and two board rooms.",-59.353004455566406,1,1
611,825405,"Their editing was for the most part conscientious, although they rearranged certain words in the interests of clarity, and also suppressed a few anti-clerical passages.",-42.931766510009766,1,1
612,754590,"On the ""Billboard"" Rhythmic Top 40, the song debuted for the week of June 18, 2005, and peaked at number 26 for the week of July 2, 2005.",-23.957839965820312,1,1
613,1459164,"The event was organised by the Shropshire Union Canal Society, with help from the Friends of the Montgomery Canal, part of the Montgomery Waterway Restoration Trust, and supported by British Waterways.",-27.80213165283203,1,1
614,1451326,"By 1891, with an additional contribution from Dr. J.R. Craig, he had amassed a sufficiently large collection to establish the Mansfield Memorial Museum of which he became curator.",-45.6682014465332,1,1
615,706420,He collected information on Tuareg languages from the people of the central south Sahara and there began the translation of the Gospels in order to transmit it to the Tuaregs.,-52.86629867553711,1,1
616,1292036,The conflict people in this stage are experiencing is between the values they develop that are integral to the sense of self and the demands they experience in their roles and relationships with others.,-53.17726135253906,1,1
617,298564,"Robert Oermann and Mary Bufwack of ""Finding Her Voice: Women in Country Music"" called the label's choice of material ""mediocre"".",-69.65425109863281,1,1
618,293710,"The nominations for each year's Junos are based on an eligibility period which lasts for 13 to 14 months, ending on the mid-November prior to the awards ceremony.",-39.82841873168945,1,1
619,635408,Mountbatten and several members of the party were killed the next morning when the bomb was triggered by an IRA observer onshore who was armed with a radio detonator.,-42.0198860168457,1,1
620,870898,"Beginning in 1904, the Deering Coal Mine Company took Franklin County and West Frankfort from no coal production in 1900 to being the #1 coal producer in Illinois by 1917.",-63.546234130859375,1,1
621,789793,"However, several hours later, Task Group 50.9's battleships and , along with cruisers and and destroyers and , spotted the ""Katori"" group and opened fire.",-65.41938018798828,1,1
622,1875443,"After attending the Coyotes training camp, Yip failed to make the opening night roster and was assigned to the AHL for the first time since 2009 with affiliate, the Portland Pirates.",-29.447650909423828,1,1
623,1815857,"The best-known Pensacola Culture site in terms of archeology is the Bottle Creek site, a large site located on a low swampy island north of Mobile, Alabama.",-35.74690628051758,1,1
624,17338,"One month after, Wu Xin regenerated his leg back, and along with Bai Liu Li, the two sneaked away from Gu Xuan Wu's house.",-86.71510314941406,1,1
625,1044573,"One day, when some of his students fail to recite a difficult hymn, he is surprised to listen Badri, a young boy, recite it without any mistakes.",-56.37263107299805,1,1
627,916104,"He is the recipient of numerous honorary degrees and other awards, including Order of the Sacred Treasure with Gold and Silver Star from Japan and Honorary Professor, Renmin University, Beijing.",-22.344148635864258,1,1
628,330016,"Prior to her arrival in East Lansing, she graduated from George R. Smith College in Sedalia, Missouri, and for a year was an elementary schoolteacher in Missouri.",-39.891929626464844,1,1
629,901795,"At one point in her education, she was learning secretarial skills that include typing and short hand from a group of women who taught in a business school near her home.",-52.54215621948242,1,1
630,1674623,Shortly after he adopted a drag daughter “Rumor Millz Lezzil” who later became just “Rumor Millz” and seemingly no longer has any affiliation with the dancer.,-163.66546630859375,1,1
631,1195018,"One of her programmes for her local theatre group used a decorative edging that became the model for the Netherlands first banknote, which was printed by Enschedé in 1814.",-71.6753158569336,1,1
632,987566,"He was dropped with a body shot in round three and lost the fight by unanimous decision, although he gave a good account of himself against the vastly more experienced Buakaw.",-48.798553466796875,1,1
633,998454,"An even more traumatic period followed, with the creation of the Resolution Trust Corporation in 1989 and that agency's resolution by mid-1995 of an additional 747 thrifts.",-82.8050537109375,1,1
634,64910,"Resumption of work on the orchestration, however, was only possible in October 1940, and Chávez put the final touches on the score on 31 December of that year.",-36.17726516723633,1,1
635,1690577,"Frossard's paternal grandmother was Jewish, and his home village in Foussemagne, France was the only village in France with a synagogue but no church.",-28.38861656188965,1,1
636,1117446,"In relation to media coverage of the event, the Israeli Foreign Ministry accused Palestinian broadcasting stations of making ""every effort to hide the horrible pictures which were shown around the world.""",-45.488014221191406,1,1
637,1197745,"German submarine ""U-879"" was a Type IXC/40 U-boat built for Nazi Germany's ""Kriegsmarine"" during World War II.",-11.268610000610352,1,1
638,499100,"The variant name of Viehoff Seamount (approved in 6/95 ACUF 263) was named for Dr. Thomas Viehoff, a remote sensing specialist in marine sciences.",-72.79893493652344,1,1
639,601968,"In Russia, ""Elevation"" was released with an additional song, ""O Nas S Toboyu"", which was recorded as a duet with Russian singer Max Lorens.",-98.85987854003906,1,1
640,1247331,"For example, computing the volume of a circular granary in RMP42 involves cubic cubits, khar, heqats, and quadruple heqats.",-65.73948669433594,1,1
641,1267706,"In September 2015, the British Film Institute ran a programme to celebrate 50 years of Waters films which included all of his early films, some previously unscreened in the UK.",-60.233890533447266,1,1
643,378023,"Sabri Pasha, an Ottoman historian and writer, studied at the naval academy and earned the rank of naval officer, serving for a time in the Hijaz and Yemen.",-24.500808715820312,1,1
644,1377458,"The Newcastle Civic Theatre, also known as The Civic, is a heritage-listed building located on Hunter Street, Newcastle in the Hunter region, in New South Wales, Australia.",-28.319747924804688,1,1
645,521886,"""Like other Wakashan languages, Makah inflects verbs for evidentiality, indicating the level and source of the speaker's knowledge about a statement.",-62.23088836669922,1,1
646,222234,"Bite marks that were left on the body were subsequently examined by Dr. Lowell T. Johnson, who asserted that they must have been left by an attacker missing a front tooth.",-54.703739166259766,1,1
647,1156103,The Prairie District Neighborhood Alliance is a community organization whose mission is to build a sense of community and to promote the common good and social welfare for the South Loop area in Chicago.,-49.69901657104492,1,1
648,715195,Probably the most important and widespread alteration to the traditional curriculum was the Jadids' insistence that children learn to read through phonetic methods that had more success in encouraging functional literacy.,-64.9964370727539,1,1
649,695889,"Some villas were more like the country houses of England or Poland, the visible seat of power of a local magnate, such as the famous palace rediscovered at Fishbourne in Sussex.",-81.90924072265625,1,1
650,232632,"It would furnish the navy with sailors that had the education to handle modern arms and machinery, and it would convince that their young sons were in good hands in the navy.",-57.379371643066406,1,1
651,1499266,"Play, also known as Grupo Play, is a teen Mexican band made in 2006 out of teenagers from the reality show for kids Código F.A.M.A.",-86.77386474609375,1,1
652,390665,"At the TechCrunch Disrupt conference in May 2011, Square announced the release of two new apps, Square Card Case (later rebranded as Square Wallet) and Square Register.",-53.711551666259766,1,1
653,623996,"Joshua S. Weitz is an American biologist, currently a Professor at Georgia Tech, where he is the founding director of the Interdisciplinary Graduate Program in Quantitative Biosciences.",-30.912845611572266,1,1
654,1909707,"These two albums marked the only time that two different Beatles' albums, each from a different record label, were released in the same month with one song appearing on both albums.",-31.346683502197266,1,1
655,858084,"In the late 1990s, it was rediscovered that the train sound effect came from a sound effects LP titled ""Mister D's Machine"", recorded in 1963 by Brad Miller.",-75.32600402832031,1,1
657,1406487,"From 1926-1935 the route split in Manhattan, Kansas, into ""40N"" and ""40S"" routes; the two routes met again in Limon, Colorado.",-55.175872802734375,1,1
658,1169138,"""Now it's up to the authorities to decide what to do with the body,"" since he was unable to find a city where Priebke could be buried.",-44.44647216796875,1,1
659,1738218,"Hispanics were counted as whites in 1940, but for the first time ever, the U.S. made an attempt to measure the size of the Hispanic population that year.",-22.05521583557129,1,1
660,1355732,"As suggested by the name of their competitions, the primary metrics used for the Formula teams are Design, Acceleration and Lap Time with Cost and Business Presentation as other important events.",-109.95130920410156,1,1
661,891367,"Down by a significant score in the next day's game, Nate Kellogg, a newly acquired second baseman, moved over to pitch in relief in the 10–2 loss.",-94.22929382324219,1,1
662,1722851,"Originally the mansion built by Reed was used to house troops, who are accused of using the statues lining the avenue from the Grecian temple to the fountain for target practice.",-59.50480651855469,1,1
663,1564676,"Flesze is a village in the administrative district of Gmina Grajewo, within Grajewo County, Podlaskie Voivodeship, in north-eastern Poland.",-13.623074531555176,1,1
664,1497540,"The next three most popular parties were the FDP (24.4%), the SPS (14%) and the CVP (12.7%).",-12.600156784057617,1,1
665,1776327,"Henslowe is recorded working as assistant to Henry Woodward, reputed to be the bailiff for Viscount Montague, owner of Cowdray House and Battle Abbey in Sussex.",-56.17938232421875,1,1
666,126902,"Jackson injured his shoulder, and catcher Ray Fosse, attempting to separate the combatants, suffered a crushed disk in his neck, costing him three months on the disabled list.",-57.210147857666016,1,1
667,1064953,"The ureters carry the urine to the urinary bladder, the large sack-like organ by the umbilical artery and vein, to the urethra.",-43.24512481689453,1,1
668,387630,"Richard V. Culter (September 10, 1883 – January 15, 1929) was an American artist who gained fame as an illustrator known primarily for his detailed drawings of people.",-88.3936767578125,1,1
669,970957,"Among the various Wei imperial forces sent to suppress Zhuge Dan's rebellion, the army led by Wang Ji arrived at Shouchun first and started to surround the city.",-47.777931213378906,1,1
670,690382,Michael de la Pole had been instrumental in the marriage negotiations; he had the king's confidence and gradually became more involved at court and in government as Richard came of age.,-42.87739562988281,1,1
671,57494,It is estimated that there are at least 10 million SNPs within the human population but there are also many other types of genetic variants and they occur at dramatically different scales.,-35.51458740234375,1,1
672,583624,"It was later occupied by a senior citizens apartment complex, then declared a heritage building in 1982 and redeveloped as an office building by its owner, the Burns Lake Native Development Corporation.",-58.1245231628418,1,1
673,412241,"Eileen and Peter fell in love and in 1953 after returning to England, she asked Combe for a divorce in a letter to him in Iraq, where he was still posted.",-53.88175964355469,1,1
674,590633,"Following their disbandment, several members including Wilson-James, Mazelle, Lamya, and Kelly would release solo albums which would each garner success, respectfully.",-90.26531982421875,1,1
675,1186417,"In addition to the new tail art, the crest and motto ""To Fly To Serve"" were dropped from the livery to make the airline appear more ""global and caring.""",-64.67948150634766,1,1
676,449874,"History of Joy is a Malayalam film directed by ""Vishnu Govindhan"".The cast of the movie includes Vishnu Vinay, Vinay Forrt, Saikumar etc.",-79.2274169921875,1,1
677,684370,"Pope Martin declared the war against Aragon a crusade and conferred the kingdom upon Philip III of France's son, Charles of Valois, on 2February 1284.",-77.9485092163086,1,1
678,968959,"In the later half of the Middle Ages, the expansion of Islamic rule further into the Mediterranean, the Persian Gulf, and Arabian Peninsula established the Saharan-Indian Ocean slave trade.",-33.52344512939453,1,1
679,872793,"On September 24, 2001, a tornado passed through Laurel and left F3 property damage, including significant roof damage to the Laurel High School and the historic Harrison-Beard building.",-63.035099029541016,1,1
680,1888081,"His daughter Bernarda Catalina de Esparza, was the wife of Juan de Canaveris, one of the assistants to the Open Cabildo during the May Revolution.",-49.296104431152344,1,1
681,795610,"Overnights, the station carried The Larry King Show from the Mutual Broadcasting System, and eventually Mutual's radio newscasts found their way into the daytime news programming of the station.",-41.42189025878906,1,1
682,947205,"""Southern Italian"" or ""Italiot"" comprises both Calabrian and Griko varieties, spoken by around 15 villages in the regions of Calabria and Apulia.",-62.52601623535156,1,1
683,659772,Lake Superior has fewer dissolved nutrients relative to its water volume than the other Great Lakes and so is less productive in terms of fish populations and is an oligotrophic lake.,-29.608539581298828,1,1
684,1686317,McGovern has also served as Executive Vice President for External Affairs at CareGroup Healthcare System and practiced law at the Boston law firm of Goulston & Storrs.,-41.619163513183594,1,1
685,824106,"Sweelinck, however, influenced the development of the Dutch organ school, as is shown in the work of later composers such as Anthoni van Noordt.",-38.71474075317383,1,1
686,1178667,"This armoured train reached Khlong Ngae, in southern Thailand, and successfully destroyed a 200-foot (60 m) bridge before withdrawing back to Padang Besar.",-43.89484405517578,1,1
687,1123142,"He led a trio, mostly in England, and made many recordings as a leader, most notably with the New York Swing Trio with Bucky Pizzarelli and Jay Leonhart.",-45.15317916870117,1,1
