sentence,sent_length,source,sentence_num,id,step,phase,prob_class,prob,group_id
He was given an envelope and had to write his name in pencil on the back of it.,medium,bert,9,0_0,16,early,high,-13.22798,9
She carefully handed the envelope and attempted to write his name in latin on the back of it.,medium,bert,9,1_1,32,early,high,-26.04856,2
He was holding an object that appeared to have a price tag printed along the front of it.,medium,bert,9,7_3,64,early,high,-14.525066,30
He was given an envelope and told to put a runic inscription on the back of it.,medium,bert,9,5_6,128,early,high,-11.475798,30
He splashed onto the grass and bent to insert the bottle for relief from the blaze of iron.,medium,bert,9,3_13,256,early,high,-56.290062,17
He slammed into her tight and had to fight the urge of shouting out her name to her.,medium,bert,9,2_26,512,early,high,-16.677124,15
He shifted into a more comfortable spot and had my legs spread out on either side of him.,medium,bert,9,3_52,999,early,high,-13.0854435,3
A date will now be 1 Day in 2018.,short,lstm,1,0_0,0,none,none,NA,11
There are several Thai or Indians locations from Hong Kong.,short,lstm,2,0_0,0,none,none,NA,22
"There, with more than 6,000 specimens present within Europe.",short,lstm,3,0_0,0,none,none,NA,18
It is becoming a national identity for many purposes.,short,lstm,4,0_0,0,none,none,NA,6
It continued towards the beginning of the 20th century.,short,lstm,5,0_0,0,none,none,NA,20
There was a need for a public health insurance policy.,short,lstm,6,0_0,0,none,none,NA,7
"His designs, which were similar to his originals .",short,lstm,7,0_0,0,none,none,NA,20
There was little change in the shape of the system.,short,lstm,8,0_0,0,none,none,NA,6
Her father's day the ground it had been at.,short,lstm,9,0_0,0,none,none,NA,30
It has become more serious among scholars than do it.,short,lstm,10,0_0,0,none,none,NA,17
My only chance of being people not at all.,short,lstm,11,0_0,0,none,none,NA,6
His political understanding which to operate for MS-DOS's sake.,short,lstm,13,0_0,0,none,none,NA,24
It was decided at the head of a bun.,short,lstm,14,0_0,0,none,none,NA,24
In connection with and this interest is to be influential.,short,lstm,15,0_0,0,none,none,NA,21
"My, the historical significance of my friend's happiness .",short,lstm,16,0_0,0,none,none,NA,11
It was opened by an estimated 6 million residents.,short,lstm,18,0_0,0,none,none,NA,23
There was also a light race from other sites.,short,lstm,19,0_0,0,none,none,NA,8
"It may be the ""penultimate"" episode in progress .",short,lstm,20,0_0,0,none,none,NA,12
My Brain lies in my soul that love me.,short,lstm,21,0_0,0,none,none,NA,29
It often had no effect on address the public embarrassment.,short,lstm,25,0_0,0,none,none,NA,13
It should be proper (139 years away).,short,lstm,29,0_0,0,none,none,NA,3
There was an Italian party possible to do the project.,short,lstm,30,0_0,0,none,none,NA,8
There is evidence that little damage in this region remains.,short,lstm,31,0_0,0,none,none,NA,25
His part will be taken to have his name built.,short,lstm,32,0_0,0,none,none,NA,2
It is abundantly available for trade in searching for it.,short,lstm,33,0_0,0,none,none,NA,6
There is no current (Council of State).,short,lstm,34,0_0,0,none,none,NA,28
In Jerusalem that were also once a major industrial unit.,short,lstm,35,0_0,0,none,none,NA,20
It faces serious doubts about the purpose of democracy.,short,lstm,36,0_0,0,none,none,NA,4
It openly bridged the union party's Labour Party.,short,lstm,37,0_0,0,none,none,NA,27
A refrigerant and gave it Godzilla a different name.,short,lstm,38,0_0,0,none,none,NA,19
"There is one small room, and there are two .",short,lstm,39,0_0,0,none,none,NA,26
The claims of the Holy See to prove his problems.,short,lstm,40,0_0,0,none,none,NA,3
There was not long enough governing right for fair election.,short,lstm,41,0_0,0,none,none,NA,16
It contributed his representations of [ some Muslim reliefs ].,short,lstm,42,0_0,0,none,none,NA,26
"His troops, as David Bowie first sang him .",short,lstm,43,0_0,0,none,none,NA,11
It is not a success but rather for small race.,short,lstm,44,0_0,0,none,none,NA,15
In heir to the Sovereign Military Order of Malta.,short,lstm,45,0_0,0,none,none,NA,14
"A day away in the morning, but still humorous .",short,lstm,46,0_0,0,none,none,NA,25
The main and private power for the player and mentor.,short,lstm,47,0_0,0,none,none,NA,28
"Her braid, people were turned free to take gold .",short,lstm,48,0_0,0,none,none,NA,11
It would not be in effect during this period.,short,lstm,49,0_0,0,none,none,NA,20
My next and what he's going to and not.,short,lstm,50,0_0,0,none,none,NA,23
The revelations show responses sued reversal mode hatch though situation epoch.,short,ngram,1,0_0,0,none,none,NA,26
Lived experiences available lazio track position back verandah trim levels bed.,short,ngram,2,0_0,0,none,none,NA,24
The deportation order revoked town line rd exit no origin story.,short,ngram,3,0_0,0,none,none,NA,16
Sibling's words brooke jump racing pattern committee etc car robbery.,short,ngram,4,0_0,0,none,none,NA,10
Been there before him afterwards lacking constraint parameter etc cottage industries.,short,ngram,5,0_0,0,none,none,NA,7
He led no tomorrow legacy begins canal defenses editions phi kappa.,short,ngram,6,0_0,0,none,none,NA,5
The men slept upstairs bedrooms bathroom blocks together sting failed repeatedly.,short,ngram,7,0_0,0,none,none,NA,2
His assets confiscated lords O Carroll barrister bandwidth used band I.,short,ngram,8,0_0,0,none,none,NA,13
It holds water tower measures Argentina succeeding assignment errors stating discoveries.,short,ngram,9,0_0,0,none,none,NA,7
Not marketed dissolve superstructure river mill workers union and diagnostic results.,short,ngram,10,0_0,0,none,none,NA,29
Born in La Rochelle, France nonexistent varies significantly harder style smart.,short,ngram,11,0_0,0,none,none,NA,4
His testimony richardson said funds raised immediately afterwards Wagner leaves disappointed.,short,ngram,12,0_0,0,none,none,NA,2
Both are popular activities across Europe films netball competition rules arrangement.,short,ngram,13,0_0,0,none,none,NA,27
The iTunes release of objection inadequate accounting records CD release production.,short,ngram,14,0_0,0,none,none,NA,7
Obviously skin condition suits me record that year were rectangular structures.,short,ngram,15,0_0,0,none,none,NA,24
Subsequently Bernstein model organism database project manor stood outside it themselves.,short,ngram,16,0_0,0,none,none,NA,19
Tenor solos riga house exhibit tide album curve disabilities teaching art.,short,ngram,17,0_0,0,none,none,NA,19
Also smaller bottles commodities by me again respectively middlesbrough fc issues.,short,ngram,18,0_0,0,none,none,NA,9
Having pink color system unconstitutional deacon member libraries existed here earlier.,short,ngram,19,0_0,0,none,none,NA,3
She assumed leadership roles again move the island country club instead.,short,ngram,20,0_0,0,none,none,NA,22
The institute began hosting surname material used fires todd clade estate.,short,ngram,21,0_0,0,none,none,NA,9
These levels are single storey building noticeably more broadly validity bored.,short,ngram,22,0_0,0,none,none,NA,19
Prize finalist round spots therapies sculptures survive elsewhere consecrated ground operation.,short,ngram,23,0_0,0,none,none,NA,26
Their vessel supplies consolidated appeals committee hearing loss behest settlement company.,short,ngram,24,0_0,0,none,none,NA,21
The outdoors airship ferdinand kingsley michigan state police officers followed him.,short,ngram,25,0_0,0,none,none,NA,7
The cap theorem dummy for routines combination post office opened there.,short,ngram,26,0_0,0,none,none,NA,28
Collectors item code generation modules include park virginia B Minor Austria-Hungary.,short,ngram,27,0_0,0,none,none,NA,18
After graduating MD reilly baseball card openings reclaim advantage when realization.,short,ngram,28,0_0,0,none,none,NA,3
He mixes between populations wavelengths practitioners of Larry Smith priest holmes.,short,ngram,29,0_0,0,none,none,NA,10
The thoroughly chest etc rossi footballer refit periods emigrants overseas brands.,short,ngram,30,0_0,0,none,none,NA,8
The plot follows suit jackets over city hall schooling school project.,short,ngram,31,0_0,0,none,none,NA,29
The skeletons gives willow grove pennsylvania native interviewed farmers families treatment.,short,ngram,32,0_0,0,none,none,NA,19
The dare program knight life position in england ship phoenix arrives.,short,ngram,33,0_0,0,none,none,NA,25
A disappointed death itself stating death threat letter pulses etc etc.,short,ngram,35,0_0,0,none,none,NA,18
Center theater production line etc to have clarke back iraq war.,short,ngram,36,0_0,0,none,none,NA,17
The Trump organization bid life endure it thrust territory lime supermarket.,short,ngram,37,0_0,0,none,none,NA,12
The Sudan government arrested her blessing see below is obscure songs.,short,ngram,38,0_0,0,none,none,NA,2
This expressway section disadvantages include South Road, West Road, East Road.,short,ngram,40,0_0,0,none,none,NA,27
Promotional consideration of plans clarify here varieties ie heart attack instead.,short,ngram,41,0_0,0,none,none,NA,23
The instead capabilities increased traffic volume one compilation album eleven races.,short,ngram,42,0_0,0,none,none,NA,20
She refuses him off Tom Waits offshore platforms windows representing ancient.,short,ngram,43,0_0,0,none,none,NA,22
Voter tea plantations largely submerged continent Hay Creek Rd bengal renaissance.,short,ngram,44,0_0,0,none,none,NA,16
Lucy chemotherapy gymnast wakefield azure laptop computers ltd bonnie restart explains.,short,ngram,45,0_0,0,none,none,NA,27
The draw pile driver visibility problems ie depression slopes fall asleep.,short,ngram,46,0_0,0,none,none,NA,18
She joined him later on and shows joe destinations is unconstitutional.,short,ngram,47,0_0,0,none,none,NA,29
The river crossing equipment solutions inc capacities needed cash loan servicing.,short,ngram,48,0_0,0,none,none,NA,6
The youthful hope beyond parliament overnight guests participate in tnt song.,short,ngram,49,0_0,0,none,none,NA,10
He joined road ground sheet inhibition kernel does exist is free.,short,ngram,50,0_0,0,none,none,NA,10
The feather fell on the ground and rolled off.,short,bert,0,0_995,9959,late,low,-22.411825,14
The Buccaneers would fold after concluding the 1992 season.,short,bert,0,1_1955,19559,late,low,-14.443109,15
I know he wants to get away from me.,short,bert,0,2_985,9859,late,low,-2.4002054,22
They were at the ready for reprisals.,short,bert,0,3_985,9859,late,low,-2.0155647,29
Malon Bujzer won the first election.,short,bert,0,4_1995,19959,late,low,-42.351715,16
"""Adam,"" I writhed beneath him.",short,bert,0,5_1495,14959,late,low,-9.573255,18
You're supposed to always fight this battle.,short,bert,0,6_995,9959,late,low,-11.826168,17
Sounds like an unknown planet somehow of some sort.,short,bert,0,7_995,9959,late,low,-21.892546,10
"He squeezed her hand, already streaming with tears.",short,bert,0,8_1495,14959,late,low,-16.314104,15
It is surrounded by Amsterdam streets at street level.,short,bert,0,9_995,9959,late,low,-16.85443,20
"I will never leave you, Zuzana.",short,bert,1,0_1495,14959,late,low,-1.5494771,22
The two then debate whether are looking to win.,short,bert,1,1_995,9959,late,low,-26.115837,27
A girl came up behind us as we approached.,short,bert,1,2_985,9859,late,low,-9.056072,17
I set him down and let him tease me.,short,bert,1,3_1995,19959,late,low,-14.443167,4
The facility is free of charge for undergraduate classes.,short,bert,1,4_865,8659,late,low,-11.625506,20
The flame was grey for a moment or two.,short,bert,1,5_1495,14959,late,low,-22.187832,9
"At chieftainsy, healthcare planning has been implemented.",short,bert,1,6_1495,14959,late,low,-42.721363,2
So nauseating could they become putrefied.,short,bert,1,7_1995,19959,late,low,-18.16966,4
"I flexed my fingers, making him writhe.",short,bert,1,8_1495,14959,late,low,-5.0838037,6
"""I know,"" she told me quietly.",short,bert,1,9_985,9859,late,low,-6.981559,21
"Some in their sixties, some in their fifties.",short,bert,2,0_1990,19909,late,low,-3.2751966,7
"Rob laughed, the sound making my breath catch.",short,bert,2,1_995,9959,late,low,-9.2168455,12
His remains are buried in methanocyst.,short,bert,2,2_1495,14959,late,low,-8.889346,7
"She raised one eyebrow. ""You also?""",short,bert,2,3_1495,14959,late,low,-14.712536,16
My return is a fringe theatre company by ctv.,short,bert,2,4_1495,14959,late,low,-38.30596,21
It dates from the late 17th or 18th centuries.,short,bert,2,5_1495,14959,late,low,-6.9752054,15
She wore black stilettos and white socks.,short,bert,2,6_1495,14959,late,low,-4.883674,23
Some breeds require access to tail sporting club courses.,short,bert,2,7_910,9109,late,low,-58.87504,10
"Most of all, there were no further maps.",short,bert,2,8_1995,19959,late,low,-16.459087,17
The deal would encourage an increase in economic globalization.,short,bert,2,9_1990,19909,late,low,-15.812647,17
Even my blisters hurt worse than ever.,short,bert,3,0_1995,19959,late,low,-9.811774,11
Not before the gorse king would ring her.,short,bert,3,1_1995,19959,late,low,-20.538765,5
"During the battle, Merriman was wounded.",short,bert,3,2_1995,19959,late,low,-2.9536467,19
There are chandeliers in the northern hallway.,short,bert,3,3_1495,14959,late,low,-16.251223,27
Lights flaring on the walls around the room.,short,bert,3,4_995,9959,late,low,-4.786895,6
At the same time it made me feel guilty.,short,bert,3,5_965,9659,late,low,-4.0890775,7
"Suddenly, i sensed Patrick was holding his breath.",short,bert,3,6_995,9959,late,low,-16.952091,1
A laugh-but there was more to it.,short,bert,3,7_1495,14959,late,low,-10.142575,25
"2002-construction begins in Marche, Burkina Faso.",short,bert,3,8_1995,19959,late,low,-18.258293,1
I rapidly pull my keys out of my pocket.,short,bert,3,9_1995,19959,late,low,-11.814735,15
The coast was clear for the next few days.,short,bert,4,0_1995,19959,late,low,-2.3275242,4
Robert Hartland Ipe was an Australian cricketer.,short,bert,4,1_1995,19959,late,low,-26.966143,7
A private apartment with nothing but hot cooled water.,short,bert,4,2_1995,19959,late,low,-26.107906,6
This was all about irreparable pain.,short,bert,4,3_1495,14959,late,low,-6.064426,4
She hated what she'd brought on herself.,short,bert,4,4_1995,19959,late,low,-2.6218758,23
Entrapment can provoke personal gravitas.,short,bert,4,5_1995,19959,late,low,-10.859991,24
"""You are not alone,"" he said.",short,bert,4,6_1495,14959,late,low,-4.3621435,22
To use torture was an unsettling experience.,short,bert,4,7_995,9959,late,low,-14.461672,30
It could be that he knew who i was.,short,bert,4,9_1495,14959,late,low,-3.3200915,30
There is graze fodder in April.,short,bert,5,0_1995,19959,late,high,-8.733357,4
Derek needed an opportunity to check on his family.,short,bert,5,1_995,9959,late,high,-18.949348,28
He needed to know that she's safe.,short,bert,5,2_1485,14859,late,high,-6.3805513,17
His voice is low and unintelligible.,short,bert,5,3_1495,14959,late,high,-3.1760635,9
"""It is sure,"" he told her.",short,bert,5,4_970,9709,late,high,-14.5187435,25
"'Gun,' she says with a smile.",short,bert,5,6_1485,14859,late,high,-17.857067,13
The court also similarly repudiated 50 thoughts.,short,bert,5,7_1995,19959,late,high,-34.92588,3
"Really, I do approve, she revised mentally.",short,bert,5,8_1995,19959,late,high,-25.035036,6
The song was released as a single to radio.,short,bert,5,9_995,9959,late,high,-1.81975,14
He also plays cricket for the 1651 cricket team.,short,bert,6,0_1495,14959,late,high,-17.024017,29
"Waiting, waiting until she'd gone outside.",short,bert,6,1_1495,14959,late,high,-10.943895,13
Tanner and himself bonding the first of the fifteen.,short,bert,6,2_1995,19959,late,high,-52.261547,30
Cut straight through the grass and the muck.,short,bert,6,3_1495,14959,late,high,-6.186846,21
This plant is a cultivar of Puerto Rico.,short,bert,6,4_1490,14909,late,high,-2.601064,16
"The type locality is Potosi, Coast Bolivia.",short,bert,6,5_1995,19959,late,high,-20.462906,13
The playground was subsequently functioned as an amenity.,short,bert,6,6_1495,14959,late,high,-30.191257,1
There were somewhere more than ten or fifteen points.,short,bert,6,7_1495,14959,late,high,-21.595463,4
"I must finish this, Branislava warned.",short,bert,6,8_1495,14959,late,high,-14.005483,13
"Reaching out, she kissed him on the lips.",short,bert,6,9_1995,19959,late,high,-3.1538186,9
Pavlov would tweak that scene.,short,bert,7,0_995,9959,late,high,-10.162752,18
No one will ever hear any of those words.,short,bert,7,1_995,9959,late,high,-6.043602,24
"There were no punctuation marks, though.",short,bert,7,2_1160,11609,late,high,-1.687992,2
"Wait till your mate gets the couch, Seth.",short,bert,7,3_1495,14959,late,high,-27.187357,24
He recognised them as mistamerhounds.,short,bert,7,4_990,9909,late,high,-27.591446,3
Lamplight outside the window filtered into the darkness.,short,bert,7,6_1495,14959,late,high,-14.117305,30
I'll do anything to make her happy.,short,bert,7,7_1995,19959,late,high,-3.4962823,15
There should have been no -- not just exhaustion.,short,bert,7,8_1495,14959,late,high,-23.216843,30
I closed my eyes and took several deep breaths.,short,bert,7,9_995,9959,late,high,-0.42936665,18
He was buried in the Rialto cemetery.,short,bert,8,0_995,9959,late,high,-1.4769882,23
"Rainy season is observed, from June to July.",short,bert,8,1_1995,19959,late,high,-13.149065,16
"There was a time, neither of them moved.",short,bert,8,2_1990,19909,late,high,-23.221325,25
"I should have stayed behind, I reminded myself.",short,bert,8,3_1995,19959,late,high,-4.872633,19
"""I just want to talk to you.""",short,bert,8,4_1490,14909,late,high,-1.897788,27
The walls were made of earth and known stone.,short,bert,8,5_995,9959,late,high,-18.09301,1
I hear the honking horn of a taxi.,short,bert,8,6_995,9959,late,high,-5.301232,29
"Oh, yeah, that was a weird feeling.",short,bert,8,7_1495,14959,late,high,-8.699086,24
What are you doing? Because you have come.,short,bert,8,8_1845,18459,late,high,-13.55475,5
The sofa wobbled as though eric held on.,short,bert,8,9_995,9959,late,high,-24.258335,25
As early as 1950 the proposal was presented separately.,short,bert,9,0_1995,19959,late,high,-19.082397,6
"No, he'd fallen there forever ago.",short,bert,9,1_1020,10209,late,high,-23.120598,8
But he needed to decipher the code.,short,bert,9,2_1995,19959,late,high,-6.358802,14
Finnegan's hair was still on fire.,short,bert,9,3_1995,19959,late,high,-12.182861,14
The bulk of probability known lies in its importance.,short,bert,9,5_1995,19959,late,high,-32.171505,2
La Marseillaise is a 1947 French film.,short,bert,9,6_1995,19959,late,high,-4.293695,27
He detected a suspicious signal from the neighboring village.,short,bert,9,8_1995,19959,late,high,-24.058262,5
"It wasn't really all that serious.",short,bert,9,9_1495,14959,late,high,-7.2505126,16
Numerous specialized army offices conducted research at Tuto.,short,bert,0,0_0,0,early,low,-49.305824,25
Numerous specialized army offices conducted research at Tuto.,short,bert,0,5_0,1,early,low,-49.305824,4
Numerous specialized army offices perform services at Tuto.,short,bert,0,7_0,2,early,low,-53.545376,10
Numerous specialized army contractors share buildings throughout Tuto.,short,bert,0,6_0,4,early,low,-61.54043,14
Numerous organized crime factions do meet through HBA.,short,bert,0,1_0,8,early,low,-35.945637,15
Israeli defense forces units have operations in Jaffa.,short,bert,0,8_1,16,early,low,-19.544123,29
The remaining two leaders gave interviews in Jaffa.,short,bert,0,9_3,32,early,low,-16.938377,28
11 other civic organizations led protests against UPM.,short,bert,0,0_6,64,early,low,-27.803255,22
A number of women had birth in Mangalore.,short,bert,0,9_12,128,early,low,-19.193937,5
Prepping of ER would have a faster factory.,short,bert,0,0_25,256,early,low,-49.0326,23
Visitors are also advised to register their email methods.,short,bert,0,0_51,512,early,low,-40.166164,24
"I got high, staggered and tried to myself.",short,bert,0,5_99,999,early,low,-37.226166,1
"Inside such hosts, they settle in the muscles.",short,bert,1,0_0,0,early,low,-44.071228,12
"Inside such case, they settle on the muscles.",short,bert,1,1_0,2,early,low,-56.431778,10
"Inside bronze brands, they settle on the muscles.",short,bert,1,0_0,4,early,low,-56.366737,23
"Inside these materials, ""settle"" the sample.",short,bert,1,8_0,8,early,low,-33.12314,11
"In both situations, suspicions curled in my stomach.",short,bert,1,4_1,16,early,low,-20.233803,15
"For some purposes the ""result"" is inverted.",short,bert,1,8_3,32,early,low,-20.506302,3
"On the steeple ""x"" appears below.",short,bert,1,8_12,128,early,low,-15.007151,22
"In some ways, she even craved his touch.",short,bert,1,4_25,256,early,low,-5.325238,1
Annual precipitation is greatest in the Upper Crevic.,short,bert,1,6_51,512,early,low,-15.4923725,13
But suddenly another car skidded by a house.,short,bert,1,3_99,999,early,low,-21.786901,13
As of 2019 the website hosted over 200 biographies.,short,bert,2,0_0,0,early,low,-32.62703,21
As of 2014 the website hosted over 200 biographies.,short,bert,2,9_0,1,early,low,-20.152233,14
As of 2014 the website hosted over 200 biographies.,short,bert,2,9_0,2,early,low,-20.152233,6
As of 2011 the center hosted over 200 biographies.,short,bert,2,6_0,4,early,low,-25.004116,5
As of 2011 the center has over 560 biographies.,short,bert,2,6_0,8,early,low,-29.013577,9
As of 2015 the centre held over 400 volumes.,short,bert,2,1_1,16,early,low,-20.880419,10
As of 2015 the library houses about 700 items.,short,bert,2,1_3,32,early,low,-15.112907,12
As of 2010 the movement had over 400 members.,short,bert,2,0_6,64,early,low,-11.908595,12
"As of 2010, it had 482 inhabitants.",short,bert,2,4_12,128,early,low,-6.572876,3
As of 2013 he has written some 90 novels.,short,bert,2,9_25,256,early,low,-16.000042,11
As of 2010 its population was about 95 people.,short,bert,2,1_51,512,early,low,-6.521388,28
The doorbell rang and silence filled the long room.,short,bert,2,0_99,999,early,low,-7.8097363,19
His institute was instrumental in the international radiation research.,short,bert,3,1_0,0,early,low,-38.521744,12
His institute was instrumental in the international radiation ban.,short,bert,3,7_0,1,early,low,-31.392422,2
His institute was instrumental in the 1973 radiation conference.,short,bert,3,5_0,2,early,low,-42.99831,9
His institute was involved in the international smoking ban.,short,bert,3,7_0,4,early,low,-24.263681,12
The institute is listed in the World Research Council.,short,bert,3,0_0,8,early,low,-20.092392,21
The association is affiliated with the International Maritime Organization.,short,bert,3,4_1,16,early,low,-7.760527,20
They are also represented by the New Democrat party.,short,bert,3,7_3,32,early,low,-11.136657,11
The album was dedicated to the West Virginia capitol.,short,bert,3,2_6,64,early,low,-13.568309,24
The township shares borders with neighboring Germantown township.,short,bert,3,6_12,128,early,low,-3.6563063,27
It is executive produced by Sailendra Pillai.,short,bert,3,7_25,256,early,low,-12.103603,4
I looked at the poster of Julius Horsa.,short,bert,3,2_51,512,early,low,-22.761917,13
The monitor was built into a big display case.,short,bert,3,6_99,999,early,low,-16.593351,18
Thus the majestic nickname is also a humorous one.,short,bert,4,0_0,0,early,low,-33.458775,11
While the majestic nickname is also a humorous one.,short,bert,4,0_0,1,early,low,-33.694992,8
But the majestic nickname is also a crashing one.,short,bert,4,7_0,2,early,low,-43.73006,8
But my majestic nickname is also a bad name.,short,bert,4,4_0,4,early,low,-35.55692,4
While the majestic dragon is also named dare bunny.,short,bert,4,0_0,8,early,low,-43.93647,11
Exiting the infamous prison was not a easy task.,short,bert,4,8_1,16,early,low,-24.992483,27
Murphys next TV appearance was a final CT.,short,bert,4,9_3,32,early,low,-41.347378,14
At the time it was always a bad sleep.,short,bert,4,2_6,64,early,low,-23.450539,3
"Not some dope, just a daring two.",short,bert,4,4_12,128,early,low,-27.294916,8
The laws of cricket are literally an optical illusion.,short,bert,4,8_25,256,early,low,-21.01544,15
"The truth was, there were eight other options.",short,bert,4,5_51,512,early,low,-17.562157,25
He shoved a stuffed animal out of her way.,short,bert,4,2_99,999,early,low,-12.921035,2
The main balcony is a half octagon.,short,bert,5,0_0,0,early,high,-17.852531,18
The main balcony is in half octagon.,short,bert,5,7_0,1,early,high,-24.939892,21
The main balcony was a half octagon.,short,bert,5,1_0,2,early,high,-18.635916,2
The main balcony was a half octagon.,short,bert,5,0_0,4,early,high,-18.635914,23
The upstairs room was a narrow octagon.,short,bert,5,1_0,8,early,high,-15.013511,28
The upper dome is a simple octagon.,short,bert,5,0_1,16,early,high,-13.88149,17
Its overall shape resembled lyra octagons.,short,bert,5,2_3,32,early,high,-15.4077215,11
Its central structure is an enveloped octagon.,short,bert,5,0_6,64,early,high,-17.277895,23
The badach used an stephenson reparee.,short,bert,5,0_12,128,early,high,-56.12971,30
The director was based on blue octagon.,short,bert,5,6_25,256,early,high,-20.551731,8
Abidjan has a major economic development area.,short,bert,5,0_51,512,early,high,-10.096844,18
His full name was Prometheus of Titan.,short,bert,5,3_99,999,early,high,-8.112033,5
"Food was running short, and nights were colder.",short,bert,6,0_0,0,early,high,-16.38502,17
"Food was running short, and winters were colder.",short,bert,6,0_0,1,early,high,-18.15246,21
"Food was running short, and winters were colder.",short,bert,6,3_0,2,early,high,-18.152462,10
"Time was running short, and winters were colder.",short,bert,6,0_0,4,early,high,-18.247826,1
"Time was running out, and winters grew long.",short,bert,6,1_0,8,early,high,-17.665571,28
"It was surreal awake, and night were coming.",short,bert,6,7_1,16,early,high,-37.723705,20
"Food was always slow, but they were eating.",short,bert,6,4_3,32,early,high,-26.44301,20
It was early morning and the road was clear.,short,bert,6,5_6,64,early,high,-8.8974085,25
They are all completely attributed to Sir Arthur Bacon.,short,bert,6,8_12,128,early,high,-35.621086,29
He smiled at me and I smiled back fortunately.,short,bert,6,9_25,256,early,high,-13.733757,5
"""Just come on,"" I beg him.",short,bert,6,1_51,512,early,high,-8.02948,8
There had to be a decreed circle agreed upon.,short,bert,6,5_99,999,early,high,-20.865194,12
"Apart from teaching, he used to write poems.",short,bert,7,1_0,0,early,high,-13.017936,14
"Apart from teaching, he used to write poems.",short,bert,7,8_0,1,early,high,-13.017937,15
"Apart from teaching, he used to write poems.",short,bert,7,8_0,2,early,high,-13.017937,19
"Apart from teaching, she used to compose poems.",short,bert,7,4_0,4,early,high,-17.582006,28
"Apart from this, he continued to compose poems.",short,bert,7,2_0,8,early,high,-12.199742,28
Aside from acting Waveck continued to write professionally.,short,bert,7,7_1,16,early,high,-30.4125,16
"Apart from theatre, he continues to write poetry.",short,bert,7,9_3,32,early,high,-9.839765,9
"Aside from music, she continued to write fiction.",short,bert,7,8_6,64,early,high,-10.097556,25
Aside from writing her mother helped her with homework.,short,bert,7,1_12,128,early,high,-12.66185,7
"In his heart, he wanted to protect her.",short,bert,7,0_25,256,early,high,-2.9248812,20
"Like with Lena, things were back to normal.",short,bert,7,7_51,512,early,high,-13.799426,26
I looked back before i got to the door.,short,bert,7,8_99,999,early,high,-12.86862,5
"In her career, she made over 60 films.",short,bert,8,0_0,0,early,high,-8.281652,30
"Over her career, she made over 60 films.",short,bert,8,4_0,1,early,high,-9.865726,23
"Throughout her career, she made over 60 films.",short,bert,8,5_0,2,early,high,-9.1209,5
"During her career, she made over 312 movies.",short,bert,8,1_0,4,early,high,-14.991653,16
"Over her career, she made over 300 films.",short,bert,8,7_0,8,early,high,-9.307092,3
"Over her career, she made over 125 appearances.",short,bert,8,4_1,16,early,high,-10.458686,22
"During her career, she directed over 100 films.",short,bert,8,5_3,32,early,high,-3.7445035,29
"During her career, she made over 500 appearances.",short,bert,8,7_6,64,early,high,-5.0258307,26
"In his career, Lancaster made over 300 appearances.",short,bert,8,8_12,128,early,high,-15.692305,9
Since that time the group have won several championships.,short,bert,8,9_25,256,early,high,-14.481656,29
The final element of the title is the second.,short,bert,8,4_51,512,early,high,-23.706547,30
Archer pointed to the stairs leading to the commons.,short,bert,8,7_99,999,early,high,-17.239723,15
The territory of the municipality is divided into parts.,short,bert,9,0_0,0,early,high,-5.436755,12
The territory of the municipality is divided into parts.,short,bert,9,4_0,1,early,high,-5.436755,8
The area of the municipality is divided into parts.,short,bert,9,9_0,2,early,high,-9.607791,26
The county of the municipality is divided into parts.,short,bert,9,0_0,4,early,high,-17.95462,13
The territory of the canton is divided into parishes.,short,bert,9,4_0,8,early,high,-9.255106,14
The territory of the province is divided into potatoes.,short,bert,9,8_1,16,early,high,-21.295715,21
The territory of the church is divided between parishes.,short,bert,9,7_3,32,early,high,-13.637589,26
To the west the dam was choked by mud.,short,bert,9,8_6,64,early,high,-24.355742,8
The constitution of South Sudan is divided into sections.,short,bert,9,4_12,128,early,high,-1.8398286,13
Every part of the equipment is kept in reserve.,short,bert,9,5_25,256,early,high,-21.015125,29
And that was the V telling her to lose.,short,bert,9,3_51,512,early,high,-27.935179,18
There was dermatitis growing from his head.,short,bert,9,2_99,999,early,high,-12.377121,16
